location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,12739,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1836.9300960066,Oslo
county11,1900-01-01,1737,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,361.956440199045,Rogaland
county15,1900-01-01,770,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,290.305310702086,Møre og Romsdal
county18,1900-01-01,622,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,257.839865691131,Nordland
county30,1900-01-01,14169,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,1141.58874927991,Viken
county34,1900-01-01,2446,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,658.615722228954,Innlandet
county38,1900-01-01,1808,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,431.096147793494,Vestfold og Telemark
county42,1900-01-01,1157,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,376.58960196074,Agder
county46,1900-01-01,5407,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,849.448023741185,Vestland
county50,1900-01-01,1650,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,352.036048491366,Trøndelag
county54,1900-01-01,945,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,388.391811303229,Troms og Finnmark
municip0301,1900-01-01,12737,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1836.64170129806,Oslo
municip1101,1900-01-01,69,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,465.86996151509,Eigersund
municip1103,1900-01-01,564,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,392.828785156087,Stavanger
municip1106,1900-01-01,202,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,540.728645233825,Haugesund
municip1108,1900-01-01,246,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,309.290015967411,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,218.613366645846,Lund
municip1114,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2787,179.40437746681,Bjerkreim
municip1119,1900-01-01,42,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18991,221.157390342794,Hå
municip1120,1900-01-01,53,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19588,270.573820706555,Klepp
