granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549771,512856,358025,18652,78.6,73.3,51.2,2.7,699827,Oslo,2022-08-15
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372812,346355,252849,16917,76.7,71.3,52,3.5,485797,Rogaland,2022-08-15
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214576,201531,154933,9299,80.7,75.8,58.3,3.5,265848,Møre og Romsdal,2022-08-15
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195447,183446,134493,6966,81.4,76.4,56,2.9,240190,Nordland,2022-08-15
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001655,931515,694358,48479,78.9,73.4,54.7,3.8,1269230,Viken,2022-08-15
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306379,288314,219972,12284,82.5,77.7,59.3,3.3,371253,Innlandet,2022-08-15
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342339,320404,240457,18411,80.6,75.4,56.6,4.3,424832,Vestfold og Telemark,2022-08-15
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245435,228302,168426,11744,78.9,73.4,54.1,3.8,311134,Agder,2022-08-15
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506063,470434,351314,24400,78.9,73.4,54.8,3.8,641292,Vestland,2022-08-15
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384970,360789,270777,17653,81.2,76.1,57.1,3.7,474131,Trøndelag,2022-08-15
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192262,180123,127576,5959,79.5,74.5,52.8,2.5,241736,Troms og Finnmark,2022-08-15
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549763,512849,358021,18652,78.6,73.3,51.2,2.7,699827,Oslo,2022-08-15
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11887,11179,9232,844,80,75.2,62.1,5.7,14860,Eigersund,2022-08-15
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113077,105145,75996,3718,78.1,72.7,52.5,2.6,144699,Stavanger,2022-08-15
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28718,26706,19118,917,76.7,71.3,51.1,2.4,37444,Haugesund,2022-08-15
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60680,56525,42481,3383,74.6,69.5,52.2,4.2,81305,Sandnes,2022-08-15
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2509,2360,1799,276,76.5,71.9,54.8,8.4,3281,Sokndal,2022-08-15
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2432,2297,1799,102,76.5,72.3,56.6,3.2,3178,Lund,2022-08-15
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2201,2066,1537,171,78.9,74.1,55.1,6.1,2789,Bjerkreim,2022-08-15
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14086,12966,9116,352,73,67.2,47.2,1.8,19296,Hå,2022-08-15
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15133,13939,9296,305,75.1,69.1,46.1,1.5,20163,Klepp,2022-08-15
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14707,13641,9155,1197,76,70.5,47.3,6.2,19353,Time,2022-08-15
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8833,8185,6307,283,72.8,67.5,52,2.3,12131,Gjesdal,2022-08-15
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21235,19697,13908,354,77,71.4,50.4,1.3,27568,Sola,2022-08-15
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9074,8368,6013,371,79.2,73.1,52.5,3.2,11454,Randaberg,2022-08-15
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10321,9532,7142,286,77.8,71.8,53.8,2.2,13268,Strand,2022-08-15
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2032,1895,1382,157,80.2,74.8,54.5,6.2,2534,Hjelmeland,2022-08-15
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3032,2827,2381,226,80.1,74.7,62.9,6,3784,Suldal,2022-08-15
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3673,3416,2678,106,81.2,75.5,59.2,2.3,4525,Sauda,2022-08-15
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,428,403,343,30,81.8,77.1,65.6,5.7,523,Kvitsøy,2022-08-15
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,706,681,504,22,82.6,79.6,58.9,2.6,855,Bokn,2022-08-15
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8587,7833,5532,353,76.1,69.4,49,3.1,11283,Tysvær,2022-08-15
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32362,30075,22118,3036,76.1,70.7,52,7.1,42541,Karmøy,2022-08-15
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,173,170,156,27,92,90.4,83,14.4,188,Utsira,2022-08-15
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6773,6305,4806,401,77.2,71.9,54.8,4.6,8775,Vindafjord,2022-08-15
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19842,18944,14907,1462,82.6,78.9,62.1,6.1,24013,Kristiansund,2022-08-15
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26401,24811,19040,1065,82.5,77.5,59.5,3.3,32002,Molde,2022-08-15
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52918,49393,35730,1715,78.8,73.6,53.2,2.6,67114,Ålesund,2022-08-15
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2557,2461,1958,175,84,80.8,64.3,5.7,3045,Vanylven,2022-08-15
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1883,1766,1374,36,77.7,72.9,56.7,1.5,2422,Sande,2022-08-15
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6962,6519,4902,403,79.4,74.4,55.9,4.6,8765,Herøy,2022-08-15
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6787,6340,5124,456,79.3,74.1,59.9,5.3,8557,Ulstein,2022-08-15
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3872,3637,2849,47,75.5,71,55.6,0.9,5126,Hareid,2022-08-15
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8700,8112,6662,170,80.3,74.9,61.5,1.6,10833,Ørsta,2022-08-15
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3617,3387,2735,109,81,75.8,61.2,2.4,4467,Stranda,2022-08-15
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6236,5820,4624,104,82.5,77,61.2,1.4,7558,Sykkylven,2022-08-15
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7426,6873,5530,160,77.8,72,57.9,1.7,9547,Sula,2022-08-15
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6627,6144,4395,182,77.1,71.5,51.1,2.1,8597,Giske,2022-08-15
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5666,5350,3830,240,81.7,77.1,55.2,3.5,6936,Vestnes,2022-08-15
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5644,5268,3698,81,80.4,75.1,52.7,1.2,7019,Rauma,2022-08-15
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2928,2816,2060,120,83.2,80,58.6,3.4,3518,Aukra,2022-08-15
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4762,4502,3456,102,81.7,77.2,59.3,1.8,5828,Averøy,2022-08-15
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2142,2009,1645,45,80.3,75.3,61.6,1.7,2669,Gjemnes,2022-08-15
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2491,2374,2015,331,84.2,80.2,68.1,11.2,2960,Tingvoll,2022-08-15
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5975,5672,4764,577,86.2,81.8,68.7,8.3,6932,Sunndal,2022-08-15
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5004,4767,4076,266,85.6,81.5,69.7,4.5,5849,Surnadal,2022-08-15
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1784,1718,1398,88,84.2,81,65.9,4.2,2120,Smøla,2022-08-15
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2814,2680,2192,192,83.2,79.2,64.8,5.7,3384,Aure,2022-08-15
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8731,8202,6605,573,80.8,75.9,61.1,5.3,10809,Volda,2022-08-15
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2104,1962,1622,171,84.5,78.8,65.1,6.9,2491,Fjord,2022-08-15
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10564,9882,7707,427,79.5,74.4,58,3.2,13287,Hustadvika,2022-08-15
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42851,39953,28955,2185,81.2,75.7,54.8,4.1,52803,Bodø,2022-08-15
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17509,16513,12275,285,81.3,76.7,57,1.3,21530,Narvik,2022-08-15
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1166,1087,852,23,82.9,77.3,60.6,1.6,1406,Bindal,2022-08-15
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1685,1574,1157,67,85.1,79.5,58.4,3.4,1981,Sømna,2022-08-15
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6382,5914,4251,162,82.1,76,54.7,2.1,7777,Brønnøy,2022-08-15
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1008,935,795,19,85.8,79.6,67.7,1.6,1175,Vega,2022-08-15
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,378,362,280,0,81.8,78.4,60.6,0,462,Vevelstad,2022-08-15
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1393,1305,1032,52,76.3,71.5,56.5,2.8,1825,Herøy,2022-08-15
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6007,5670,4369,81,81.9,77.3,59.6,1.1,7333,Alstahaug,2022-08-15
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1776,1654,1230,42,78.7,73.3,54.5,1.9,2257,Leirfjord,2022-08-15
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11007,10349,7500,216,83.2,78.2,56.7,1.6,13233,Vefsn,2022-08-15
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1217,1177,910,47,83.3,80.6,62.3,3.2,1461,Grane,2022-08-15
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1093,1040,844,73,85.9,81.7,66.3,5.7,1273,Hattfjelldal,2022-08-15
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1123,1047,877,39,82,76.5,64.1,2.8,1369,Dønna,2022-08-15
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1384,1283,902,24,81.5,75.6,53.1,1.4,1698,Nesna,2022-08-15
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3570,3380,2374,154,80.8,76.5,53.7,3.5,4420,Hemnes,2022-08-15
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21466,20282,14278,414,82.3,77.7,54.7,1.6,26092,Rana,2022-08-15
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1517,1424,1043,70,81.2,76.2,55.8,3.7,1869,Lurøy,2022-08-15
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,367,345,255,0,81.6,76.7,56.7,0,450,Træna,2022-08-15
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,910,872,647,90,78.9,75.6,56.1,7.8,1153,Rødøy,2022-08-15
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4992,4651,3478,86,80.3,74.8,56,1.4,6214,Meløy,2022-08-15
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1535,1458,1221,152,81,77,64.5,8,1894,Gildeskål,2022-08-15
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,862,839,692,85,85.2,82.9,68.4,8.4,1012,Beiarn,2022-08-15
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3804,3598,2960,150,82.4,77.9,64.1,3.2,4617,Saltdal,2022-08-15
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8047,7572,5753,196,83.8,78.9,59.9,2,9603,Fauske,2022-08-15
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1565,1510,1223,74,83.7,80.8,65.4,4,1869,Sørfold,2022-08-15
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2106,1997,1463,102,81.3,77.1,56.5,3.9,2591,Steigen,2022-08-15
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1655,1584,1231,97,83.8,80.2,62.3,4.9,1976,Lødingen,2022-08-15
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1079,1036,831,131,80.9,77.7,62.3,9.8,1334,Evenes,2022-08-15
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,415,389,301,43,88.5,82.9,64.2,9.2,469,Røst,2022-08-15
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,531,502,396,0,78.3,74,58.4,0,678,Værøy,2022-08-15
total,municip,municip1859,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,998,959,697,23,82.1,78.9,57.3,1.9,1216,Flakstad,2022-08-15
total,municip,municip1860,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9049,8488,5684,231,78.2,73.4,49.1,2,11566,Vestvågøy,2022-08-15
total,municip,municip1865,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7696,7102,4831,346,79.1,73,49.7,3.6,9724,Vågan,2022-08-15
total,municip,municip1866,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6521,6088,4247,218,80.4,75.1,52.4,2.7,8107,Hadsel,2022-08-15
total,municip,municip1867,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2069,1976,1602,66,80.7,77,62.5,2.6,2565,Bø,2022-08-15
total,municip,municip1868,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3458,3218,2276,106,77.6,72.2,51.1,2.4,4458,Øksnes,2022-08-15
total,municip,municip1870,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8400,7822,5645,501,80.2,74.7,53.9,4.8,10468,Sortland,2022-08-15
total,municip,municip1871,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3775,3568,2844,135,82.6,78,62.2,3,4572,Andøy,2022-08-15
total,municip,municip1874,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,820,783,628,53,83.5,79.7,64,5.4,982,Moskenes,2022-08-15
total,municip,municip1875,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2223,2106,1653,117,82.1,77.8,61,4.3,2708,Hamarøy,2022-08-15
total,municip,municip3001,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25402,23804,17616,1040,80.8,75.7,56,3.3,31444,Halden,2022-08-15
total,municip,municip3002,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,41294,38688,30991,1161,82.1,76.9,61.6,2.3,50290,Moss,2022-08-15
total,municip,municip3003,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,46940,44160,35088,3188,80.7,75.9,60.3,5.5,58182,Sarpsborg,2022-08-15
total,municip,municip3004,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,66907,62354,46717,4065,79.8,74.3,55.7,4.8,83892,Fredrikstad,2022-08-15
total,municip,municip3005,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,79252,73842,53478,5089,77.5,72.2,52.3,5,102273,Drammen,2022-08-15
total,municip,municip3006,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,22554,21204,16188,1228,80.9,76.1,58.1,4.4,27879,Kongsberg,2022-08-15
total,municip,municip3007,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25078,23466,16376,1112,80.9,75.7,52.8,3.6,31011,Ringerike,2022-08-15
total,municip,municip3011,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4113,3901,3214,190,86.8,82.3,67.8,4,4741,Hvaler,2022-08-15
total,municip,municip3012,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1101,1054,863,19,83.7,80.2,65.6,1.4,1315,Aremark,2022-08-15
total,municip,municip3013,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3047,2903,2271,255,85.2,81.1,63.5,7.1,3578,Marker,2022-08-15
total,municip,municip3014,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,35433,33135,23190,1269,77.7,72.7,50.8,2.8,45608,Indre Østfold,2022-08-15
total,municip,municip3015,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3045,2829,2188,100,79.2,73.6,56.9,2.6,3846,Skiptvet,2022-08-15
total,municip,municip3016,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6679,6282,4837,358,80.4,75.6,58.2,4.3,8312,Rakkestad,2022-08-15
total,municip,municip3017,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6089,5683,4360,350,79.8,74.5,57.1,4.6,7633,Råde,2022-08-15
total,municip,municip3018,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4461,4144,3366,55,75.4,70.1,56.9,0.9,5913,Våler,2022-08-15
total,municip,municip3019,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14413,13474,9819,482,77.1,72.1,52.5,2.6,18699,Vestby,2022-08-15
total,municip,municip3020,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,48088,44491,32005,1490,78.8,72.9,52.4,2.4,61032,Nordre Follo,2022-08-15
total,municip,municip3021,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16088,14842,9934,268,77.4,71.4,47.8,1.3,20780,Ås,2022-08-15
total,municip,municip3022,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13031,12203,9290,604,81,75.9,57.8,3.8,16084,Frogn,2022-08-15
total,municip,municip3023,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15456,14240,10364,641,77.5,71.4,52,3.2,19939,Nesodden,2022-08-15
total,municip,municip3024,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,101772,94047,73616,5781,78.9,72.9,57.1,4.5,128982,Bærum,2022-08-15
total,municip,municip3025,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,75844,70056,52404,4600,78.9,72.9,54.5,4.8,96088,Asker,2022-08-15
total,municip,municip3026,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14215,13332,10079,629,80.1,75.1,56.8,3.5,17754,Aurskog-Høland,2022-08-15
total,municip,municip3027,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14536,13312,9700,730,76.4,70,51,3.8,19024,Rælingen,2022-08-15
total,municip,municip3028,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8762,7996,6204,62,77.9,71.1,55.2,0.6,11249,Enebakk,2022-08-15
total,municip,municip3029,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,35166,32456,22826,2064,78.7,72.6,51.1,4.6,44693,Lørenskog,2022-08-15
total,municip,municip3030,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,69448,64091,45759,3048,77.9,71.9,51.4,3.4,89095,Lillestrøm,2022-08-15
total,municip,municip3031,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19884,18405,14446,1203,79.7,73.8,57.9,4.8,24947,Nittedal,2022-08-15
total,municip,municip3032,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5610,5221,4032,367,80.3,74.7,57.7,5.3,6989,Gjerdrum,2022-08-15
total,municip,municip3033,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31308,28782,20658,1236,75.3,69.2,49.7,3,41565,Ullensaker,2022-08-15
