granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,492446,304491,70.7,43.7,697010,Oslo,2021-08-19
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,320257,192689,66.4,39.9,482645,Rogaland,2021-08-19
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,186024,112231,70.1,42.3,265544,Møre og Romsdal,2021-08-19
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,168689,104326,70.2,43.4,240345,Nordland,2021-08-19
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,877348,561276,70.1,44.8,1252384,Viken,2021-08-19
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,270515,169110,73,45.6,370603,Innlandet,2021-08-19
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,301599,204118,71.5,48.4,421882,Vestfold og Telemark,2021-08-19
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214157,149505,69.3,48.4,308843,Agder,2021-08-19
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,441887,297549,69.2,46.6,638821,Vestland,2021-08-19
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,337510,197452,71.6,41.9,471124,Trøndelag,2021-08-19
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,166771,102908,68.9,42.5,242168,Troms og Finnmark,2021-08-19
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,492439,304485,70.7,43.7,697010,Oslo,2021-08-19
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10223,6322,69.1,42.8,14787,Eigersund,2021-08-19
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,97811,56247,67.9,39,144147,Stavanger,2021-08-19
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23867,13834,63.9,37.1,37323,Haugesund,2021-08-19
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52682,31315,65.5,38.9,80450,Sandnes,2021-08-19
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2148,1692,66,51.9,3257,Sokndal,2021-08-19
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2147,1511,67.6,47.6,3174,Lund,2021-08-19
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1870,1344,67,48.2,2791,Bjerkreim,2021-08-19
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11878,7771,62.1,40.6,19120,Hå,2021-08-19
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12550,7245,63.2,36.5,19848,Klepp,2021-08-19
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12615,7595,66,39.8,19106,Time,2021-08-19
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7480,4567,62,37.9,12064,Gjesdal,2021-08-19
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18159,9850,66.1,35.9,27457,Sola,2021-08-19
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7644,4303,67.6,38,11315,Randaberg,2021-08-19
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8881,5219,67.9,39.9,13070,Strand,2021-08-19
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1772,1173,68.7,45.5,2580,Hjelmeland,2021-08-19
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2633,1736,69.1,45.6,3809,Suldal,2021-08-19
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3238,1982,71,43.5,4561,Sauda,2021-08-19
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372,276,73.4,54.4,507,Kvitsøy,2021-08-19
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,614,466,71.5,54.2,859,Bokn,2021-08-19
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7262,5121,65,45.8,11178,Tysvær,2021-08-19
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28368,19542,67,46.1,42345,Karmøy,2021-08-19
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,155,129,80.7,67.2,192,Utsira,2021-08-19
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5880,3443,67.5,39.6,8705,Vindafjord,2021-08-19
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17414,11477,72.3,47.6,24099,Kristiansund,2021-08-19
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23286,12336,73.1,38.7,31870,Molde,2021-08-19
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,45338,25320,68,38,66670,Ålesund,2021-08-19
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2325,1460,75.4,47.4,3083,Vanylven,2021-08-19
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1651,1184,67.5,48.4,2445,Sande,2021-08-19
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5924,3951,66.9,44.6,8858,Herøy,2021-08-19
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5824,3788,67.9,44.2,8575,Ulstein,2021-08-19
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3347,2190,65.1,42.6,5140,Hareid,2021-08-19
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7570,4338,69.9,40.1,10830,Ørsta,2021-08-19
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3235,2084,72.2,46.5,4482,Stranda,2021-08-19
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5446,3948,71.7,52,7596,Sykkylven,2021-08-19
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6420,5115,68.2,54.4,9409,Sula,2021-08-19
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5552,3659,65.3,43,8506,Giske,2021-08-19
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4931,2933,70.9,42.2,6958,Vestnes,2021-08-19
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4810,2780,68.5,39.6,7026,Rauma,2021-08-19
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2482,1890,70.5,53.7,3522,Aukra,2021-08-19
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4079,2087,70.2,35.9,5808,Averøy,2021-08-19
