granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,532411,465815,76.4,66.8,697010,Oslo,2021-10-12
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,357506,316050,74.1,65.5,482645,Rogaland,2021-10-12
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,206713,183837,77.8,69.2,265544,Møre og Romsdal,2021-10-12
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188648,166941,78.5,69.5,240345,Nordland,2021-10-12
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,968205,847655,77.3,67.7,1252384,Viken,2021-10-12
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,298010,267090,80.4,72.1,370603,Innlandet,2021-10-12
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,332602,296290,78.8,70.2,421882,Vestfold og Telemark,2021-10-12
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,238337,211309,77.2,68.4,308843,Agder,2021-10-12
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,489938,431189,76.7,67.5,638821,Vestland,2021-10-12
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,374080,332128,79.4,70.5,471124,Trøndelag,2021-10-12
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,185040,165073,76.4,68.2,242168,Troms og Finnmark,2021-10-12
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,532401,465808,76.4,66.8,697010,Oslo,2021-10-12
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11451,10229,77.4,69.2,14787,Eigersund,2021-10-12
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,108826,96208,75.5,66.7,144147,Stavanger,2021-10-12
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27548,23949,73.8,64.2,37323,Haugesund,2021-10-12
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58268,52056,72.4,64.7,80450,Sandnes,2021-10-12
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2403,2168,73.8,66.6,3257,Sokndal,2021-10-12
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2333,2133,73.5,67.2,3174,Lund,2021-10-12
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2122,1865,76,66.8,2791,Bjerkreim,2021-10-12
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13133,11697,68.7,61.2,19120,Hå,2021-10-12
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14331,12526,72.2,63.1,19848,Klepp,2021-10-12
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13974,12373,73.1,64.8,19106,Time,2021-10-12
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8521,7537,70.6,62.5,12064,Gjesdal,2021-10-12
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20427,17877,74.4,65.1,27457,Sola,2021-10-12
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8657,7480,76.5,66.1,11315,Randaberg,2021-10-12
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9943,8593,76.1,65.7,13070,Strand,2021-10-12
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1951,1694,75.6,65.7,2580,Hjelmeland,2021-10-12
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2941,2604,77.2,68.4,3809,Suldal,2021-10-12
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3603,3175,79,69.6,4561,Sauda,2021-10-12
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,416,377,82.1,74.4,507,Kvitsøy,2021-10-12
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,692,616,80.6,71.7,859,Bokn,2021-10-12
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8285,7060,74.1,63.2,11178,Tysvær,2021-10-12
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31002,27880,73.2,65.8,42345,Karmøy,2021-10-12
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,156,84.9,81.2,192,Utsira,2021-10-12
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6509,5791,74.8,66.5,8705,Vindafjord,2021-10-12
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19272,17102,80,71,24099,Kristiansund,2021-10-12
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25745,22757,80.8,71.4,31870,Molde,2021-10-12
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,49988,44888,75,67.3,66670,Ålesund,2021-10-12
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2523,2300,81.8,74.6,3083,Vanylven,2021-10-12
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1840,1619,75.3,66.2,2445,Sande,2021-10-12
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6662,5907,75.2,66.7,8858,Herøy,2021-10-12
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6493,5721,75.7,66.7,8575,Ulstein,2021-10-12
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3712,3322,72.2,64.6,5140,Hareid,2021-10-12
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8416,7481,77.7,69.1,10830,Ørsta,2021-10-12
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3544,3149,79.1,70.3,4482,Stranda,2021-10-12
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6080,5396,80,71,7596,Sykkylven,2021-10-12
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7165,6385,76.2,67.9,9409,Sula,2021-10-12
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6307,5415,74.1,63.7,8506,Giske,2021-10-12
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5425,4828,78,69.4,6958,Vestnes,2021-10-12
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5509,4732,78.4,67.3,7026,Rauma,2021-10-12
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2810,2472,79.8,70.2,3522,Aukra,2021-10-12
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4657,4115,80.2,70.9,5808,Averøy,2021-10-12
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2076,1854,78.1,69.8,2658,Gjemnes,2021-10-12
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2445,2215,81.9,74.2,2985,Tingvoll,2021-10-12
