granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547520,506419,331499,78.6,72.7,47.6,697010,Oslo,2022-02-10
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371756,343241,237163,77,71.1,49.1,482645,Rogaland,2022-02-10
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214235,200245,146359,80.7,75.4,55.1,265544,Møre og Romsdal,2022-02-10
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195531,182459,125985,81.4,75.9,52.4,240345,Nordland,2022-02-10
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,993884,918397,657637,79.4,73.3,52.5,1252384,Viken,2022-02-10
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305621,286189,210321,82.5,77.2,56.8,370603,Innlandet,2022-02-10
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340885,317410,229466,80.8,75.2,54.4,421882,Vestfold og Telemark,2022-02-10
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244726,226511,161022,79.2,73.3,52.1,308843,Agder,2022-02-10
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504470,466353,332658,79,73,52.1,638821,Vestland,2022-02-10
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384428,358661,252855,81.6,76.1,53.7,471124,Trøndelag,2022-02-10
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192489,179282,119616,79.5,74,49.4,242168,Troms og Finnmark,2022-02-10
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547510,506412,331494,78.6,72.7,47.6,697010,Oslo,2022-02-10
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11862,11123,8980,80.2,75.2,60.7,14787,Eigersund,2022-02-10
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113081,104367,69996,78.4,72.4,48.6,144147,Stavanger,2022-02-10
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28630,26429,17444,76.7,70.8,46.7,37323,Haugesund,2022-02-10
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60329,55831,40619,75,69.4,50.5,80450,Sandnes,2022-02-10
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2478,2328,1749,76.1,71.5,53.7,3257,Sokndal,2022-02-10
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2422,2276,1738,76.3,71.7,54.8,3174,Lund,2022-02-10
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2182,2040,1461,78.2,73.1,52.3,2791,Bjerkreim,2022-02-10
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14022,12854,8684,73.3,67.2,45.4,19120,Hå,2022-02-10
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15032,13752,8524,75.7,69.3,42.9,19848,Klepp,2022-02-10
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14651,13511,8582,76.7,70.7,44.9,19106,Time,2022-02-10
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8847,8162,5922,73.3,67.7,49.1,12064,Gjesdal,2022-02-10
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21155,19472,12965,77,70.9,47.2,27457,Sola,2022-02-10
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9037,8271,5558,79.9,73.1,49.1,11315,Randaberg,2022-02-10
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10286,9450,6868,78.7,72.3,52.5,13070,Strand,2022-02-10
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2020,1887,1343,78.3,73.1,52.1,2580,Hjelmeland,2022-02-10
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3042,2821,2326,79.9,74.1,61.1,3809,Suldal,2022-02-10
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3672,3405,2541,80.5,74.7,55.7,4561,Sauda,2022-02-10
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,426,403,333,84,79.5,65.7,507,Kvitsøy,2022-02-10
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,701,677,475,81.6,78.8,55.3,859,Bokn,2022-02-10
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8554,7767,5236,76.5,69.5,46.8,11178,Tysvær,2022-02-10
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32231,29846,21147,76.1,70.5,49.9,42345,Karmøy,2022-02-10
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,160,145,84.9,83.3,75.5,192,Utsira,2022-02-10
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6749,6239,4478,77.5,71.7,51.4,8705,Vindafjord,2022-02-10
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19795,18815,14294,82.1,78.1,59.3,24099,Kristiansund,2022-02-10
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26385,24705,18065,82.8,77.5,56.7,31870,Molde,2022-02-10
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52749,48945,33011,79.1,73.4,49.5,66670,Ålesund,2022-02-10
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2576,2470,1856,83.6,80.1,60.2,3083,Vanylven,2022-02-10
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1895,1768,1328,77.5,72.3,54.3,2445,Sande,2022-02-10
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6926,6444,4475,78.2,72.7,50.5,8858,Herøy,2022-02-10
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6731,6242,4794,78.5,72.8,55.9,8575,Ulstein,2022-02-10
