granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,543097,491008,151204,77.9,70.4,21.7,697010,Oslo,2021-12-27
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,367465,335882,115127,76.1,69.6,23.9,482645,Rogaland,2021-12-27
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,211919,195757,76629,79.8,73.7,28.9,265544,Møre og Romsdal,2021-12-27
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,193545,178777,69187,80.5,74.4,28.8,240345,Nordland,2021-12-27
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,988513,897909,334759,78.9,71.7,26.7,1252384,Viken,2021-12-27
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,303835,281264,115717,82,75.9,31.2,370603,Innlandet,2021-12-27
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,338940,311800,125198,80.3,73.9,29.7,421882,Vestfold og Telemark,2021-12-27
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,243122,222560,82282,78.7,72.1,26.6,308843,Agder,2021-12-27
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,500674,456654,171264,78.4,71.5,26.8,638821,Vestland,2021-12-27
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,381485,352505,124583,81,74.8,26.4,471124,Trøndelag,2021-12-27
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191190,176222,67054,78.9,72.8,27.7,242168,Troms og Finnmark,2021-12-27
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,543088,491002,151200,77.9,70.4,21.7,697010,Oslo,2021-12-27
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11731,10820,4519,79.3,73.2,30.6,14787,Eigersund,2021-12-27
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,111777,102111,31722,77.5,70.8,22,144147,Stavanger,2021-12-27
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28252,25726,8713,75.7,68.9,23.3,37323,Haugesund,2021-12-27
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59756,55032,19180,74.3,68.4,23.8,80450,Sandnes,2021-12-27
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2458,2265,1174,75.5,69.5,36,3257,Sokndal,2021-12-27
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2383,2231,919,75.1,70.3,29,3174,Lund,2021-12-27
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2157,1976,989,77.3,70.8,35.4,2791,Bjerkreim,2021-12-27
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13843,12498,4309,72.4,65.4,22.5,19120,Hå,2021-12-27
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14840,13379,4265,74.8,67.4,21.5,19848,Klepp,2021-12-27
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14455,13161,4518,75.7,68.9,23.6,19106,Time,2021-12-27
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8747,7974,2541,72.5,66.1,21.1,12064,Gjesdal,2021-12-27
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20910,19058,5640,76.2,69.4,20.5,27457,Sola,2021-12-27
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8929,8097,2548,78.9,71.6,22.5,11315,Randaberg,2021-12-27
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10178,9265,3083,77.9,70.9,23.6,13070,Strand,2021-12-27
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1994,1810,738,77.3,70.2,28.6,2580,Hjelmeland,2021-12-27
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3011,2758,1147,79,72.4,30.1,3809,Suldal,2021-12-27
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3654,3371,1272,80.1,73.9,27.9,4561,Sauda,2021-12-27
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,402,196,84.6,79.3,38.7,507,Kvitsøy,2021-12-27
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,659,324,81.5,76.7,37.7,859,Bokn,2021-12-27
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8477,7657,3063,75.8,68.5,27.4,11178,Tysvær,2021-12-27
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31924,29323,11967,75.4,69.2,28.3,42345,Karmøy,2021-12-27
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,98,85.4,83.9,51,192,Utsira,2021-12-27
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6689,6142,2197,76.8,70.6,25.2,8705,Vindafjord,2021-12-27
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19578,18118,8061,81.2,75.2,33.4,24099,Kristiansund,2021-12-27
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26172,24290,10108,82.1,76.2,31.7,31870,Molde,2021-12-27
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52216,48067,16822,78.3,72.1,25.2,66670,Ålesund,2021-12-27
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2557,2418,1134,82.9,78.4,36.8,3083,Vanylven,2021-12-27
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1869,1736,968,76.4,71,39.6,2445,Sande,2021-12-27
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6852,6306,2535,77.4,71.2,28.6,8858,Herøy,2021-12-27
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6671,6141,2478,77.8,71.6,28.9,8575,Ulstein,2021-12-27
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3814,3524,1304,74.2,68.6,25.4,5140,Hareid,2021-12-27
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8600,7932,3007,79.4,73.2,27.8,10830,Ørsta,2021-12-27
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3617,3357,1418,80.7,74.9,31.6,4482,Stranda,2021-12-27
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6180,5677,2463,81.4,74.7,32.4,7596,Sykkylven,2021-12-27
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7312,6703,2170,77.7,71.2,23.1,9409,Sula,2021-12-27
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6521,5892,2080,76.7,69.3,24.5,8506,Giske,2021-12-27
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5552,5174,1954,79.8,74.4,28.1,6958,Vestnes,2021-12-27
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5603,5164,1693,79.7,73.5,24.1,7026,Rauma,2021-12-27
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2860,2602,1108,81.2,73.9,31.5,3522,Aukra,2021-12-27
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4723,4372,1728,81.3,75.3,29.8,5808,Averøy,2021-12-27
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2115,1957,871,79.6,73.6,32.8,2658,Gjemnes,2021-12-27
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2477,2327,1217,83,78,40.8,2985,Tingvoll,2021-12-27
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5878,5516,2199,84.5,79.3,31.6,6956,Sunndal,2021-12-27
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4953,4649,1993,84.3,79.2,33.9,5872,Surnadal,2021-12-27
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1743,1638,732,81.9,77,34.4,2128,Smøla,2021-12-27
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2771,2590,1011,79.9,74.7,29.2,3468,Aure,2021-12-27
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8769,8075,2823,81.3,74.9,26.2,10781,Volda,2021-12-27
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2084,1923,702,83.3,76.9,28.1,2502,Fjord,2021-12-27
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10433,9609,4051,78.3,72.2,30.4,13317,Hustadvika,2021-12-27
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42604,39130,14897,81.1,74.4,28.3,52560,Bodø,2021-12-27
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17427,16165,6263,80.5,74.6,28.9,21661,Narvik,2021-12-27
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1156,1058,478,82.7,75.7,34.2,1397,Bindal,2021-12-27
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1673,1532,506,84.1,77,25.4,1990,Sømna,2021-12-27
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6342,5798,1918,81.3,74.3,24.6,7803,Brønnøy,2021-12-27
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,993,914,427,84,77.3,36.1,1182,Vega,2021-12-27
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,383,360,141,82.4,77.4,30.3,465,Vevelstad,2021-12-27
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1381,1280,574,77,71.4,32,1793,Herøy,2021-12-27
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5977,5585,2688,80.8,75.5,36.4,7394,Alstahaug,2021-12-27
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1768,1617,668,77.6,71,29.3,2278,Leirfjord,2021-12-27
