granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,65,32,0.110872309214342,0.0545832906901375,58626,Oslo,2021-08-12
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,1437,310,22.5943396226415,4.87421383647799,6360,Oslo,2021-08-12
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,27005,10060,86.3717776498433,32.1755261306211,31266,Oslo,2021-08-12
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,83320,22021,80.4053075995175,21.2506634499397,103625,Oslo,2021-08-12
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,20900,8183,87.2906486238149,34.1770037171616,23943,Oslo,2021-08-12
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,38800,28138,91.2125628849499,66.1479148055856,42538,Oslo,2021-08-12
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,31808,27888,93.6962413102392,82.1491693177801,33948,Oslo,2021-08-12
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24451,23666,94.0495422724825,91.0300792368644,25998,Oslo,2021-08-12
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14707,14614,95.9673735725938,95.3605220228385,15325,Oslo,2021-08-12
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6999,6881,90.5316259216143,89.0053033242789,7731,Oslo,2021-08-12
total,county,county03,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,68,45,0.111025846163894,0.0734729864319885,61247,Oslo,2021-08-12
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,1494,285,22.7155237950433,4.33328265166489,6577,Oslo,2021-08-12
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,22390,6534,79.5947387131177,23.2278706007821,28130,Oslo,2021-08-12
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,84193,15629,80.6461809613211,14.9705933063852,104398,Oslo,2021-08-12
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,21829,7188,82.4358006042296,27.1450151057402,26480,Oslo,2021-08-12
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,40184,28570,87.1367854974412,61.9524676901726,46116,Oslo,2021-08-12
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,31734,27446,91.534223658023,79.1658253771381,34669,Oslo,2021-08-12
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22489,21657,93.0297013320096,89.5879870935716,24174,Oslo,2021-08-12
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11920,11892,97.4094957914522,97.180681539593,12237,Oslo,2021-08-12
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3291,3242,90.8614025400331,89.5085588072888,3622,Oslo,2021-08-12
