granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,539879,483565,75991,77.5,69.4,10.9,697010,Oslo,2021-12-06
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,363952,331067,57296,75.4,68.6,11.9,482645,Rogaland,2021-12-06
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,210184,193573,40046,79.2,72.9,15.1,265544,Møre og Romsdal,2021-12-06
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192007,175390,34961,79.9,73,14.5,240345,Nordland,2021-12-06
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,981620,882853,171782,78.4,70.5,13.7,1252384,Viken,2021-12-06
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,301577,277993,62260,81.4,75,16.8,370603,Innlandet,2021-12-06
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,336580,307873,69786,79.8,73,16.5,421882,Vestfold og Telemark,2021-12-06
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,241454,220198,38320,78.2,71.3,12.4,308843,Agder,2021-12-06
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,496576,449440,84581,77.7,70.4,13.2,638821,Vestland,2021-12-06
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,379235,348169,66340,80.5,73.9,14.1,471124,Trøndelag,2021-12-06
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189737,173867,37186,78.3,71.8,15.4,242168,Troms og Finnmark,2021-12-06
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,539869,483558,75991,77.5,69.4,10.9,697010,Oslo,2021-12-06
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11620,10749,2443,78.6,72.7,16.5,14787,Eigersund,2021-12-06
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,110825,100585,16326,76.9,69.8,11.3,144147,Stavanger,2021-12-06
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27945,25432,3272,74.9,68.1,8.8,37323,Haugesund,2021-12-06
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59188,54286,9576,73.6,67.5,11.9,80450,Sandnes,2021-12-06
