granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_neg,n_pos,pr100_pos,date_of_publishing
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-01,3739,198,5,2021-08-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-02,3363,198,5.6,2021-08-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-03,3392,164,4.6,2021-08-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-04,1298,88,6.3,2021-08-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-05,1046,72,6.4,2021-08-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-06,3373,159,4.5,2021-08-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-07,2832,140,4.7,2021-08-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-08,2170,106,4.7,2021-08-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-09,1227,103,7.7,2021-08-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-10,1287,68,5,2021-08-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-11,1312,110,7.7,2021-08-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-12,1169,76,6.1,2021-08-09
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-13,1241,77,5.8,2021-08-09
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-14,3247,122,3.6,2021-08-09
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-15,3325,103,3,2021-08-09
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-16,3030,80,2.6,2021-08-09
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-17,3024,108,3.4,2021-08-09
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-18,1127,49,4.2,2021-08-09
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-19,1107,36,3.1,2021-08-09
day,nation,norge,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-20,3693,84,2.2,2021-08-09
day,nation,norge,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-21,3504,78,2.2,2021-08-09
