granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,cum_n_dose_1,cum_n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,5,0,5,0,0.00072098677133472,0,693494,Oslo,2021-03-29
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,264,0,269,0,0.0387890882978079,0,693494,Oslo,2021-03-29
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,118,0,387,0,0.0558043761013073,0,693494,Oslo,2021-03-29
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,58,0,445,0,0.06416782264879,0,693494,Oslo,2021-03-29
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,5,0,450,0,0.0648888094201248,0,693494,Oslo,2021-03-29
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,6,0,456,0,0.0657539935457264,0,693494,Oslo,2021-03-29
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,0,0,456,0,0.0657539935457264,0,693494,Oslo,2021-03-29
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,456,0,0.0657539935457264,0,693494,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,0,0,456,0,0.065422303840691,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,479,0,935,0,0.134144416866329,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,603,0,1538,0,0.220656805497769,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,966,0,2504,0,0.359248791265549,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,450,0,2954,0,0.423810275318862,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,127,0,3081,0,0.442030960818353,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,100,0,3181,0,0.456377957274645,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,78,0,3259,0,0.467568614510552,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,241,0,3500,0,0.502144875970216,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,489,0,3989,0,0.572301688641483,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,1239,0,5228,0,0.750060974734939,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,1636,0,6864,0,0.984777836759874,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,643,0,7507,0,1.07702902397383,0,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,276,5,7783,5,1.1166267341932,0.000717349822814594,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,759,231,8542,236,1.22552043729645,0.0338589116368488,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,811,70,9353,306,1.34187457855698,0.0439018091562531,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,991,99,10344,405,1.48405331343883,0.0581053356479821,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,1022,21,11366,426,1.63067961722213,0.0611182049038034,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,669,6,12035,432,1.72666102351473,0.0619790246911809,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,232,0,12267,432,1.75994605529332,0.0619790246911809,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,67,0,12334,432,1.76955854291904,0.0619790246911809,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,258,0,12592,432,1.80657379377627,0.0619790246911809,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,312,404,12904,836,1.8513364227199,0.1199408903746,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,1035,528,13939,1364,1.99982783604252,0.195693031663821,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,870,842,14809,2206,2.12464670521226,0.316494741825799,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,427,504,15236,2710,2.18590838008063,0.38880360396551,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,94,152,15330,2862,2.19939455674954,0.410611038579073,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,61,45,15391,2907,2.20814622458788,0.417067186984405,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,53,48,15444,2955,2.21575013270972,0.423953745283425,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,1523,151,16967,3106,2.43425488873904,0.445617709932426,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,2456,456,19423,3562,2.78661712170557,0.511040013773117,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-04,2051,1236,21474,4798,3.08087401902412,0.688368889972884,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-05,1382,1567,22856,6365,3.27914951005007,0.913186324442978,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-06,243,630,23099,6995,3.31401271143886,1.00357240211762,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-07,215,270,23314,7265,3.34485875381989,1.0423092925496,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-08,46,443,23360,7708,3.35145837218978,1.10586648685098,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-09,1165,245,24525,7953,3.51860088090558,1.14101662816889,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-10,1830,812,26355,8765,3.78115091605572,1.25751423939398,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-11,1584,746,27939,9511,4.00840733992339,1.36454283295792,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-12,1358,424,29297,9935,4.20323955179983,1.4253740979326,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-13,273,193,29570,10128,4.24240685212551,1.45306380109324,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-14,103,0,29673,10128,4.25718425847549,1.45306380109324,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-15,261,444,29934,10572,4.29462991922641,1.51676446535918,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-16,723,771,30657,11343,4.3983587036054,1.62737980803719,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-17,1461,1081,32118,12424,4.60796832183182,1.7824708397297,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-18,1072,920,33190,13344,4.76176812384327,1.91446320712759,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-19,1493,970,34683,14314,4.97596878093571,2.05362907275362,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-20,100,114,34783,14428,4.990315777392,2.06998464871379,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-21,4,61,34787,14489,4.99088965725025,2.07873631655213,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-22,602,112,35389,14601,5.07725857591713,2.09480495258318,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-23,338,1527,35727,16128,5.1257514239394,2.31388358847075,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-24,685,2341,36412,18469,5.224028349665,2.64974677551255,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-25,596,1952,37008,20421,5.3095364485445,2.92980014633936,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-26,766,1373,37774,21794,5.41943444139969,3.12678440768425,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-27,258,103,38032,21897,5.45644969225693,3.14156181403423,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-28,101,62,38133,21959,5.47094015867778,3.15045695183713,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-01,1041,38,39174,21997,5.62029239178778,3.15590881049052,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-02,767,135,39941,22132,5.73033385460754,3.17527725570652,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-03,1359,168,41300,22300,5.92530953644855,3.19938020975309,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-04,1180,203,42480,22503,6.09460409463279,3.22850461255936,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-05,1289,67,43769,22570,6.27953687895439,3.23811710018508,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-06,97,3,43866,22573,6.29345346551699,3.23854751007877,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-07,68,0,43934,22573,6.30320942310727,3.23854751007877,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-08,651,10,44585,22583,6.39660837003773,3.23998220972439,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-09,774,1329,45359,23912,6.50765412260943,3.43065379262851,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-10,1190,2390,46549,26302,6.67838338043931,3.77354700793389,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-11,875,2371,47424,28673,6.80391959943186,4.11371429391257,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-12,278,1636,47702,30309,6.84380424958035,4.3484311559375,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-13,16,265,47718,30574,6.84609976901336,4.38645069654668,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-14,1,97,47719,30671,6.84624323897792,4.40036728310928,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-15,24,357,47743,31028,6.84968651812743,4.45158606045824,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-16,1009,119,48752,31147,6.99444771237142,4.46865898624123,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-17,2732,91,51484,31238,7.38640765555731,4.48171475301646,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-18,2026,112,53510,31350,7.67707780376178,4.4977833890475,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-19,1992,186,55502,31536,7.96286997317112,4.52446880245621,697010,Oslo,2021-03-29
day,county,county03,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-20,394,17,55896,31553,8.01939713920891,4.52690779185378,697010,Oslo,2021-03-29
