granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,26150,11839,15.8298727556691,7.16672518372338,165194,Oslo,2021-05-24
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,15797,5758,9.5401153486125,3.47736811909291,165585,Oslo,2021-05-24
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,19747,4943,46.4220226620904,11.6201984108327,42538,Oslo,2021-05-24
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,18584,3197,40.298378003296,6.93251799809177,46116,Oslo,2021-05-24
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,27237,9284,80.2315305761753,27.3477082596913,33948,Oslo,2021-05-24
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26661,7918,76.9015547030488,22.8388473852721,34669,Oslo,2021-05-24
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,23789,16068,91.5031925532733,61.8047542118625,25998,Oslo,2021-05-24
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,21769,14186,90.0512947795152,58.6828824356747,24174,Oslo,2021-05-24
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14418,13845,94.0815660685155,90.3425774877651,15325,Oslo,2021-05-24
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11684,11314,95.4809185257825,92.4573016262156,12237,Oslo,2021-05-24
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6923,6713,89.5485706894322,86.8322338636658,7731,Oslo,2021-05-24
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3259,3179,89.9779127553838,87.7691882937604,3622,Oslo,2021-05-24
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,15452,5755,16.9753696745985,6.32236943290928,91026,Rogaland,2021-05-24
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7287,1705,7.49915098125984,1.75463872966214,97171,Rogaland,2021-05-24
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,9027,2875,28.4180702030537,9.0508421218322,31765,Rogaland,2021-05-24
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,6214,1057,18.3082407707492,3.11422763029964,33941,Rogaland,2021-05-24
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,13555,2974,50.7430838917381,11.1331561412047,26713,Rogaland,2021-05-24
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,12095,1325,43.0075027557515,4.71144614728159,28123,Rogaland,2021-05-24
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,19458,8169,92.5513698630137,38.8555936073059,21024,Rogaland,2021-05-24
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,19707,7934,92.9005798331212,37.4015933625607,21213,Rogaland,2021-05-24
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12044,11351,96.8011573701977,91.2313132936827,12442,Rogaland,2021-05-24
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10403,9872,97.6349131862975,92.6513374002815,10655,Rogaland,2021-05-24
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,5236,5030,91.6506213898127,88.0448100822685,5713,Rogaland,2021-05-24
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2992,2888,94.5339652448657,91.2480252764613,3165,Rogaland,2021-05-24
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,6978,3100,15.4822391338111,6.87803687515254,45071,Møre og Romsdal,2021-05-24
total,county,county15,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,2581,1022,5.21245657969141,2.06397931981582,49516,Møre og Romsdal,2021-05-24
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,4176,1872,24.2903676128432,10.8887854816194,17192,Møre og Romsdal,2021-05-24
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,2012,645,10.77260802056,3.45344541414574,18677,Møre og Romsdal,2021-05-24
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,6052,2046,37.636815920398,12.7238805970149,16080,Møre og Romsdal,2021-05-24
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,4568,810,26.7839343301085,4.74934036939314,17055,Møre og Romsdal,2021-05-24
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,13717,3086,93.066015333469,20.9376484157677,14739,Møre og Romsdal,2021-05-24
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,13901,2739,91.9682434667549,18.121071782997,15115,Møre og Romsdal,2021-05-24
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8549,8061,97.1808571103785,91.6335114243492,8797,Møre og Romsdal,2021-05-24
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,7776,7426,98.755397510795,94.3103886207773,7874,Møre og Romsdal,2021-05-24
total,county,county15,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,4193,3968,91.3706689910656,86.4676400087165,4589,Møre og Romsdal,2021-05-24
total,county,county15,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2366,2299,92.8571428571429,90.2276295133438,2548,Møre og Romsdal,2021-05-24
total,county,county18,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7106,3488,17.7561219390305,8.71564217891054,40020,Nordland,2021-05-24
