granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549853,512616,355812,4456,78.6,73.2,50.8,0.6,699827,Oslo,2022-06-28
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372853,346226,251678,3601,76.8,71.3,51.8,0.7,485797,Rogaland,2022-06-28
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214592,201466,154305,3386,80.7,75.8,58,1.3,265848,Møre og Romsdal,2022-06-28
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195698,183591,133978,2496,81.5,76.4,55.8,1,240190,Nordland,2022-06-28
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,999694,929192,690032,12613,78.8,73.2,54.4,1,1269230,Viken,2022-06-28
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306415,288284,219209,4336,82.5,77.7,59,1.2,371253,Innlandet,2022-06-28
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341973,319897,239180,4684,80.5,75.3,56.3,1.1,424832,Vestfold og Telemark,2022-06-28
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245294,228063,167487,2389,78.8,73.3,53.8,0.8,311134,Agder,2022-06-28
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506210,470316,349579,5521,78.9,73.3,54.5,0.9,641292,Vestland,2022-06-28
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385284,360943,269364,4869,81.3,76.1,56.8,1,474131,Trøndelag,2022-06-28
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192769,180457,127104,1878,79.7,74.7,52.6,0.8,241736,Troms og Finnmark,2022-06-28
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549845,512610,355808,4456,78.6,73.2,50.8,0.6,699827,Oslo,2022-06-28
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11893,11186,9212,174,80,75.3,62,1.2,14860,Eigersund,2022-06-28
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113163,105141,75603,1030,78.2,72.7,52.2,0.7,144699,Stavanger,2022-06-28
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28703,26674,18994,270,76.7,71.2,50.7,0.7,37444,Haugesund,2022-06-28
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60672,56498,42353,537,74.6,69.5,52.1,0.7,81305,Sandnes,2022-06-28
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2500,2350,1788,24,76.2,71.6,54.5,0.7,3281,Sokndal,2022-06-28
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2424,2290,1793,22,76.3,72.1,56.4,0.7,3178,Lund,2022-06-28
