granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550794,513939,359303,35394,78.7,73.4,51.3,5.1,699827,Oslo,2022-09-13
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372382,345976,253661,43088,76.7,71.2,52.2,8.9,485797,Rogaland,2022-09-13
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214441,201416,155292,25251,80.7,75.8,58.4,9.5,265848,Møre og Romsdal,2022-09-13
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195104,183159,134797,18796,81.2,76.3,56.1,7.8,240190,Nordland,2022-09-13
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001282,931240,696200,115852,78.9,73.4,54.9,9.1,1269230,Viken,2022-09-13
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306249,288198,220492,34607,82.5,77.6,59.4,9.3,371253,Innlandet,2022-09-13
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342130,320221,240990,38547,80.5,75.4,56.7,9.1,424832,Vestfold og Telemark,2022-09-13
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245899,228803,169193,25481,79,73.5,54.4,8.2,311134,Agder,2022-09-13
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506140,470566,352521,56041,78.9,73.4,55,8.7,641292,Vestland,2022-09-13
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385154,361011,271634,36767,81.2,76.1,57.3,7.8,474131,Trøndelag,2022-09-13
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192003,179895,127884,16169,79.4,74.4,52.9,6.7,241736,Troms og Finnmark,2022-09-13
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550786,513932,359299,35393,78.7,73.4,51.3,5.1,699827,Oslo,2022-09-13
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11869,11162,9240,1888,79.9,75.1,62.2,12.7,14860,Eigersund,2022-09-13
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112955,105033,76215,12123,78.1,72.6,52.7,8.4,144699,Stavanger,2022-09-13
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28731,26720,19201,2328,76.7,71.4,51.3,6.2,37444,Haugesund,2022-09-13
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60633,56479,42779,7826,74.6,69.5,52.6,9.6,81305,Sandnes,2022-09-13
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2504,2356,1803,406,76.3,71.8,55,12.4,3281,Sokndal,2022-09-13
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2425,2290,1793,274,76.3,72.1,56.4,8.6,3178,Lund,2022-09-13
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2193,2056,1530,298,78.6,73.7,54.9,10.7,2789,Bjerkreim,2022-09-13
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14055,12944,9153,1813,72.8,67.1,47.4,9.4,19296,Hå,2022-09-13
