granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,543938,494467,188557,78,70.9,27.1,697010,Oslo,2022-01-06
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,368314,337178,140422,76.3,69.9,29.1,482645,Rogaland,2022-01-06
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,212332,196351,90444,80,73.9,34.1,265544,Møre og Romsdal,2022-01-06
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,193870,179267,78456,80.7,74.6,32.6,240345,Nordland,2022-01-06
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,990431,902161,411121,79.1,72,32.8,1252384,Viken,2022-01-06
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,304342,282153,135029,82.1,76.1,36.4,370603,Innlandet,2022-01-06
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,339561,313013,152462,80.5,74.2,36.1,421882,Vestfold og Telemark,2022-01-06
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,243634,223338,105324,78.9,72.3,34.1,308843,Agder,2022-01-06
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,501623,458604,207803,78.5,71.8,32.5,638821,Vestland,2022-01-06
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,381991,353356,146650,81.1,75,31.1,471124,Trøndelag,2022-01-06
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191535,176798,78014,79.1,73,32.2,242168,Troms og Finnmark,2022-01-06
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,543929,494461,188553,78,70.9,27.1,697010,Oslo,2022-01-06
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11746,10834,5339,79.4,73.3,36.1,14787,Eigersund,2022-01-06
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112098,102616,39537,77.8,71.2,27.4,144147,Stavanger,2022-01-06
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28313,25866,10779,75.9,69.3,28.9,37323,Haugesund,2022-01-06
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59901,55244,23600,74.5,68.7,29.3,80450,Sandnes,2022-01-06
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2456,2263,1185,75.4,69.5,36.4,3257,Sokndal,2022-01-06
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2394,2248,1077,75.4,70.8,33.9,3174,Lund,2022-01-06
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2154,1974,1093,77.2,70.7,39.2,2791,Bjerkreim,2022-01-06
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13891,12530,5099,72.7,65.5,26.7,19120,Hå,2022-01-06
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14879,13419,4691,75,67.6,23.6,19848,Klepp,2022-01-06
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14481,13177,4973,75.8,69,26,19106,Time,2022-01-06
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8752,8006,2819,72.5,66.4,23.4,12064,Gjesdal,2022-01-06
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20952,19132,7239,76.3,69.7,26.4,27457,Sola,2022-01-06
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8946,8135,3320,79.1,71.9,29.3,11315,Randaberg,2022-01-06
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10213,9304,4226,78.1,71.2,32.3,13070,Strand,2022-01-06
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2000,1819,946,77.5,70.5,36.7,2580,Hjelmeland,2022-01-06
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3015,2769,1533,79.2,72.7,40.2,3809,Suldal,2022-01-06
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3660,3379,1670,80.2,74.1,36.6,4561,Sauda,2022-01-06
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,405,264,84.6,79.9,52.1,507,Kvitsøy,2022-01-06
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,659,364,81.5,76.7,42.4,859,Bokn,2022-01-06
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8488,7672,3674,75.9,68.6,32.9,11178,Tysvær,2022-01-06
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31991,29421,14676,75.5,69.5,34.7,42345,Karmøy,2022-01-06
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,106,85.4,83.9,55.2,192,Utsira,2022-01-06
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6685,6140,2208,76.8,70.5,25.4,8705,Vindafjord,2022-01-06
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19593,18167,8320,81.3,75.4,34.5,24099,Kristiansund,2022-01-06
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26188,24338,11158,82.2,76.4,35,31870,Molde,2022-01-06
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52385,48272,20277,78.6,72.4,30.4,66670,Ålesund,2022-01-06
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2561,2420,1208,83.1,78.5,39.2,3083,Vanylven,2022-01-06
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1881,1746,1102,76.9,71.4,45.1,2445,Sande,2022-01-06
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6857,6308,2839,77.4,71.2,32.1,8858,Herøy,2022-01-06
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6682,6152,3146,77.9,71.7,36.7,8575,Ulstein,2022-01-06
