granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,537390,475877,77.1,68.3,697010,Oslo,2021-11-19
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,361559,324609,74.9,67.3,482645,Rogaland,2021-11-19
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,209314,191266,78.8,72,265544,Møre og Romsdal,2021-11-19
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191178,172546,79.5,71.8,240345,Nordland,2021-11-19
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,977309,867406,78,69.3,1252384,Viken,2021-11-19
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,300437,273719,81.1,73.9,370603,Innlandet,2021-11-19
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,335209,301825,79.5,71.5,421882,Vestfold og Telemark,2021-11-19
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,240360,215523,77.8,69.8,308843,Agder,2021-11-19
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,494123,442407,77.3,69.3,638821,Vestland,2021-11-19
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,377859,342764,80.2,72.8,471124,Trøndelag,2021-11-19
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188435,171121,77.8,70.7,242168,Troms og Finnmark,2021-11-19
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,537380,475870,77.1,68.3,697010,Oslo,2021-11-19
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11552,10496,78.1,71,14787,Eigersund,2021-11-19
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,109972,98260,76.3,68.2,144147,Stavanger,2021-11-19
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27807,25092,74.5,67.2,37323,Haugesund,2021-11-19
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58772,52822,73.1,65.7,80450,Sandnes,2021-11-19
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2423,2225,74.4,68.3,3257,Sokndal,2021-11-19
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2355,2202,74.2,69.4,3174,Lund,2021-11-19
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2138,1952,76.6,69.9,2791,Bjerkreim,2021-11-19
