granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548288,508787,343526,78.3,72.7,49.1,699827,Oslo,2022-03-18
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372082,344535,246630,76.6,70.9,50.8,485797,Rogaland,2022-03-18
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214468,200920,152024,80.7,75.6,57.2,265848,Møre og Romsdal,2022-03-18
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195768,183256,131907,81.5,76.3,54.9,240190,Nordland,2022-03-18
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,995579,922070,673071,78.4,72.6,53,1269230,Viken,2022-03-18
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306088,287324,216138,82.4,77.4,58.2,371253,Innlandet,2022-03-18
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341147,318321,234989,80.3,74.9,55.3,424832,Vestfold og Telemark,2022-03-18
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244944,227223,164794,78.7,73,53,311134,Agder,2022-03-18
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505581,468486,343634,78.8,73.1,53.6,641292,Vestland,2022-03-18
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384958,359985,264141,81.2,75.9,55.7,474131,Trøndelag,2022-03-18
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192825,180057,124232,79.8,74.5,51.4,241736,Troms og Finnmark,2022-03-18
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548278,508780,343521,78.3,72.7,49.1,699827,Oslo,2022-03-18
