granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550896,514083,359867,45550,78.7,73.5,51.4,6.5,699827,Oslo,2022-09-28
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372331,345935,253963,49749,76.6,71.2,52.3,10.2,485797,Rogaland,2022-09-28
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214431,201416,155497,31635,80.7,75.8,58.5,11.9,265848,Møre og Romsdal,2022-09-28
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195064,183120,135014,24021,81.2,76.2,56.2,10,240190,Nordland,2022-09-28
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001376,931375,697162,139835,78.9,73.4,54.9,11,1269230,Viken,2022-09-28
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306255,288225,220892,48091,82.5,77.6,59.5,13,371253,Innlandet,2022-09-28
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342101,320205,241227,49506,80.5,75.4,56.8,11.7,424832,Vestfold og Telemark,2022-09-28
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245932,228847,169431,32061,79,73.6,54.5,10.3,311134,Agder,2022-09-28
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506119,470578,352988,68991,78.9,73.4,55,10.8,641292,Vestland,2022-09-28
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385118,360997,272022,48447,81.2,76.1,57.4,10.2,474131,Trøndelag,2022-09-28
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191958,179851,128023,19824,79.4,74.4,53,8.2,241736,Troms og Finnmark,2022-09-28
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550888,514076,359863,45549,78.7,73.5,51.4,6.5,699827,Oslo,2022-09-28
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11867,11160,9239,2044,79.9,75.1,62.2,13.8,14860,Eigersund,2022-09-28
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112942,105030,76346,14649,78.1,72.6,52.8,10.1,144699,Stavanger,2022-09-28
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28721,26717,19228,3200,76.7,71.4,51.4,8.5,37444,Haugesund,2022-09-28
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60618,56454,42827,8229,74.6,69.4,52.7,10.1,81305,Sandnes,2022-09-28
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2505,2357,1803,411,76.3,71.8,55,12.5,3281,Sokndal,2022-09-28
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2416,2282,1791,336,76,71.8,56.4,10.6,3178,Lund,2022-09-28
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2187,2052,1526,340,78.4,73.6,54.7,12.2,2789,Bjerkreim,2022-09-28
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14052,12942,9158,2027,72.8,67.1,47.5,10.5,19296,Hå,2022-09-28
