granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549515,511815,353758,78.5,73.1,50.5,699827,Oslo,2022-06-13
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372647,345826,250799,76.7,71.2,51.6,485797,Rogaland,2022-06-13
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214613,201439,154099,80.7,75.8,58,265848,Møre og Romsdal,2022-06-13
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195732,183544,133712,81.5,76.4,55.7,240190,Nordland,2022-06-13
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,998870,927731,687207,78.7,73.1,54.1,1269230,Viken,2022-06-13
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306427,288193,218789,82.5,77.6,58.9,371253,Innlandet,2022-06-13
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341811,319615,238586,80.5,75.2,56.2,424832,Vestfold og Telemark,2022-06-13
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245314,228003,167184,78.8,73.3,53.7,311134,Agder,2022-06-13
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506195,470027,348662,78.9,73.3,54.4,641292,Vestland,2022-06-13
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385398,360938,268567,81.3,76.1,56.6,474131,Trøndelag,2022-06-13
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192857,180436,126693,79.8,74.6,52.4,241736,Troms og Finnmark,2022-06-13
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549507,511809,353754,78.5,73.1,50.5,699827,Oslo,2022-06-13
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11889,11180,9199,80,75.2,61.9,14860,Eigersund,2022-06-13
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113137,105034,75222,78.2,72.6,52,144699,Stavanger,2022-06-13
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28710,26658,18932,76.7,71.2,50.6,37444,Haugesund,2022-06-13
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60613,56417,42250,74.6,69.4,52,81305,Sandnes,2022-06-13
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2499,2349,1784,76.2,71.6,54.4,3281,Sokndal,2022-06-13
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2425,2288,1792,76.3,72,56.4,3178,Lund,2022-06-13
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2188,2054,1524,78.5,73.6,54.6,2789,Bjerkreim,2022-06-13
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14058,12928,9025,72.9,67,46.8,19296,Hå,2022-06-13
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15097,13902,9210,74.9,68.9,45.7,20163,Klepp,2022-06-13
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14686,13607,9049,75.9,70.3,46.8,19353,Time,2022-06-13
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8861,8201,6278,73,67.6,51.8,12131,Gjesdal,2022-06-13
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21194,19620,13771,76.9,71.2,50,27568,Sola,2022-06-13
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9084,8367,5962,79.3,73,52.1,11454,Randaberg,2022-06-13
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10304,9518,7108,77.7,71.7,53.6,13268,Strand,2022-06-13
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2037,1901,1382,80.4,75,54.5,2534,Hjelmeland,2022-06-13
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3041,2834,2375,80.4,74.9,62.8,3784,Suldal,2022-06-13
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3679,3422,2665,81.3,75.6,58.9,4525,Sauda,2022-06-13
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,427,404,343,81.6,77.2,65.6,523,Kvitsøy,2022-06-13
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,710,686,506,83,80.2,59.2,855,Bokn,2022-06-13
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8578,7815,5495,76,69.3,48.7,11283,Tysvær,2022-06-13
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32346,30041,21972,76,70.6,51.6,42541,Karmøy,2022-06-13
