granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,537812,476586,49811,77.2,68.4,7.1,697010,Oslo,2021-11-23
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,361850,325366,23851,75,67.4,4.9,482645,Rogaland,2021-11-23
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,209439,191755,17170,78.9,72.2,6.5,265544,Møre og Romsdal,2021-11-23
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191249,172651,17444,79.6,71.8,7.3,240345,Nordland,2021-11-23
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,977869,869693,95166,78.1,69.4,7.6,1252384,Viken,2021-11-23
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,300566,274083,30591,81.1,74,8.3,370603,Innlandet,2021-11-23
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,335318,301980,33979,79.5,71.6,8.1,421882,Vestfold og Telemark,2021-11-23
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,240524,216242,16829,77.9,70,5.4,308843,Agder,2021-11-23
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,494381,443047,43069,77.4,69.4,6.7,638821,Vestland,2021-11-23
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,377962,343019,31180,80.2,72.8,6.6,471124,Trøndelag,2021-11-23
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188618,171388,18155,77.9,70.8,7.5,242168,Troms og Finnmark,2021-11-23
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,537802,476579,49811,77.2,68.4,7.1,697010,Oslo,2021-11-23
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11554,10580,704,78.1,71.5,4.8,14787,Eigersund,2021-11-23
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,110113,98418,7507,76.4,68.3,5.2,144147,Stavanger,2021-11-23
