granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-16,80
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-17,108
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-18,49
day,nation,norge,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-19,36
day,nation,norge,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-20,85
day,nation,norge,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-21,78
day,nation,norge,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-22,77
day,nation,norge,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-23,69
day,nation,norge,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-24,54
day,nation,norge,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-25,25
day,nation,norge,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-26,36
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-27,71
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-28,50
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-29,39
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-30,39
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-01,42
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-02,23
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-03,44
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-04,45
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-05,42
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-06,39
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-07,29
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-08,42
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-09,11
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-10,12
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-11,23
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-12,19
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-13,19
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-14,22
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-15,18
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-16,13
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-17,2
day,nation,norge,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-18,3
