location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name,date_of_publishing
county03,1900-01-01,257412,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,699827,36782.2333233785,Oslo,2022-05-05
county11,1900-01-01,121465,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,485797,25003.2420949491,Rogaland,2022-05-05
county15,1900-01-01,53366,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265848,20073.8768017815,Møre og Romsdal,2022-05-05
county18,1900-01-01,39394,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,240190,16401.1823972688,Nordland,2022-05-05
county30,1900-01-01,383585,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1269230,30221.8668011314,Viken,2022-05-05
county34,1900-01-01,78414,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371253,21121.4454832688,Innlandet,2022-05-05
county38,1900-01-01,102044,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,424832,24019.8478457367,Vestfold og Telemark,2022-05-05
county42,1900-01-01,79503,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,311134,25552.655768897,Agder,2022-05-05
county46,1900-01-01,143494,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,641292,22375.7664215365,Vestland,2022-05-05
county50,1900-01-01,99729,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,474131,21034.0602069892,Trøndelag,2022-05-05
county54,1900-01-01,47823,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241736,19783.1518681537,Troms og Finnmark,2022-05-05
municip0301,1900-01-01,257396,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,699827,36779.9470440552,Oslo,2022-05-05
municip1101,1900-01-01,2625,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14860,17664.8721399731,Eigersund,2022-05-05
municip1103,1900-01-01,39172,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,144699,27071.3688415262,Stavanger,2022-05-05
municip1106,1900-01-01,9565,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37444,25544.8135882919,Haugesund,2022-05-05
