granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,511091,437485,73.3,62.8,697010,Oslo,2021-09-13
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,337183,293447,69.9,60.8,482645,Rogaland,2021-09-13
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,196827,169958,74.1,64,265544,Møre og Romsdal,2021-09-13
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,177489,153926,73.8,64,240345,Nordland,2021-09-13
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,921639,809617,73.6,64.6,1252384,Viken,2021-09-13
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,283553,251673,76.5,67.9,370603,Innlandet,2021-09-13
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,315343,282372,74.7,66.9,421882,Vestfold og Telemark,2021-09-13
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,225133,200951,72.9,65.1,308843,Agder,2021-09-13
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,465384,405625,72.9,63.5,638821,Vestland,2021-09-13
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,353052,298375,74.9,63.3,471124,Trøndelag,2021-09-13
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,175497,150501,72.5,62.1,242168,Troms og Finnmark,2021-09-13
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,511084,437479,73.3,62.8,697010,Oslo,2021-09-13
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10732,9521,72.6,64.4,14787,Eigersund,2021-09-13
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,101285,89697,70.3,62.2,144147,Stavanger,2021-09-13
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25819,21339,69.2,57.2,37323,Haugesund,2021-09-13
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,55623,49588,69.1,61.6,80450,Sandnes,2021-09-13
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2270,2081,69.7,63.9,3257,Sokndal,2021-09-13
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2245,2047,70.7,64.5,3174,Lund,2021-09-13
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1985,1793,71.1,64.2,2791,Bjerkreim,2021-09-13
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12564,11119,65.7,58.2,19120,Hå,2021-09-13
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13456,10213,67.8,51.5,19848,Klepp,2021-09-13
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13283,10948,69.5,57.3,19106,Time,2021-09-13
