granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548964,510327,348835,78.4,72.9,49.8,699827,Oslo,2022-04-29
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372348,345057,248732,76.6,71,51.2,485797,Rogaland,2022-04-29
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214563,201140,153106,80.7,75.7,57.6,265848,Møre og Romsdal,2022-04-29
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195723,183359,132826,81.5,76.3,55.3,240190,Nordland,2022-04-29
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,996915,924328,679895,78.5,72.8,53.6,1269230,Viken,2022-04-29
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306263,287727,217514,82.5,77.5,58.6,371253,Innlandet,2022-04-29
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341396,318825,236847,80.4,75,55.8,424832,Vestfold og Telemark,2022-04-29
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245123,227588,166027,78.8,73.1,53.4,311134,Agder,2022-04-29
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505900,469175,346098,78.9,73.2,54,641292,Vestland,2022-04-29
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385211,360381,266408,81.2,76,56.2,474131,Trøndelag,2022-04-29
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192912,180270,125550,79.8,74.6,51.9,241736,Troms og Finnmark,2022-04-29
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548956,510321,348831,78.4,72.9,49.8,699827,Oslo,2022-04-29
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11882,11162,9166,80,75.1,61.7,14860,Eigersund,2022-04-29
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113113,104844,74407,78.2,72.5,51.4,144699,Stavanger,2022-04-29
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28710,26603,18757,76.7,71,50.1,37444,Haugesund,2022-04-29
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60549,56269,41994,74.5,69.2,51.6,81305,Sandnes,2022-04-29
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2489,2338,1769,75.9,71.3,53.9,3281,Sokndal,2022-04-29
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2421,2283,1780,76.2,71.8,56,3178,Lund,2022-04-29
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2185,2049,1514,78.3,73.5,54.3,2789,Bjerkreim,2022-04-29
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14050,12920,8981,72.8,67,46.5,19296,Hå,2022-04-29
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15072,13856,9130,74.8,68.7,45.3,20163,Klepp,2022-04-29
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14671,13577,8963,75.8,70.2,46.3,19353,Time,2022-04-29
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8862,8202,6219,73.1,67.6,51.3,12131,Gjesdal,2022-04-29
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21156,19543,13623,76.7,70.9,49.4,27568,Sola,2022-04-29
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9073,8339,5904,79.2,72.8,51.5,11454,Randaberg,2022-04-29
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10292,9491,7061,77.6,71.5,53.2,13268,Strand,2022-04-29
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2031,1892,1374,80.1,74.7,54.2,2534,Hjelmeland,2022-04-29
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3037,2826,2364,80.3,74.7,62.5,3784,Suldal,2022-04-29
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3674,3416,2648,81.2,75.5,58.5,4525,Sauda,2022-04-29
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,406,342,82,77.6,65.4,523,Kvitsøy,2022-04-29
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,705,681,501,82.5,79.6,58.6,855,Bokn,2022-04-29
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8560,7798,5454,75.9,69.1,48.3,11283,Tysvær,2022-04-29
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32307,29971,21844,75.9,70.5,51.3,42541,Karmøy,2022-04-29
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,168,166,151,89.4,88.3,80.3,188,Utsira,2022-04-29
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6749,6271,4734,76.9,71.5,53.9,8775,Vindafjord,2022-04-29
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19846,18919,14773,82.6,78.8,61.5,24013,Kristiansund,2022-04-29
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26402,24761,18845,82.5,77.4,58.9,32002,Molde,2022-04-29
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52895,49237,35051,78.8,73.4,52.2,67114,Ålesund,2022-04-29
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2575,2473,1937,84.6,81.2,63.6,3045,Vanylven,2022-04-29
