location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name,date_of_publishing
county03,1900-01-01,70497,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,697010,10114.2020917921,Oslo,2021-12-02
county11,1900-01-01,15423,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,482645,3195.51637331786,Rogaland,2021-12-02
county15,1900-01-01,6604,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265544,2486.97014430753,Møre og Romsdal,2021-12-02
county18,1900-01-01,5559,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,240345,2312.92517006803,Nordland,2021-12-02
county30,1900-01-01,83664,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1252384,6680.37918082633,Viken,2021-12-02
county34,1900-01-01,11069,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,370603,2986.75401980016,Innlandet,2021-12-02
county38,1900-01-01,15563,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,421882,3688.94619822604,Vestfold og Telemark,2021-12-02
county42,1900-01-01,10087,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,308843,3266.06074931276,Agder,2021-12-02
county46,1900-01-01,22224,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,638821,3478.90880230925,Vestland,2021-12-02
county50,1900-01-01,16657,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,471124,3535.58723393417,Trøndelag,2021-12-02
county54,1900-01-01,9513,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,242168,3928.26467576228,Troms og Finnmark,2021-12-02
municip0301,1900-01-01,70488,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,697010,10112.910862111,Oslo,2021-12-02
municip1101,1900-01-01,216,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14787,1460.7425441266,Eigersund,2021-12-02
municip1103,1900-01-01,5361,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,144147,3719.12006493371,Stavanger,2021-12-02
municip1106,1900-01-01,1857,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37323,4975.48428582911,Haugesund,2021-12-02
municip1108,1900-01-01,2354,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,80450,2926.04101926663,Sandnes,2021-12-02
municip1111,1900-01-01,61,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3257,1872.88916180534,Sokndal,2021-12-02
municip1112,1900-01-01,54,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3174,1701.32325141777,Lund,2021-12-02
municip1114,1900-01-01,40,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2791,1433.17807237549,Bjerkreim,2021-12-02
municip1119,1900-01-01,440,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19120,2301.25523012552,Hå,2021-12-02
municip1120,1900-01-01,481,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19848,2423.41797662233,Klepp,2021-12-02
municip1121,1900-01-01,459,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19106,2402.38668481105,Time,2021-12-02
municip1122,1900-01-01,301,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12064,2495.02652519894,Gjesdal,2021-12-02
municip1124,1900-01-01,867,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,27457,3157.66471209528,Sola,2021-12-02
municip1127,1900-01-01,312,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11315,2757.40167918692,Randaberg,2021-12-02
municip1130,1900-01-01,196,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,13070,1499.61744452946,Strand,2021-12-02
municip1133,1900-01-01,36,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2580,1395.3488372093,Hjelmeland,2021-12-02
municip1134,1900-01-01,45,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3809,1181.41244421108,Suldal,2021-12-02
municip1135,1900-01-01,38,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4561,833.150624862969,Sauda,2021-12-02
municip1144,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,507,591.715976331361,Kvitsøy,2021-12-02
municip1145,1900-01-01,13,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,859,1513.38766006985,Bokn,2021-12-02
municip1146,1900-01-01,438,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11178,3918.41116478798,Tysvær,2021-12-02
municip1149,1900-01-01,1501,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,42345,3544.6924076042,Karmøy,2021-12-02
municip1151,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,192,0,Utsira,2021-12-02
municip1160,1900-01-01,344,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8705,3951.75186674325,Vindafjord,2021-12-02
municip1505,1900-01-01,428,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,24099,1776.0073032076,Kristiansund,2021-12-02
municip1506,1900-01-01,603,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,31870,1892.06149984311,Molde,2021-12-02
municip1507,1900-01-01,2134,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,66670,3200.8399580021,Ålesund,2021-12-02
municip1511,1900-01-01,50,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3083,1621.79695102173,Vanylven,2021-12-02
municip1514,1900-01-01,188,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2445,7689.16155419223,Sande,2021-12-02
municip1515,1900-01-01,172,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8858,1941.74757281553,Herøy,2021-12-02
municip1516,1900-01-01,286,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8575,3335.27696793003,Ulstein,2021-12-02
municip1517,1900-01-01,72,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5140,1400.77821011673,Hareid,2021-12-02
municip1520,1900-01-01,371,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,10830,3425.66943674977,Ørsta,2021-12-02
municip1525,1900-01-01,68,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4482,1517.17983043284,Stranda,2021-12-02
municip1528,1900-01-01,87,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7596,1145.33965244866,Sykkylven,2021-12-02
municip1531,1900-01-01,305,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,9409,3241.57721330641,Sula,2021-12-02
municip1532,1900-01-01,263,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8506,3091.93510463202,Giske,2021-12-02
municip1535,1900-01-01,503,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,6958,7229.08881862604,Vestnes,2021-12-02
municip1539,1900-01-01,100,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7026,1423.28494164532,Rauma,2021-12-02
municip1547,1900-01-01,65,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3522,1845.54230550823,Aukra,2021-12-02
municip1554,1900-01-01,145,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5808,2496.5564738292,Averøy,2021-12-02
municip1557,1900-01-01,24,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2658,902.93453724605,Gjemnes,2021-12-02
municip1560,1900-01-01,15,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2985,502.51256281407,Tingvoll,2021-12-02
municip1563,1900-01-01,54,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,6956,776.308223116734,Sunndal,2021-12-02
municip1566,1900-01-01,56,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5872,953.678474114441,Surnadal,2021-12-02
municip1573,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2128,469.924812030075,Smøla,2021-12-02
municip1576,1900-01-01,43,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3468,1239.907727797,Aure,2021-12-02
municip1577,1900-01-01,308,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,10781,2856.87784064558,Volda,2021-12-02
municip1578,1900-01-01,86,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2502,3437.25019984013,Fjord,2021-12-02
municip1579,1900-01-01,163,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,13317,1223.9993992641,Hustadvika,2021-12-02
municip1804,1900-01-01,1515,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,52560,2882.4200913242,Bodø,2021-12-02
municip1806,1900-01-01,472,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,21661,2179.03143899174,Narvik,2021-12-02
municip1811,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1397,644.237652111668,Bindal,2021-12-02
municip1812,1900-01-01,27,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1990,1356.78391959799,Sømna,2021-12-02
municip1813,1900-01-01,151,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7803,1935.15314622581,Brønnøy,2021-12-02
municip1815,1900-01-01,17,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1182,1438.24027072758,Vega,2021-12-02
municip1816,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,465,215.05376344086,Vevelstad,2021-12-02
municip1818,1900-01-01,18,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1793,1003.90407138873,Herøy,2021-12-02
municip1820,1900-01-01,91,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7394,1230.72761698675,Alstahaug,2021-12-02
municip1822,1900-01-01,16,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2278,702.370500438982,Leirfjord,2021-12-02
municip1824,1900-01-01,155,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,13268,1168.22429906542,Vefsn,2021-12-02
municip1825,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1453,412.938747419133,Grane,2021-12-02
municip1826,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1267,394.632991318074,Hattfjelldal,2021-12-02
municip1827,1900-01-01,19,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1371,1385.84974471189,Dønna,2021-12-02
municip1828,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1701,529.100529100529,Nesna,2021-12-02
municip1832,1900-01-01,22,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4428,496.838301716351,Hemnes,2021-12-02
municip1833,1900-01-01,608,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,26083,2331.02020473105,Rana,2021-12-02
municip1834,1900-01-01,13,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1876,692.963752665245,Lurøy,2021-12-02
municip1835,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,442,1131.22171945701,Træna,2021-12-02
municip1836,1900-01-01,26,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1206,2155.8872305141,Rødøy,2021-12-02
municip1837,1900-01-01,43,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,6247,688.330398591324,Meløy,2021-12-02
municip1838,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1920,572.916666666667,Gildeskål,2021-12-02
municip1839,1900-01-01,14,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,999,1401.4014014014,Beiarn,2021-12-02
municip1840,1900-01-01,61,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4632,1316.92573402418,Saltdal,2021-12-02
municip1841,1900-01-01,147,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,9640,1524.89626556017,Fauske,2021-12-02
municip1845,1900-01-01,79,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1912,4131.79916317992,Sørfold,2021-12-02
municip1848,1900-01-01,26,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2586,1005.41376643465,Steigen,2021-12-02
municip1851,1900-01-01,23,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2003,1148.27758362456,Lødingen,2021-12-02
municip1853,1900-01-01,75,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1324,5664.65256797583,Evenes,2021-12-02
municip1856,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,488,1229.50819672131,Røst,2021-12-02
municip1857,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,698,573.065902578797,Værøy,2021-12-02
municip1859,1900-01-01,16,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1238,1292.4071082391,Flakstad,2021-12-02
municip1860,1900-01-01,516,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11521,4478.77788386425,Vestvågøy,2021-12-02
municip1865,1900-01-01,459,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,9670,4746.63908996898,Vågan,2021-12-02
municip1866,1900-01-01,252,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8065,3124.61252324861,Hadsel,2021-12-02
municip1867,1900-01-01,28,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2576,1086.95652173913,Bø,2021-12-02
municip1868,1900-01-01,203,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4416,4596.92028985507,Øksnes,2021-12-02
municip1870,1900-01-01,204,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,10514,1940.27011603576,Sortland,2021-12-02
municip1871,1900-01-01,135,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4588,2942.45858761988,Andøy,2021-12-02
municip1874,1900-01-01,25,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,989,2527.80586450961,Moskenes,2021-12-02
municip1875,1900-01-01,44,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2701,1629.02628656053,Hamarøy,2021-12-02
municip3001,1900-01-01,1456,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,31387,4638.86322362762,Halden,2021-12-02
municip3002,1900-01-01,2863,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,49668,5764.27478456954,Moss,2021-12-02
municip3003,1900-01-01,4591,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,57372,8002.16133305445,Sarpsborg,2021-12-02
municip3004,1900-01-01,5803,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,83193,6975.34648347818,Fredrikstad,2021-12-02
municip3005,1900-01-01,7517,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,101859,7379.80934428966,Drammen,2021-12-02
municip3006,1900-01-01,1254,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,27694,4528.05661876219,Kongsberg,2021-12-02
municip3007,1900-01-01,1530,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,30835,4961.89395167829,Ringerike,2021-12-02
municip3011,1900-01-01,130,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4694,2769.49296974862,Hvaler,2021-12-02
municip3012,1900-01-01,38,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1325,2867.92452830189,Aremark,2021-12-02
