granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,535621,473025,76.8,67.9,697010,Oslo,2021-11-08
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,360220,322196,74.6,66.8,482645,Rogaland,2021-11-08
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,208495,187980,78.5,70.8,265544,Møre og Romsdal,2021-11-08
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,190356,170582,79.2,71,240345,Nordland,2021-11-08
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,974083,860428,77.8,68.7,1252384,Viken,2021-11-08
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,299572,271080,80.8,73.1,370603,Innlandet,2021-11-08
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,334187,300125,79.2,71.1,421882,Vestfold og Telemark,2021-11-08
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,239808,214003,77.6,69.3,308843,Agder,2021-11-08
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,492350,437716,77.1,68.5,638821,Vestland,2021-11-08
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,376649,340300,79.9,72.2,471124,Trøndelag,2021-11-08
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,187349,169088,77.4,69.8,242168,Troms og Finnmark,2021-11-08
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,535611,473018,76.8,67.9,697010,Oslo,2021-11-08
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11519,10399,77.9,70.3,14787,Eigersund,2021-11-08
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,109535,97504,76,67.6,144147,Stavanger,2021-11-08
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27768,25043,74.4,67.1,37323,Haugesund,2021-11-08
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58715,52664,73,65.5,80450,Sandnes,2021-11-08
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2414,2191,74.1,67.3,3257,Sokndal,2021-11-08
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2344,2145,73.9,67.6,3174,Lund,2021-11-08
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2130,1896,76.3,67.9,2791,Bjerkreim,2021-11-08
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13532,12057,70.8,63.1,19120,Hå,2021-11-08
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14479,12957,72.9,65.3,19848,Klepp,2021-11-08
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14122,12772,73.9,66.8,19106,Time,2021-11-08
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8588,7673,71.2,63.6,12064,Gjesdal,2021-11-08
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20530,18417,74.8,67.1,27457,Sola,2021-11-08
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8731,7663,77.2,67.7,11315,Randaberg,2021-11-08
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9979,8812,76.4,67.4,13070,Strand,2021-11-08
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1952,1758,75.7,68.1,2580,Hjelmeland,2021-11-08
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2951,2632,77.5,69.1,3809,Suldal,2021-11-08
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3613,3213,79.2,70.4,4561,Sauda,2021-11-08
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,418,389,82.4,76.7,507,Kvitsøy,2021-11-08
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,694,641,80.8,74.6,859,Bokn,2021-11-08
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8314,7167,74.4,64.1,11178,Tysvær,2021-11-08
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31171,28184,73.6,66.6,42345,Karmøy,2021-11-08
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,159,84.9,82.8,192,Utsira,2021-11-08
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6551,5854,75.3,67.2,8705,Vindafjord,2021-11-08
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19333,17728,80.2,73.6,24099,Kristiansund,2021-11-08
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25816,22965,81,72.1,31870,Molde,2021-11-08
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,51189,46357,76.8,69.5,66670,Ålesund,2021-11-08
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2520,2322,81.7,75.3,3083,Vanylven,2021-11-08
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1845,1668,75.5,68.2,2445,Sande,2021-11-08
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6681,5979,75.4,67.5,8858,Herøy,2021-11-08
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6511,5783,75.9,67.4,8575,Ulstein,2021-11-08
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3716,3348,72.3,65.1,5140,Hareid,2021-11-08
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8457,7584,78.1,70,10830,Ørsta,2021-11-08
