granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549831,512722,356534,5488,78.6,73.3,50.9,0.8,699827,Oslo,2022-07-07
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372874,346333,251987,4483,76.8,71.3,51.9,0.9,485797,Rogaland,2022-07-07
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214579,201518,154540,4383,80.7,75.8,58.1,1.6,265848,Møre og Romsdal,2022-07-07
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195641,183569,134103,2948,81.5,76.4,55.8,1.2,240190,Nordland,2022-07-07
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1000224,929919,691405,16691,78.8,73.3,54.5,1.3,1269230,Viken,2022-07-07
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306437,288339,219470,5126,82.5,77.7,59.1,1.4,371253,Innlandet,2022-07-07
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342062,320041,239551,6105,80.5,75.3,56.4,1.4,424832,Vestfold og Telemark,2022-07-07
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245374,228184,167772,3718,78.9,73.3,53.9,1.2,311134,Agder,2022-07-07
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506218,470404,350038,7289,78.9,73.4,54.6,1.1,641292,Vestland,2022-07-07
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385238,360972,269818,6090,81.3,76.1,56.9,1.3,474131,Trøndelag,2022-07-07
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192723,180472,127302,2346,79.7,74.7,52.7,1,241736,Troms og Finnmark,2022-07-07
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549823,512715,356530,5488,78.6,73.3,50.9,0.8,699827,Oslo,2022-07-07
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11896,11191,9225,189,80.1,75.3,62.1,1.3,14860,Eigersund,2022-07-07
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113142,105151,75696,1272,78.2,72.7,52.3,0.9,144699,Stavanger,2022-07-07
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28707,26690,19057,495,76.7,71.3,50.9,1.3,37444,Haugesund,2022-07-07
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60680,56513,42377,615,74.6,69.5,52.1,0.8,81305,Sandnes,2022-07-07
