location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,13355,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1925.75566623504,Oslo
county11,1900-01-01,2014,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,419.67776082952,Rogaland
county15,1900-01-01,850,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,320.466901424381,Møre og Romsdal
county18,1900-01-01,639,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,264.886935975294,Nordland
county30,1900-01-01,15186,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,1223.52789516301,Viken
county34,1900-01-01,2651,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,713.814505163106,Innlandet
county38,1900-01-01,2062,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,491.659434043243,Vestfold og Telemark
county42,1900-01-01,1187,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,386.354241596714,Agder
county46,1900-01-01,5576,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,875.998183906204,Vestland
county50,1900-01-01,2065,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,440.578448566467,Trøndelag
county54,1900-01-01,980,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,402.776693203349,Troms og Finnmark
municip0301,1900-01-01,13353,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1925.4672715265,Oslo
municip1101,1900-01-01,69,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,465.86996151509,Eigersund
municip1103,1900-01-01,719,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,500.787050580189,Stavanger
municip1106,1900-01-01,207,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,554.113017640603,Haugesund
municip1108,1900-01-01,282,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,354.551969523618,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,281.07432854466,Lund
municip1114,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2787,179.40437746681,Bjerkreim
municip1119,1900-01-01,52,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18991,273.813911852983,Hå
