granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549631,512074,354317,78.5,73.2,50.6,699827,Oslo,2022-06-16
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372707,345968,251053,76.7,71.2,51.7,485797,Rogaland,2022-06-16
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214572,201407,154106,80.7,75.8,58,265848,Møre og Romsdal,2022-06-16
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195713,183549,133756,81.5,76.4,55.7,240190,Nordland,2022-06-16
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,999140,928151,687895,78.7,73.1,54.2,1269230,Viken,2022-06-16
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306428,288204,218890,82.5,77.6,59,371253,Innlandet,2022-06-16
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341853,319702,238771,80.5,75.3,56.2,424832,Vestfold og Telemark,2022-06-16
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245261,227976,167238,78.8,73.3,53.8,311134,Agder,2022-06-16
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506188,470092,348869,78.9,73.3,54.4,641292,Vestland,2022-06-16
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385348,360913,268730,81.3,76.1,56.7,474131,Trøndelag,2022-06-16
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192839,180441,126821,79.8,74.6,52.5,241736,Troms og Finnmark,2022-06-16
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549623,512068,354313,78.5,73.2,50.6,699827,Oslo,2022-06-16
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11891,11188,9212,80,75.3,62,14860,Eigersund,2022-06-16
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113147,105069,75307,78.2,72.6,52,144699,Stavanger,2022-06-16
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28713,26667,18949,76.7,71.2,50.6,37444,Haugesund,2022-06-16
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60622,56433,42273,74.6,69.4,52,81305,Sandnes,2022-06-16
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2499,2349,1785,76.2,71.6,54.4,3281,Sokndal,2022-06-16
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2423,2287,1792,76.2,72,56.4,3178,Lund,2022-06-16
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2188,2055,1524,78.5,73.7,54.6,2789,Bjerkreim,2022-06-16
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14072,12944,9034,72.9,67.1,46.8,19296,Hå,2022-06-16
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15109,13908,9221,74.9,69,45.7,20163,Klepp,2022-06-16
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14695,13622,9061,75.9,70.4,46.8,19353,Time,2022-06-16
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8863,8206,6295,73.1,67.6,51.9,12131,Gjesdal,2022-06-16
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21205,19646,13809,76.9,71.3,50.1,27568,Sola,2022-06-16
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9082,8371,5968,79.3,73.1,52.1,11454,Randaberg,2022-06-16
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10305,9523,7116,77.7,71.8,53.6,13268,Strand,2022-06-16
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2033,1897,1382,80.2,74.9,54.5,2534,Hjelmeland,2022-06-16
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3040,2833,2375,80.3,74.9,62.8,3784,Suldal,2022-06-16
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3677,3419,2663,81.3,75.6,58.9,4525,Sauda,2022-06-16
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,427,404,343,81.6,77.2,65.6,523,Kvitsøy,2022-06-16
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,711,686,506,83.2,80.2,59.2,855,Bokn,2022-06-16
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8580,7823,5504,76,69.3,48.8,11283,Tysvær,2022-06-16
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32337,30035,21976,76,70.6,51.7,42541,Karmøy,2022-06-16
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,170,167,153,90.4,88.8,81.4,188,Utsira,2022-06-16
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6759,6286,4754,77,71.6,54.2,8775,Vindafjord,2022-06-16
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19850,18942,14849,82.7,78.9,61.8,24013,Kristiansund,2022-06-16
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26389,24780,18940,82.5,77.4,59.2,32002,Molde,2022-06-16
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52941,49385,35476,78.9,73.6,52.9,67114,Ålesund,2022-06-16
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2572,2473,1947,84.5,81.2,63.9,3045,Vanylven,2022-06-16
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1883,1766,1371,77.7,72.9,56.6,2422,Sande,2022-06-16
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6943,6500,4851,79.2,74.2,55.3,8765,Herøy,2022-06-16
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6771,6317,5073,79.1,73.8,59.3,8557,Ulstein,2022-06-16
