granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,496710,366900,71.3,52.6,697010,Oslo,2021-08-27
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,325919,236697,67.5,49,482645,Rogaland,2021-08-27
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188810,139842,71.1,52.7,265544,Møre og Romsdal,2021-08-27
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,171535,128210,71.4,53.3,240345,Nordland,2021-08-27
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,887694,692313,70.9,55.3,1252384,Viken,2021-08-27
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,274733,207242,74.1,55.9,370603,Innlandet,2021-08-27
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,304575,248268,72.2,58.8,421882,Vestfold og Telemark,2021-08-27
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,217437,174403,70.4,56.5,308843,Agder,2021-08-27
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,448176,352524,70.2,55.2,638821,Vestland,2021-08-27
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341454,241577,72.5,51.3,471124,Trøndelag,2021-08-27
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,169629,124131,70,51.3,242168,Troms og Finnmark,2021-08-27
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,496703,366894,71.3,52.6,697010,Oslo,2021-08-27
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10531,7910,71.2,53.5,14787,Eigersund,2021-08-27
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,98999,67996,68.7,47.2,144147,Stavanger,2021-08-27
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24545,17025,65.8,45.6,37323,Haugesund,2021-08-27
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,53328,39136,66.3,48.6,80450,Sandnes,2021-08-27
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2226,2045,68.3,62.8,3257,Sokndal,2021-08-27
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2185,1800,68.8,56.7,3174,Lund,2021-08-27
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1946,1472,69.7,52.7,2791,Bjerkreim,2021-08-27
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12278,9920,64.2,51.9,19120,Hå,2021-08-27
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13099,9071,66,45.7,19848,Klepp,2021-08-27
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12930,8668,67.7,45.4,19106,Time,2021-08-27
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7663,5556,63.5,46.1,12064,Gjesdal,2021-08-27
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18521,13544,67.5,49.3,27457,Sola,2021-08-27
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7720,5105,68.2,45.1,11315,Randaberg,2021-08-27
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8958,6833,68.5,52.3,13070,Strand,2021-08-27
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1833,1454,71,56.4,2580,Hjelmeland,2021-08-27
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2739,2385,71.9,62.6,3809,Suldal,2021-08-27
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3360,2185,73.7,47.9,4561,Sauda,2021-08-27
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,393,332,77.5,65.5,507,Kvitsøy,2021-08-27
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,631,531,73.5,61.8,859,Bokn,2021-08-27
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7341,5996,65.7,53.6,11178,Tysvær,2021-08-27
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28576,23196,67.5,54.8,42345,Karmøy,2021-08-27
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,156,142,81.2,74,192,Utsira,2021-08-27
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5953,4388,68.4,50.4,8705,Vindafjord,2021-08-27
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18060,14303,74.9,59.4,24099,Kristiansund,2021-08-27
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23458,15808,73.6,49.6,31870,Molde,2021-08-27
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,45709,32033,68.6,48,66670,Ålesund,2021-08-27
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2358,2071,76.5,67.2,3083,Vanylven,2021-08-27
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1712,1398,70,57.2,2445,Sande,2021-08-27
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5960,4250,67.3,48,8858,Herøy,2021-08-27
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5871,4295,68.5,50.1,8575,Ulstein,2021-08-27
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3368,2617,65.5,50.9,5140,Hareid,2021-08-27
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7655,5430,70.7,50.1,10830,Ørsta,2021-08-27
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3240,2112,72.3,47.1,4482,Stranda,2021-08-27
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5476,4716,72.1,62.1,7596,Sykkylven,2021-08-27
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6491,5978,69,63.5,9409,Sula,2021-08-27
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5672,4621,66.7,54.3,8506,Giske,2021-08-27
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5011,4222,72,60.7,6958,Vestnes,2021-08-27
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4954,3299,70.5,47,7026,Rauma,2021-08-27
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2503,2280,71.1,64.7,3522,Aukra,2021-08-27
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4138,2528,71.2,43.5,5808,Averøy,2021-08-27
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1883,1654,70.8,62.2,2658,Gjemnes,2021-08-27
