granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548764,509975,347690,78.4,72.9,49.7,699827,Oslo,2022-04-20
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372259,344916,248165,76.6,71,51.1,485797,Rogaland,2022-04-20
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214504,201025,152721,80.7,75.6,57.4,265848,Møre og Romsdal,2022-04-20
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195739,183337,132534,81.5,76.3,55.2,240190,Nordland,2022-04-20
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,996519,923706,677865,78.5,72.8,53.4,1269230,Viken,2022-04-20
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306219,287619,217149,82.5,77.5,58.5,371253,Innlandet,2022-04-20
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341347,318677,236325,80.3,75,55.6,424832,Vestfold og Telemark,2022-04-20
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245091,227513,165713,78.8,73.1,53.3,311134,Agder,2022-04-20
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505761,468969,345519,78.9,73.1,53.9,641292,Vestland,2022-04-20
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385134,360279,265937,81.2,76,56.1,474131,Trøndelag,2022-04-20
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192881,180204,125196,79.8,74.5,51.8,241736,Troms og Finnmark,2022-04-20
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548756,509969,347686,78.4,72.9,49.7,699827,Oslo,2022-04-20
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11885,11162,9165,80,75.1,61.7,14860,Eigersund,2022-04-20
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113097,104819,74199,78.2,72.4,51.3,144699,Stavanger,2022-04-20
