granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,521578,447344,74.8,64.2,697010,Oslo,2021-09-20
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,345216,303580,71.5,62.9,482645,Rogaland,2021-09-20
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,201054,175907,75.7,66.2,265544,Møre og Romsdal,2021-09-20
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,181961,158528,75.7,66,240345,Nordland,2021-09-20
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,945884,825607,75.5,65.9,1252384,Viken,2021-09-20
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,288578,258932,77.9,69.9,370603,Innlandet,2021-09-20
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,323214,287233,76.6,68.1,421882,Vestfold og Telemark,2021-09-20
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,228481,206319,74,66.8,308843,Agder,2021-09-20
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,475410,414051,74.4,64.8,638821,Vestland,2021-09-20
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,359421,310462,76.3,65.9,471124,Trøndelag,2021-09-20
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,179953,156062,74.3,64.4,242168,Troms og Finnmark,2021-09-20
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,521569,447338,74.8,64.2,697010,Oslo,2021-09-20
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11031,9879,74.6,66.8,14787,Eigersund,2021-09-20
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,103746,93036,72,64.5,144147,Stavanger,2021-09-20
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26937,22267,72.2,59.7,37323,Haugesund,2021-09-20
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,57277,50688,71.2,63,80450,Sandnes,2021-09-20
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2292,2140,70.4,65.7,3257,Sokndal,2021-09-20
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2257,2091,71.1,65.9,3174,Lund,2021-09-20
