granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,509715,432948,73.1,62.1,697010,Oslo,2021-09-10
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,336562,291357,69.7,60.4,482645,Rogaland,2021-09-10
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195769,167607,73.7,63.1,265544,Møre og Romsdal,2021-09-10
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,176411,152765,73.4,63.6,240345,Nordland,2021-09-10
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,915226,804492,73.1,64.2,1252384,Viken,2021-09-10
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,282316,249018,76.2,67.2,370603,Innlandet,2021-09-10
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,314375,281252,74.5,66.7,421882,Vestfold og Telemark,2021-09-10
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,224052,198830,72.5,64.4,308843,Agder,2021-09-10
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,464244,403129,72.7,63.1,638821,Vestland,2021-09-10
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,352296,292950,74.8,62.2,471124,Trøndelag,2021-09-10
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,174613,148729,72.1,61.4,242168,Troms og Finnmark,2021-09-10
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,509708,432942,73.1,62.1,697010,Oslo,2021-09-10
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10733,9514,72.6,64.3,14787,Eigersund,2021-09-10
