granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,511925,439859,73.4,63.1,697010,Oslo,2021-09-14
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,337526,294604,69.9,61,482645,Rogaland,2021-09-14
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,197015,171162,74.2,64.5,265544,Møre og Romsdal,2021-09-14
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,177526,154083,73.9,64.1,240345,Nordland,2021-09-14
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,923535,811920,73.7,64.8,1252384,Viken,2021-09-14
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,283791,252327,76.6,68.1,370603,Innlandet,2021-09-14
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,315745,282502,74.8,67,421882,Vestfold og Telemark,2021-09-14
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,225444,202050,73,65.4,308843,Agder,2021-09-14
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,465828,406472,72.9,63.6,638821,Vestland,2021-09-14
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,353352,299820,75,63.6,471124,Trøndelag,2021-09-14
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,175640,150764,72.5,62.3,242168,Troms og Finnmark,2021-09-14
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,511918,439853,73.4,63.1,697010,Oslo,2021-09-14
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10732,9528,72.6,64.4,14787,Eigersund,2021-09-14
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,101550,90721,70.4,62.9,144147,Stavanger,2021-09-14
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25821,21359,69.2,57.2,37323,Haugesund,2021-09-14
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,55636,49607,69.2,61.7,80450,Sandnes,2021-09-14
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2270,2082,69.7,63.9,3257,Sokndal,2021-09-14
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2245,2048,70.7,64.5,3174,Lund,2021-09-14
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1985,1793,71.1,64.2,2791,Bjerkreim,2021-09-14
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12565,11121,65.7,58.2,19120,Hå,2021-09-14
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13456,10218,67.8,51.5,19848,Klepp,2021-09-14
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13283,10956,69.5,57.3,19106,Time,2021-09-14
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7991,6613,66.2,54.8,12064,Gjesdal,2021-09-14
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19492,16559,71,60.3,27457,Sola,2021-09-14
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8064,6496,71.3,57.4,11315,Randaberg,2021-09-14
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9313,8124,71.3,62.2,13070,Strand,2021-09-14
