granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,542879,490202,141847,77.9,70.3,20.4,697010,Oslo,2021-12-22
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,367121,335539,108787,76.1,69.5,22.5,482645,Rogaland,2021-12-22
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,211753,195610,72839,79.7,73.7,27.4,265544,Møre og Romsdal,2021-12-22
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,193388,178649,67140,80.5,74.3,27.9,240345,Nordland,2021-12-22
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,987782,896704,322479,78.9,71.6,25.7,1252384,Viken,2021-12-22
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,303634,281050,111365,81.9,75.8,30,370603,Innlandet,2021-12-22
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,338743,311510,122198,80.3,73.8,29,421882,Vestfold og Telemark,2021-12-22
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,242951,222375,77822,78.7,72,25.2,308843,Agder,2021-12-22
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,500222,456004,161507,78.3,71.4,25.3,638821,Vestland,2021-12-22
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,381218,352187,117695,80.9,74.8,25,471124,Trøndelag,2021-12-22
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191143,176132,65332,78.9,72.7,27,242168,Troms og Finnmark,2021-12-22
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,542869,490195,141842,77.9,70.3,20.4,697010,Oslo,2021-12-22
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11727,10815,4507,79.3,73.1,30.5,14787,Eigersund,2021-12-22
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,111682,101984,30162,77.5,70.7,20.9,144147,Stavanger,2021-12-22
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28216,25691,7646,75.6,68.8,20.5,37323,Haugesund,2021-12-22
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59686,54979,18103,74.2,68.3,22.5,80450,Sandnes,2021-12-22
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2460,2267,1173,75.5,69.6,36,3257,Sokndal,2021-12-22
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2374,2228,837,74.8,70.2,26.4,3174,Lund,2021-12-22
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2151,1972,742,77.1,70.7,26.6,2791,Bjerkreim,2021-12-22
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13836,12489,4292,72.4,65.3,22.4,19120,Hå,2021-12-22
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14839,13371,4239,74.8,67.4,21.4,19848,Klepp,2021-12-22
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14446,13155,4498,75.6,68.9,23.5,19106,Time,2021-12-22
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8732,7961,2177,72.4,66,18,12064,Gjesdal,2021-12-22
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20864,19012,5025,76,69.2,18.3,27457,Sola,2021-12-22
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8927,8092,2532,78.9,71.5,22.4,11315,Randaberg,2021-12-22
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10162,9254,2965,77.8,70.8,22.7,13070,Strand,2021-12-22
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1994,1808,722,77.3,70.1,28,2580,Hjelmeland,2021-12-22
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3004,2754,1129,78.9,72.3,29.6,3809,Suldal,2021-12-22
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3655,3372,1261,80.1,73.9,27.6,4561,Sauda,2021-12-22
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,402,195,84.6,79.3,38.5,507,Kvitsøy,2021-12-22
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,702,661,323,81.7,76.9,37.6,859,Bokn,2021-12-22
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8476,7655,3051,75.8,68.5,27.3,11178,Tysvær,2021-12-22
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31913,29310,10980,75.4,69.2,25.9,42345,Karmøy,2021-12-22
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,98,85.4,83.9,51,192,Utsira,2021-12-22
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6675,6140,2125,76.7,70.5,24.4,8705,Vindafjord,2021-12-22
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19541,18090,7715,81.1,75.1,32,24099,Kristiansund,2021-12-22
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26166,24273,9337,82.1,76.2,29.3,31870,Molde,2021-12-22
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52185,48040,16496,78.3,72.1,24.7,66670,Ålesund,2021-12-22
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2554,2413,1004,82.8,78.3,32.6,3083,Vanylven,2021-12-22
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1864,1728,829,76.2,70.7,33.9,2445,Sande,2021-12-22
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6855,6309,2530,77.4,71.2,28.6,8858,Herøy,2021-12-22
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6654,6130,2079,77.6,71.5,24.2,8575,Ulstein,2021-12-22
