location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name,date_of_publishing
county03,1900-01-01,262039,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,699827,37443.3967251907,Oslo,2022-10-18
county11,1900-01-01,124179,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,485797,25561.9116626904,Rogaland,2022-10-18
county15,1900-01-01,55631,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265848,20925.8674129578,Møre og Romsdal,2022-10-18
county18,1900-01-01,40843,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,240190,17004.4548066114,Nordland,2022-10-18
county30,1900-01-01,392167,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1269230,30898.0247866817,Viken,2022-10-18
county34,1900-01-01,80762,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371253,21753.898284997,Innlandet,2022-10-18
county38,1900-01-01,104660,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,424832,24635.6206688762,Vestfold og Telemark,2022-10-18
county42,1900-01-01,81080,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,311134,26059.5113359517,Agder,2022-10-18
county46,1900-01-01,148130,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,641292,23098.6820356406,Vestland,2022-10-18
county50,1900-01-01,102552,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,474131,21629.4652743651,Trøndelag,2022-10-18
county54,1900-01-01,49368,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241736,20422.2788496542,Troms og Finnmark,2022-10-18
municip0301,1900-01-01,262017,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,699827,37440.2530911211,Oslo,2022-10-18
municip1101,1900-01-01,2695,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14860,18135.935397039,Eigersund,2022-10-18
municip1103,1900-01-01,40298,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,144699,27849.5359332131,Stavanger,2022-10-18
municip1106,1900-01-01,9778,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37444,26113.6630701848,Haugesund,2022-10-18
municip1108,1900-01-01,20970,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,81305,25791.7717237562,Sandnes,2022-10-18
municip1111,1900-01-01,793,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3281,24169.4605303261,Sokndal,2022-10-18
municip1112,1900-01-01,621,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3178,19540.5915670233,Lund,2022-10-18
municip1114,1900-01-01,609,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2789,21835.7834349229,Bjerkreim,2022-10-18
municip1119,1900-01-01,4633,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19296,24010.1575456053,Hå,2022-10-18
