location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name,date_of_publishing
county03,1900-01-01,49280,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,697010,7070.19985366064,Oslo,2021-09-15
county11,1900-01-01,10016,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,482645,2075.23127764713,Rogaland,2021-09-15
county15,1900-01-01,3871,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265544,1457.76217877263,Møre og Romsdal,2021-09-15
county18,1900-01-01,2627,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,240345,1093.01212839876,Nordland,2021-09-15
county30,1900-01-01,57342,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1252384,4578.62764136239,Viken,2021-09-15
county34,1900-01-01,7585,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,370603,2046.66449003381,Innlandet,2021-09-15
county38,1900-01-01,10871,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,421882,2576.78687405483,Vestfold og Telemark,2021-09-15
county42,1900-01-01,7321,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,308843,2370.46007194594,Agder,2021-09-15
county46,1900-01-01,14646,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,638821,2292.66101145704,Vestland,2021-09-15
county50,1900-01-01,8094,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,471124,1718.01903532828,Trøndelag,2021-09-15
county54,1900-01-01,3480,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,242168,1437.01892900796,Troms og Finnmark,2021-09-15
municip0301,1900-01-01,49272,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,697010,7069.05209394413,Oslo,2021-09-15
municip1101,1900-01-01,173,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14787,1169.94657469399,Eigersund,2021-09-15
municip1103,1900-01-01,3815,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,144147,2646.60381416193,Stavanger,2021-09-15
municip1106,1900-01-01,1159,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37323,3105.32379497897,Haugesund,2021-09-15
municip1108,1900-01-01,1554,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,80450,1931.63455562461,Sandnes,2021-09-15
municip1111,1900-01-01,17,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3257,521.95271722444,Sokndal,2021-09-15
municip1112,1900-01-01,43,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3174,1354.75740390674,Lund,2021-09-15
municip1114,1900-01-01,25,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2791,895.736295234683,Bjerkreim,2021-09-15
municip1119,1900-01-01,284,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19120,1485.35564853556,Hå,2021-09-15
municip1120,1900-01-01,331,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19848,1667.674324869,Klepp,2021-09-15
municip1121,1900-01-01,304,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19106,1591.12320736941,Time,2021-09-15
municip1122,1900-01-01,179,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12064,1483.75331564987,Gjesdal,2021-09-15
municip1124,1900-01-01,577,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,27457,2101.46774957206,Sola,2021-09-15
municip1127,1900-01-01,230,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11315,2032.69995581087,Randaberg,2021-09-15
municip1130,1900-01-01,148,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,13070,1132.36419280796,Strand,2021-09-15
municip1133,1900-01-01,32,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2580,1240.31007751938,Hjelmeland,2021-09-15
municip1134,1900-01-01,33,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3809,866.369125754791,Suldal,2021-09-15
municip1135,1900-01-01,23,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4561,504.275378206534,Sauda,2021-09-15
