granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,494547,336176,71,48.2,697010,Oslo,2021-08-24
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,322108,209177,66.7,43.3,482645,Rogaland,2021-08-24
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,186892,120864,70.4,45.5,265544,Møre og Romsdal,2021-08-24
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,169887,111838,70.7,46.5,240345,Nordland,2021-08-24
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,881359,619310,70.4,49.5,1252384,Viken,2021-08-24
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,271645,181324,73.3,48.9,370603,Innlandet,2021-08-24
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,302547,220921,71.7,52.4,421882,Vestfold og Telemark,2021-08-24
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,215662,161273,69.8,52.2,308843,Agder,2021-08-24
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,444705,319257,69.6,50,638821,Vestland,2021-08-24
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,338748,212499,71.9,45.1,471124,Trøndelag,2021-08-24
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,167919,111839,69.3,46.2,242168,Troms og Finnmark,2021-08-24
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,494540,336170,71,48.2,697010,Oslo,2021-08-24
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10235,6390,69.2,43.2,14787,Eigersund,2021-08-24
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,98579,61486,68.4,42.7,144147,Stavanger,2021-08-24
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24048,15567,64.4,41.7,37323,Haugesund,2021-08-24
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52957,33678,65.8,41.9,80450,Sandnes,2021-08-24
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2170,1953,66.6,60,3257,Sokndal,2021-08-24
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2151,1514,67.8,47.7,3174,Lund,2021-08-24
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1871,1350,67,48.4,2791,Bjerkreim,2021-08-24
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11888,7811,62.2,40.9,19120,Hå,2021-08-24
