granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549317,511153,351636,78.5,73,50.2,699827,Oslo,2022-05-25
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372514,345420,249862,76.7,71.1,51.4,485797,Rogaland,2022-05-25
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214633,201330,153760,80.7,75.7,57.8,265848,Møre og Romsdal,2022-05-25
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195736,183457,133362,81.5,76.4,55.5,240190,Nordland,2022-05-25
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,997712,925769,683779,78.6,72.9,53.9,1269230,Viken,2022-05-25
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306367,288020,218255,82.5,77.6,58.8,371253,Innlandet,2022-05-25
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341568,319176,237793,80.4,75.1,56,424832,Vestfold og Telemark,2022-05-25
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245256,227822,166689,78.8,73.2,53.6,311134,Agder,2022-05-25
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506089,469605,347547,78.9,73.2,54.2,641292,Vestland,2022-05-25
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385421,360771,267660,81.3,76.1,56.5,474131,Trøndelag,2022-05-25
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192927,180386,126204,79.8,74.6,52.2,241736,Troms og Finnmark,2022-05-25
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549309,511147,351632,78.5,73,50.2,699827,Oslo,2022-05-25
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11877,11170,9186,79.9,75.2,61.8,14860,Eigersund,2022-05-25
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113159,104954,74867,78.2,72.5,51.7,144699,Stavanger,2022-05-25
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28731,26648,18854,76.7,71.2,50.4,37444,Haugesund,2022-05-25
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60561,56311,42116,74.5,69.3,51.8,81305,Sandnes,2022-05-25
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2495,2345,1779,76,71.5,54.2,3281,Sokndal,2022-05-25
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2424,2286,1786,76.3,71.9,56.2,3178,Lund,2022-05-25
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2185,2051,1516,78.3,73.5,54.4,2789,Bjerkreim,2022-05-25
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14049,12921,9012,72.8,67,46.7,19296,Hå,2022-05-25
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15106,13895,9187,74.9,68.9,45.6,20163,Klepp,2022-05-25
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14673,13584,8999,75.8,70.2,46.5,19353,Time,2022-05-25
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8857,8200,6246,73,67.6,51.5,12131,Gjesdal,2022-05-25
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21169,19573,13697,76.8,71,49.7,27568,Sola,2022-05-25
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9073,8345,5928,79.2,72.9,51.8,11454,Randaberg,2022-05-25
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10297,9502,7092,77.6,71.6,53.5,13268,Strand,2022-05-25
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2033,1894,1377,80.2,74.7,54.3,2534,Hjelmeland,2022-05-25
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3040,2830,2371,80.3,74.8,62.7,3784,Suldal,2022-05-25
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3678,3422,2666,81.3,75.6,58.9,4525,Sauda,2022-05-25
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,427,404,343,81.6,77.2,65.6,523,Kvitsøy,2022-05-25
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,703,679,501,82.2,79.4,58.6,855,Bokn,2022-05-25
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8571,7807,5476,76,69.2,48.5,11283,Tysvær,2022-05-25
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32322,29999,21911,76,70.5,51.5,42541,Karmøy,2022-05-25
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,169,167,152,89.9,88.8,80.9,188,Utsira,2022-05-25
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6753,6280,4748,77,71.6,54.1,8775,Vindafjord,2022-05-25
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19854,18932,14817,82.7,78.8,61.7,24013,Kristiansund,2022-05-25
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26400,24771,18896,82.5,77.4,59,32002,Molde,2022-05-25
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52982,49379,35378,78.9,73.6,52.7,67114,Ålesund,2022-05-25
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2576,2476,1948,84.6,81.3,64,3045,Vanylven,2022-05-25
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1886,1768,1372,77.9,73,56.6,2422,Sande,2022-05-25
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6939,6491,4845,79.2,74.1,55.3,8765,Herøy,2022-05-25
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6757,6293,5025,79,73.5,58.7,8557,Ulstein,2022-05-25
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3875,3635,2825,75.6,70.9,55.1,5126,Hareid,2022-05-25
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8685,8101,6635,80.2,74.8,61.2,10833,Ørsta,2022-05-25
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3635,3397,2740,81.4,76,61.3,4467,Stranda,2022-05-25
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6235,5816,4603,82.5,77,60.9,7558,Sykkylven,2022-05-25
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7395,6836,5490,77.5,71.6,57.5,9547,Sula,2022-05-25
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6618,6123,4353,77,71.2,50.6,8597,Giske,2022-05-25
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5637,5319,3773,81.3,76.7,54.4,6936,Vestnes,2022-05-25
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5659,5274,3685,80.6,75.1,52.5,7019,Rauma,2022-05-25
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2911,2800,2043,82.7,79.6,58.1,3518,Aukra,2022-05-25
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4761,4496,3413,81.7,77.1,58.6,5828,Averøy,2022-05-25
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2142,2007,1639,80.3,75.2,61.4,2669,Gjemnes,2022-05-25
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2483,2366,2000,83.9,79.9,67.6,2960,Tingvoll,2022-05-25
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5955,5645,4731,85.9,81.4,68.2,6932,Sunndal,2022-05-25
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4990,4748,4039,85.3,81.2,69.1,5849,Surnadal,2022-05-25
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1781,1714,1390,84,80.8,65.6,2120,Smøla,2022-05-25
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2823,2686,2177,83.4,79.4,64.3,3384,Aure,2022-05-25
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8872,8331,6639,82.1,77.1,61.4,10809,Volda,2022-05-25
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2103,1964,1613,84.4,78.8,64.8,2491,Fjord,2022-05-25
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10529,9832,7655,79.2,74,57.6,13287,Hustadvika,2022-05-25
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42978,39991,28605,81.4,75.7,54.2,52803,Bodø,2022-05-25
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17564,16559,12207,81.6,76.9,56.7,21530,Narvik,2022-05-25
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1172,1093,853,83.4,77.7,60.7,1406,Bindal,2022-05-25
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1686,1573,1145,85.1,79.4,57.8,1981,Sømna,2022-05-25
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6388,5922,4224,82.1,76.1,54.3,7777,Brønnøy,2022-05-25
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1006,932,788,85.6,79.3,67.1,1175,Vega,2022-05-25
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,380,363,276,82.3,78.6,59.7,462,Vevelstad,2022-05-25
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1391,1302,1024,76.2,71.3,56.1,1825,Herøy,2022-05-25
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6024,5681,4347,82.1,77.5,59.3,7333,Alstahaug,2022-05-25
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1783,1656,1216,79,73.4,53.9,2257,Leirfjord,2022-05-25
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10994,10316,7433,83.1,78,56.2,13233,Vefsn,2022-05-25
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1221,1180,903,83.6,80.8,61.8,1461,Grane,2022-05-25
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1088,1034,832,85.5,81.2,65.4,1273,Hattfjelldal,2022-05-25
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1118,1045,877,81.7,76.3,64.1,1369,Dønna,2022-05-25
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1390,1288,898,81.9,75.9,52.9,1698,Nesna,2022-05-25
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3555,3364,2349,80.4,76.1,53.1,4420,Hemnes,2022-05-25
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21502,20299,14239,82.4,77.8,54.6,26092,Rana,2022-05-25
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1512,1416,1037,80.9,75.8,55.5,1869,Lurøy,2022-05-25
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371,348,255,82.4,77.3,56.7,450,Træna,2022-05-25
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,921,879,647,79.9,76.2,56.1,1153,Rødøy,2022-05-25
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4986,4643,3443,80.2,74.7,55.4,6214,Meløy,2022-05-25
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1530,1453,1208,80.8,76.7,63.8,1894,Gildeskål,2022-05-25
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,871,848,693,86.1,83.8,68.5,1012,Beiarn,2022-05-25
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3786,3581,2935,82,77.6,63.6,4617,Saltdal,2022-05-25
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8040,7561,5725,83.7,78.7,59.6,9603,Fauske,2022-05-25
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1570,1514,1222,84,81,65.4,1869,Sørfold,2022-05-25
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2099,1987,1449,81,76.7,55.9,2591,Steigen,2022-05-25
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1655,1577,1225,83.8,79.8,62,1976,Lødingen,2022-05-25
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1086,1039,825,81.4,77.9,61.8,1334,Evenes,2022-05-25
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,416,389,294,88.7,82.9,62.7,469,Røst,2022-05-25
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,529,500,395,78,73.7,58.3,678,Værøy,2022-05-25
total,municip,municip1859,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1000,955,695,82.2,78.5,57.2,1216,Flakstad,2022-05-25
total,municip,municip1860,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9080,8504,5636,78.5,73.5,48.7,11566,Vestvågøy,2022-05-25
total,municip,municip1865,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7719,7097,4742,79.4,73,48.8,9724,Vågan,2022-05-25
total,municip,municip1866,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6518,6070,4189,80.4,74.9,51.7,8107,Hadsel,2022-05-25
total,municip,municip1867,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2083,1986,1604,81.2,77.4,62.5,2565,Bø,2022-05-25
total,municip,municip1868,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3462,3219,2244,77.7,72.2,50.3,4458,Øksnes,2022-05-25
total,municip,municip1870,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8378,7784,5561,80,74.4,53.1,10468,Sortland,2022-05-25
total,municip,municip1871,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3790,3578,2840,82.9,78.3,62.1,4572,Andøy,2022-05-25
total,municip,municip1874,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,814,777,621,82.9,79.1,63.2,982,Moskenes,2022-05-25
