granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,cum_n_dose_1,cum_n_dose_2,cum_n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-02,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-03,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-04,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-05,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-06,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-07,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-08,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-09,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-10,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-11,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-12,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-13,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-14,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-15,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-16,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-17,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-18,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-19,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-20,0,0,0,7,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-21,0,0,0,10,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-22,0,0,0,14,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-23,7,0,0,21,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-24,0,0,0,25,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-25,0,0,0,25,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-26,0,0,0,25,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,8,0,0,33,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,266,0,0,299,0,0,0,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,123,0,0,422,0,0,0.1,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,68,0,0,490,0,0,0.1,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,11,0,0,501,0,0,0.1,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,10,0,0,511,0,0,0.1,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,7,0,0,518,0,0,0.1,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,0,521,0,0,0.1,0,0,693494,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,8,0,0,529,0,0,0.1,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,491,0,0,1020,0,0,0.1,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,608,0,0,1628,0,0,0.2,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,980,0,0,2608,0,0,0.4,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,457,0,0,3065,0,0,0.4,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,136,0,0,3201,0,0,0.5,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,105,0,0,3306,0,0,0.5,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,88,0,0,3394,7,0,0.5,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,254,0,0,3648,8,0,0.5,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,501,0,0,4149,11,0,0.6,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,1257,0,0,5406,13,0,0.8,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,1662,0,0,7068,15,0,1,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,659,0,0,7727,16,0,1.1,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,283,6,0,8010,22,0,1.1,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,764,232,0,8774,254,0,1.3,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,803,73,0,9577,327,0,1.4,0,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,1004,101,0,10581,428,0,1.5,0.1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,1033,24,0,11614,452,0,1.7,0.1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,692,11,0,12306,463,0,1.8,0.1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,243,0,0,12549,467,0,1.8,0.1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,72,0,0,12621,470,0,1.8,0.1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,264,5,0,12885,475,0,1.8,0.1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,326,422,0,13211,897,0,1.9,0.1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,1126,527,0,14337,1424,0,2.1,0.2,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,889,865,0,15226,2289,0,2.2,0.3,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,439,510,0,15665,2799,0,2.2,0.4,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,105,187,0,15770,2986,0,2.3,0.4,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,78,48,0,15848,3034,0,2.3,0.4,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,65,59,0,15913,3093,0,2.3,0.4,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,1519,163,0,17432,3256,0,2.5,0.5,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,2463,469,0,19895,3725,0,2.9,0.5,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-04,2064,1261,0,21959,4986,0,3.2,0.7,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-05,1386,1634,0,23345,6620,0,3.3,0.9,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-06,243,639,0,23588,7259,0,3.4,1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-07,219,279,0,23807,7538,0,3.4,1.1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-08,57,453,0,23864,7991,0,3.4,1.1,0,697010,Oslo,2022-01-14
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-09,1180,253,0,25044,8244,0,3.6,1.2,0,697010,Oslo,2022-01-14
