granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n,pop,pr100000,location_name
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5111,693494,736.99267765835,Oslo
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,796,479892,165.870654230535,Rogaland
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,303,265238,114.237024860691,Møre og Romsdal
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,225,241235,93.2700478786246,Nordland
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,4256,1241165,342.903642948359,Viken
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,732,371385,197.100044428289,Innlandet
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,488,419396,116.357809802669,Vestfold og Telemark
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,554,307231,180.320345277658,Agder
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2035,636531,319.701632756299,Vestland
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,731,468702,155.96263724072,Trøndelag
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,398,243311,163.576657035646,Troms og Finnmark
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5107,693494,736.415888241283,Oslo
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,26,14811,175.545202889744,Eigersund
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,268,143574,186.663323442963,Stavanger
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,112,37357,299.809941911824,Haugesund
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,93,79537,116.926713353534,Sandnes
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5,3280,152.439024390244,Sokndal
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2,3202,62.4609618988133,Lund
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,0,2787,0,Bjerkreim
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,11,18991,57.922173661208,Hå
total,municip,municip1120,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,19,19588,96.9981621400858,Klepp
total,municip,municip1121,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17,18916,89.8710086699091,Time
total,municip,municip1122,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,18,12002,149.975004165972,Gjesdal
