granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549685,512694,357392,11488,78.5,73.3,51.1,1.6,699827,Oslo,2022-07-26
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372879,346398,252477,9555,76.8,71.3,52,2,485797,Rogaland,2022-07-26
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214562,201519,154688,5932,80.7,75.8,58.2,2.2,265848,Møre og Romsdal,2022-07-26
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195528,183511,134302,5036,81.4,76.4,55.9,2.1,240190,Nordland,2022-07-26
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001052,930855,692967,27660,78.9,73.3,54.6,2.2,1269230,Viken,2022-07-26
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306400,288319,219691,7647,82.5,77.7,59.2,2.1,371253,Innlandet,2022-07-26
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342308,320331,240036,10866,80.6,75.4,56.5,2.6,424832,Vestfold og Telemark,2022-07-26
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245453,228286,168139,6877,78.9,73.4,54,2.2,311134,Agder,2022-07-26
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506156,470460,350754,15317,78.9,73.4,54.7,2.4,641292,Vestland,2022-07-26
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385109,360875,270381,11586,81.2,76.1,57,2.4,474131,Trøndelag,2022-07-26
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192431,180252,127447,3931,79.6,74.6,52.7,1.6,241736,Troms og Finnmark,2022-07-26
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549677,512687,357388,11488,78.5,73.3,51.1,1.6,699827,Oslo,2022-07-26
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11892,11186,9235,605,80,75.3,62.1,4.1,14860,Eigersund,2022-07-26
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113070,105109,75836,2315,78.1,72.6,52.4,1.6,144699,Stavanger,2022-07-26
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28722,26709,19099,693,76.7,71.3,51,1.9,37444,Haugesund,2022-07-26
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60687,56530,42437,1363,74.6,69.5,52.2,1.7,81305,Sandnes,2022-07-26
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2505,2356,1792,69,76.3,71.8,54.6,2.1,3281,Sokndal,2022-07-26
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2428,2294,1795,29,76.4,72.2,56.5,0.9,3178,Lund,2022-07-26
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2197,2061,1531,164,78.8,73.9,54.9,5.9,2789,Bjerkreim,2022-07-26
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14084,12969,9098,263,73,67.2,47.1,1.4,19296,Hå,2022-07-26
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15132,13937,9262,186,75,69.1,45.9,0.9,20163,Klepp,2022-07-26
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14731,13661,9144,595,76.1,70.6,47.2,3.1,19353,Time,2022-07-26
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8861,8211,6318,208,73,67.7,52.1,1.7,12131,Gjesdal,2022-07-26
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21236,19696,13898,207,77,71.4,50.4,0.8,27568,Sola,2022-07-26
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9081,8378,6011,282,79.3,73.1,52.5,2.5,11454,Randaberg,2022-07-26
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10318,9533,7142,239,77.8,71.8,53.8,1.8,13268,Strand,2022-07-26
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2028,1892,1380,90,80,74.7,54.5,3.6,2534,Hjelmeland,2022-07-26
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3036,2831,2379,59,80.2,74.8,62.9,1.6,3784,Suldal,2022-07-26
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3670,3415,2670,74,81.1,75.5,59,1.6,4525,Sauda,2022-07-26
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,426,403,342,10,81.5,77.1,65.4,1.9,523,Kvitsøy,2022-07-26
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,711,686,507,22,83.2,80.2,59.3,2.6,855,Bokn,2022-07-26
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8584,7828,5518,118,76.1,69.4,48.9,1,11283,Tysvær,2022-07-26
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32374,30089,22080,1760,76.1,70.7,51.9,4.1,42541,Karmøy,2022-07-26
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,173,170,156,15,92,90.4,83,8,188,Utsira,2022-07-26
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6776,6306,4797,189,77.2,71.9,54.7,2.2,8775,Vindafjord,2022-07-26
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19845,18946,14896,721,82.6,78.9,62,3,24013,Kristiansund,2022-07-26
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26387,24799,19000,741,82.5,77.5,59.4,2.3,32002,Molde,2022-07-26
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52900,49378,35619,1231,78.8,73.6,53.1,1.8,67114,Ålesund,2022-07-26
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2562,2465,1956,158,84.1,81,64.2,5.2,3045,Vanylven,2022-07-26
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1882,1765,1374,37,77.7,72.9,56.7,1.5,2422,Sande,2022-07-26
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6958,6514,4889,173,79.4,74.3,55.8,2,8765,Herøy,2022-07-26
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6783,6336,5116,117,79.3,74,59.8,1.4,8557,Ulstein,2022-07-26
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3874,3640,2846,46,75.6,71,55.5,0.9,5126,Hareid,2022-07-26
