granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,498372,388964,71.5,55.8,697010,Oslo,2021-08-31
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,326862,245903,67.7,50.9,482645,Rogaland,2021-08-31
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189635,145650,71.4,54.8,265544,Møre og Romsdal,2021-08-31
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,172224,131880,71.7,54.9,240345,Nordland,2021-08-31
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,892058,725697,71.2,57.9,1252384,Viken,2021-08-31
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,276080,215466,74.5,58.1,370603,Innlandet,2021-08-31
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306027,255629,72.5,60.6,421882,Vestfold og Telemark,2021-08-31
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,218323,178900,70.7,57.9,308843,Agder,2021-08-31
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,452089,364215,70.8,57,638821,Vestland,2021-08-31
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,343200,254561,72.8,54,471124,Trøndelag,2021-08-31
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,170327,129750,70.3,53.6,242168,Troms og Finnmark,2021-08-31
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,498365,388958,71.5,55.8,697010,Oslo,2021-08-31
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10633,8711,71.9,58.9,14787,Eigersund,2021-08-31
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,99250,72382,68.9,50.2,144147,Stavanger,2021-08-31
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24642,17963,66,48.1,37323,Haugesund,2021-08-31
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,53377,40366,66.3,50.2,80450,Sandnes,2021-08-31
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2226,2047,68.3,62.8,3257,Sokndal,2021-08-31
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2185,1808,68.8,57,3174,Lund,2021-08-31
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1946,1475,69.7,52.8,2791,Bjerkreim,2021-08-31
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12282,9954,64.2,52.1,19120,Hå,2021-08-31
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13139,9218,66.2,46.4,19848,Klepp,2021-08-31
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12933,8709,67.7,45.6,19106,Time,2021-08-31
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7670,5576,63.6,46.2,12064,Gjesdal,2021-08-31
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18532,13667,67.5,49.8,27457,Sola,2021-08-31
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7729,5149,68.3,45.5,11315,Randaberg,2021-08-31
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8962,6849,68.6,52.4,13070,Strand,2021-08-31
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1833,1460,71,56.6,2580,Hjelmeland,2021-08-31
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2773,2407,72.8,63.2,3809,Suldal,2021-08-31
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3361,2198,73.7,48.2,4561,Sauda,2021-08-31
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,393,334,77.5,65.9,507,Kvitsøy,2021-08-31
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,631,535,73.5,62.3,859,Bokn,2021-08-31
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7620,6315,68.2,56.5,11178,Tysvær,2021-08-31
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28626,24212,67.6,57.2,42345,Karmøy,2021-08-31
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,157,148,81.8,77.1,192,Utsira,2021-08-31
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5954,4413,68.4,50.7,8705,Vindafjord,2021-08-31
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18088,15285,75.1,63.4,24099,Kristiansund,2021-08-31
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23553,17870,73.9,56.1,31870,Molde,2021-08-31
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,45816,32645,68.7,49,66670,Ålesund,2021-08-31
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2361,2080,76.6,67.5,3083,Vanylven,2021-08-31
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1715,1408,70.1,57.6,2445,Sande,2021-08-31
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6143,4444,69.3,50.2,8858,Herøy,2021-08-31
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5881,4309,68.6,50.3,8575,Ulstein,2021-08-31
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3378,2623,65.7,51,5140,Hareid,2021-08-31
