granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,25473,9358,15.4200515757231,5.6648546557381,165194,Oslo,2021-05-19
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,15243,4527,9.20554398043301,2.73394329196485,165585,Oslo,2021-05-19
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,18996,3689,44.6565423856317,8.67224599181908,42538,Oslo,2021-05-19
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,17731,2288,38.4486945962356,4.96140168271316,46116,Oslo,2021-05-19
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,26143,5973,77.0089548721574,17.5945563803464,33948,Oslo,2021-05-19
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,25588,4639,73.8065707115867,13.3808301364331,34669,Oslo,2021-05-19
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,23710,11612,91.1993230248481,44.6649742287868,25998,Oslo,2021-05-19
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,21710,10179,89.8072309092413,42.1072226358898,24174,Oslo,2021-05-19
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14392,13679,93.9119086460033,89.2593800978793,15325,Oslo,2021-05-19
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11667,11171,95.3419955871537,91.2887145542208,12237,Oslo,2021-05-19
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6918,6693,89.4838960031044,86.5735351183547,7731,Oslo,2021-05-19
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3257,3178,89.9226946438432,87.7415792379901,3622,Oslo,2021-05-19
