granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,532693,466637,76.4,66.9,697010,Oslo,2021-10-14
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,357913,316574,74.2,65.6,482645,Rogaland,2021-10-14
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,206836,184628,77.9,69.5,265544,Møre og Romsdal,2021-10-14
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189106,167730,78.7,69.8,240345,Nordland,2021-10-14
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,969073,849308,77.4,67.8,1252384,Viken,2021-10-14
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,298164,267563,80.5,72.2,370603,Innlandet,2021-10-14
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,332743,296719,78.9,70.3,421882,Vestfold og Telemark,2021-10-14
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,238864,211791,77.3,68.6,308843,Agder,2021-10-14
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,490245,431732,76.7,67.6,638821,Vestland,2021-10-14
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,374607,333023,79.5,70.7,471124,Trøndelag,2021-10-14
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,185433,165878,76.6,68.5,242168,Troms og Finnmark,2021-10-14
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,532683,466630,76.4,66.9,697010,Oslo,2021-10-14
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11449,10229,77.4,69.2,14787,Eigersund,2021-10-14
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,108894,96358,75.5,66.8,144147,Stavanger,2021-10-14
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27557,23972,73.8,64.2,37323,Haugesund,2021-10-14
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58270,52072,72.4,64.7,80450,Sandnes,2021-10-14
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2406,2171,73.9,66.7,3257,Sokndal,2021-10-14
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2336,2135,73.6,67.3,3174,Lund,2021-10-14
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2123,1873,76.1,67.1,2791,Bjerkreim,2021-10-14
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13257,11706,69.3,61.2,19120,Hå,2021-10-14
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14337,12544,72.2,63.2,19848,Klepp,2021-10-14
