granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,538948,480586,63586,77.3,68.9,9.1,697010,Oslo,2021-11-30
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,362904,327578,41468,75.2,67.9,8.6,482645,Rogaland,2021-11-30
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,209847,192742,30646,79,72.6,11.5,265544,Møre og Romsdal,2021-11-30
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191693,174088,26566,79.8,72.4,11.1,240345,Nordland,2021-11-30
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,979865,877290,131136,78.2,70,10.5,1252384,Viken,2021-11-30
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,300994,275838,43947,81.2,74.4,11.9,370603,Innlandet,2021-11-30
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,335889,304655,52479,79.6,72.2,12.4,421882,Vestfold og Telemark,2021-11-30
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,241024,217926,27657,78,70.6,9,308843,Agder,2021-11-30
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,495680,446534,66408,77.6,69.9,10.4,638821,Vestland,2021-11-30
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,378731,345723,51452,80.4,73.4,10.9,471124,Trøndelag,2021-11-30
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189334,172802,28436,78.2,71.4,11.7,242168,Troms og Finnmark,2021-11-30
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,538938,480579,63586,77.3,68.9,9.1,697010,Oslo,2021-11-30
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11586,10680,1153,78.4,72.2,7.8,14787,Eigersund,2021-11-30
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,110370,99273,12558,76.6,68.9,8.7,144147,Stavanger,2021-11-30
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27878,25383,1879,74.7,68,5,37323,Haugesund,2021-11-30
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59018,53133,6619,73.4,66,8.2,80450,Sandnes,2021-11-30
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2423,2227,332,74.4,68.4,10.2,3257,Sokndal,2021-11-30
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2359,2209,418,74.3,69.6,13.2,3174,Lund,2021-11-30
