granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548190,508280,341389,78.6,72.9,49,697010,Oslo,2022-03-07
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371972,344275,245441,77.1,71.3,50.9,482645,Rogaland,2022-03-07
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214472,200850,151442,80.8,75.6,57,265544,Møre og Romsdal,2022-03-07
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195774,183147,131253,81.5,76.2,54.6,240345,Nordland,2022-03-07
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,995181,921344,670557,79.5,73.6,53.5,1252384,Viken,2022-03-07
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306061,287183,215461,82.6,77.5,58.1,370603,Innlandet,2022-03-07
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341079,318171,234225,80.8,75.4,55.5,421882,Vestfold og Telemark,2022-03-07
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244933,227126,164228,79.3,73.5,53.2,308843,Agder,2022-03-07
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505533,468307,342558,79.1,73.3,53.6,638821,Vestland,2022-03-07
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384919,359818,262904,81.7,76.4,55.8,471124,Trøndelag,2022-03-07
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192796,179968,123756,79.6,74.3,51.1,242168,Troms og Finnmark,2022-03-07
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548180,508273,341384,78.6,72.9,49,697010,Oslo,2022-03-07
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11878,11150,9095,80.3,75.4,61.5,14787,Eigersund,2022-03-07
