granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14834,3320,8.97974502705909,2.0097582236643,165194,Oslo,2021-04-14
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,6595,1516,3.98284868798502,0.91554186671498,165585,Oslo,2021-04-14
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,5929,1105,13.9381259109502,2.59767737082138,42538,Oslo,2021-04-14
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,3603,642,7.81290658339839,1.39214155607598,46116,Oslo,2021-04-14
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,11431,1091,33.6720867208672,3.21373865912572,33948,Oslo,2021-04-14
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,9789,499,28.2355995269549,1.43932619919813,34669,Oslo,2021-04-14
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,17254,1256,66.3666435879683,4.831140856989,25998,Oslo,2021-04-14
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,15345,907,63.4772896500372,3.75196492098949,24174,Oslo,2021-04-14
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,13883,8058,90.5905383360522,52.5807504078304,15325,Oslo,2021-04-14
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11322,6115,92.5226771267468,49.9713982185176,12237,Oslo,2021-04-14
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6803,6497,87.9963782175656,84.0382874143061,7731,Oslo,2021-04-14
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3216,3083,88.7907233572612,85.1187189398123,3622,Oslo,2021-04-14
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,9222,1866,10.1311713136906,2.04996374662184,91026,Rogaland,2021-04-14
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,2332,622,2.39989297218306,0.64010867439874,97171,Rogaland,2021-04-14
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,4238,932,13.3417283173304,2.93404690697308,31765,Rogaland,2021-04-14
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,1294,302,3.81249815856928,0.889779322942754,33941,Rogaland,2021-04-14
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,4229,886,15.8312432149141,3.31673716916857,26713,Rogaland,2021-04-14
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1626,290,5.78174447960744,1.03118443978238,28123,Rogaland,2021-04-14
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,9160,502,43.5692541856925,2.38774733637747,21024,Rogaland,2021-04-14
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,8803,426,41.4981379342856,2.00820251732428,21213,Rogaland,2021-04-14
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,11573,4508,93.015592348497,36.2321170229867,12442,Rogaland,2021-04-14
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10029,3624,94.1248240262787,34.0122008446739,10655,Rogaland,2021-04-14
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,5168,4799,90.4603535795554,84.0014003150709,5713,Rogaland,2021-04-14
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2967,2767,93.7440758293839,87.4249605055292,3165,Rogaland,2021-04-14
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,5230,1139,11.6039138248541,2.5271238712254,45071,Møre og Romsdal,2021-04-14
total,county,county15,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1502,310,3.0333629533888,0.626060263349221,49516,Møre og Romsdal,2021-04-14
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2857,688,16.618194509074,4.00186133085156,17192,Møre og Romsdal,2021-04-14
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,884,205,4.7330941800075,1.09760668201531,18677,Møre og Romsdal,2021-04-14
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,3254,693,20.2363184079602,4.30970149253731,16080,Møre og Romsdal,2021-04-14
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1351,205,7.92143066549399,1.20199355027851,17055,Møre og Romsdal,2021-04-14
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,3840,393,26.0533279055567,2.66639527783432,14739,Møre og Romsdal,2021-04-14
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,3492,242,23.1028779358253,1.60105855110817,15115,Møre og Romsdal,2021-04-14
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8194,2375,93.1453904740252,26.9978401727862,8797,Møre og Romsdal,2021-04-14
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,7481,1864,95.00889001778,23.6728473456947,7874,Møre og Romsdal,2021-04-14
total,county,county15,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,4130,3755,89.9978208760079,81.826105905426,4589,Møre og Romsdal,2021-04-14
total,county,county15,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2342,2172,91.9152276295133,85.243328100471,2548,Møre og Romsdal,2021-04-14
total,county,county18,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,5082,1208,12.6986506746627,3.01849075462269,40020,Nordland,2021-04-14
total,county,county18,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1505,365,3.45913395237657,0.838926174496644,43508,Nordland,2021-04-14
total,county,county18,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2756,805,17.0861748295102,4.99070055796652,16130,Nordland,2021-04-14
total,county,county18,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,856,231,5.15197111044237,1.39030996087872,16615,Nordland,2021-04-14
total,county,county18,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,2786,739,17.7757927646271,4.7151151662094,15673,Nordland,2021-04-14
