location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name,date_of_publishing
county03,1900-01-01,259888,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,699827,37136.035048662,Oslo,2022-07-05
county11,1900-01-01,123249,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,485797,25370.4736752183,Rogaland,2022-07-05
county15,1900-01-01,54645,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265848,20554.9787848696,Møre og Romsdal,2022-07-05
county18,1900-01-01,40142,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,240190,16712.6025230026,Nordland,2022-07-05
county30,1900-01-01,389337,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1269230,30675.0549545788,Viken,2022-07-05
county34,1900-01-01,79672,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371253,21460.2979639222,Innlandet,2022-07-05
county38,1900-01-01,103757,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,424832,24423.0660590539,Vestfold og Telemark,2022-07-05
county42,1900-01-01,80263,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,311134,25796.9235120559,Agder,2022-07-05
county46,1900-01-01,146084,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,641292,22779.638604567,Vestland,2022-07-05
county50,1900-01-01,101306,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,474131,21366.6687054844,Trøndelag,2022-07-05
county54,1900-01-01,48775,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241736,20176.9699175961,Troms og Finnmark,2022-07-05
municip0301,1900-01-01,259872,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,699827,37133.7487693387,Oslo,2022-07-05
municip1101,1900-01-01,2676,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14860,18008.0753701211,Eigersund,2022-07-05
municip1103,1900-01-01,40016,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,144699,27654.6486154016,Stavanger,2022-07-05
municip1106,1900-01-01,9690,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37444,25878.6454438628,Haugesund,2022-07-05
municip1108,1900-01-01,20802,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,81305,25585.1423651682,Sandnes,2022-07-05
municip1111,1900-01-01,785,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3281,23925.6324291375,Sokndal,2022-07-05
municip1112,1900-01-01,618,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3178,19446.1925739459,Lund,2022-07-05
municip1114,1900-01-01,606,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2789,21728.2179992829,Bjerkreim,2022-07-05
