granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,495202,345974,71,49.6,697010,Oslo,2021-08-25
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,322323,212512,66.8,44,482645,Rogaland,2021-08-25
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,187134,125737,70.5,47.4,265544,Møre og Romsdal,2021-08-25
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,170112,113893,70.8,47.4,240345,Nordland,2021-08-25
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,882559,635604,70.5,50.8,1252384,Viken,2021-08-25
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,272377,184947,73.5,49.9,370603,Innlandet,2021-08-25
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,302926,226625,71.8,53.7,421882,Vestfold og Telemark,2021-08-25
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,216089,163464,70,52.9,308843,Agder,2021-08-25
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,445511,328635,69.7,51.4,638821,Vestland,2021-08-25
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,339020,217185,72,46.1,471124,Trøndelag,2021-08-25
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,168123,113630,69.4,46.9,242168,Troms og Finnmark,2021-08-25
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,495195,345968,71,49.6,697010,Oslo,2021-08-25
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10235,6407,69.2,43.3,14787,Eigersund,2021-08-25
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,98717,63598,68.5,44.1,144147,Stavanger,2021-08-25
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24051,15600,64.4,41.8,37323,Haugesund,2021-08-25
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52964,33791,65.8,42,80450,Sandnes,2021-08-25
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2170,1954,66.6,60,3257,Sokndal,2021-08-25
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2152,1518,67.8,47.8,3174,Lund,2021-08-25
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1871,1352,67,48.4,2791,Bjerkreim,2021-08-25
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11890,7821,62.2,40.9,19120,Hå,2021-08-25
