granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,534275,470225,76.7,67.5,697010,Oslo,2021-10-28
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,359032,319355,74.4,66.2,482645,Rogaland,2021-10-28
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,208080,185866,78.4,70,265544,Møre og Romsdal,2021-10-28
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189688,169235,78.9,70.4,240345,Nordland,2021-10-28
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,971300,854569,77.6,68.2,1252384,Viken,2021-10-28
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,298880,268755,80.6,72.5,370603,Innlandet,2021-10-28
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,333337,298167,79,70.7,421882,Vestfold og Telemark,2021-10-28
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,239287,212937,77.5,68.9,308843,Agder,2021-10-28
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,491289,434980,76.9,68.1,638821,Vestland,2021-10-28
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,375703,336559,79.7,71.4,471124,Trøndelag,2021-10-28
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,186332,167382,76.9,69.1,242168,Troms og Finnmark,2021-10-28
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,534265,470218,76.7,67.5,697010,Oslo,2021-10-28
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11486,10314,77.7,69.8,14787,Eigersund,2021-10-28
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,109181,96991,75.7,67.3,144147,Stavanger,2021-10-28
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27665,24501,74.1,65.6,37323,Haugesund,2021-10-28
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58450,52349,72.7,65.1,80450,Sandnes,2021-10-28
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2413,2185,74.1,67.1,3257,Sokndal,2021-10-28
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2340,2141,73.7,67.5,3174,Lund,2021-10-28
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2127,1885,76.2,67.5,2791,Bjerkreim,2021-10-28
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13450,11841,70.3,61.9,19120,Hå,2021-10-28
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14379,12776,72.4,64.4,19848,Klepp,2021-10-28
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14070,12616,73.6,66,19106,Time,2021-10-28
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8559,7610,70.9,63.1,12064,Gjesdal,2021-10-28
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20469,18007,74.5,65.6,27457,Sola,2021-10-28
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8730,7630,77.2,67.4,11315,Randaberg,2021-10-28
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9953,8691,76.2,66.5,13070,Strand,2021-10-28
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1954,1758,75.7,68.1,2580,Hjelmeland,2021-10-28
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2945,2613,77.3,68.6,3809,Suldal,2021-10-28
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3600,3192,78.9,70,4561,Sauda,2021-10-28
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,418,388,82.4,76.5,507,Kvitsøy,2021-10-28
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,694,620,80.8,72.2,859,Bokn,2021-10-28
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8305,7137,74.3,63.8,11178,Tysvær,2021-10-28
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31127,28114,73.5,66.4,42345,Karmøy,2021-10-28
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,159,84.9,82.8,192,Utsira,2021-10-28
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6547,5831,75.2,67,8705,Vindafjord,2021-10-28
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19272,17121,80,71,24099,Kristiansund,2021-10-28
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25810,22943,81,72,31870,Molde,2021-10-28
