granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547619,506415,330384,78.6,72.7,47.4,697010,Oslo,2022-02-09
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371766,343115,235712,77,71.1,48.8,482645,Rogaland,2022-02-09
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214252,200202,145449,80.7,75.4,54.8,265544,Møre og Romsdal,2022-02-09
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195533,182415,125090,81.4,75.9,52,240345,Nordland,2022-02-09
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,993719,918018,655040,79.3,73.3,52.3,1252384,Viken,2022-02-09
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305533,285989,208590,82.4,77.2,56.3,370603,Innlandet,2022-02-09
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340783,317176,228285,80.8,75.2,54.1,421882,Vestfold og Telemark,2022-02-09
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244704,226444,160526,79.2,73.3,52,308843,Agder,2022-02-09
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504223,466028,331036,78.9,73,51.8,638821,Vestland,2022-02-09
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384275,358317,251183,81.6,76.1,53.3,471124,Trøndelag,2022-02-09
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192457,179205,118736,79.5,74,49,242168,Troms og Finnmark,2022-02-09
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547609,506408,330379,78.6,72.7,47.4,697010,Oslo,2022-02-09
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11843,11068,8858,80.1,74.8,59.9,14787,Eigersund,2022-02-09
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113119,104390,69653,78.5,72.4,48.3,144147,Stavanger,2022-02-09
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28647,26442,17432,76.8,70.8,46.7,37323,Haugesund,2022-02-09
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60307,55798,40476,75,69.4,50.3,80450,Sandnes,2022-02-09
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2478,2319,1730,76.1,71.2,53.1,3257,Sokndal,2022-02-09
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2422,2276,1738,76.3,71.7,54.8,3174,Lund,2022-02-09
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2181,2039,1459,78.1,73.1,52.3,2791,Bjerkreim,2022-02-09
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14018,12848,8678,73.3,67.2,45.4,19120,Hå,2022-02-09
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15042,13762,8515,75.8,69.3,42.9,19848,Klepp,2022-02-09
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14650,13504,8519,76.7,70.7,44.6,19106,Time,2022-02-09
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8844,8147,5673,73.3,67.5,47,12064,Gjesdal,2022-02-09
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21147,19449,12668,77,70.8,46.1,27457,Sola,2022-02-09
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9038,8273,5559,79.9,73.1,49.1,11315,Randaberg,2022-02-09
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10285,9416,6715,78.7,72,51.4,13070,Strand,2022-02-09
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2020,1882,1327,78.3,72.9,51.4,2580,Hjelmeland,2022-02-09
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3043,2822,2326,79.9,74.1,61.1,3809,Suldal,2022-02-09
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3669,3404,2539,80.4,74.6,55.7,4561,Sauda,2022-02-09
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,405,333,84.6,79.9,65.7,507,Kvitsøy,2022-02-09
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,676,475,81.5,78.7,55.3,859,Bokn,2022-02-09
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8556,7770,5236,76.5,69.5,46.8,11178,Tysvær,2022-02-09
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32224,29849,21131,76.1,70.5,49.9,42345,Karmøy,2022-02-09
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,160,145,84.9,83.3,75.5,192,Utsira,2022-02-09
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6749,6239,4477,77.5,71.7,51.4,8705,Vindafjord,2022-02-09
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19801,18817,14294,82.2,78.1,59.3,24099,Kristiansund,2022-02-09
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26387,24705,17860,82.8,77.5,56,31870,Molde,2022-02-09
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52733,48904,32702,79.1,73.4,49.1,66670,Ålesund,2022-02-09
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2575,2469,1854,83.5,80.1,60.1,3083,Vanylven,2022-02-09
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1890,1767,1315,77.3,72.3,53.8,2445,Sande,2022-02-09
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6929,6447,4473,78.2,72.8,50.5,8858,Herøy,2022-02-09
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6723,6224,4665,78.4,72.6,54.4,8575,Ulstein,2022-02-09
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3873,3609,2668,75.4,70.2,51.9,5140,Hareid,2022-02-09
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8682,8073,6391,80.2,74.5,59,10830,Ørsta,2022-02-09
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3652,3397,2656,81.5,75.8,59.3,4482,Stranda,2022-02-09
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6233,5812,4532,82.1,76.5,59.7,7596,Sykkylven,2022-02-09
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7392,6817,5279,78.6,72.5,56.1,9409,Sula,2022-02-09
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6601,6078,4185,77.6,71.5,49.2,8506,Giske,2022-02-09
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5620,5277,3594,80.8,75.8,51.7,6958,Vestnes,2022-02-09
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5663,5255,3391,80.6,74.8,48.3,7026,Rauma,2022-02-09
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2881,2772,1966,81.8,78.7,55.8,3522,Aukra,2022-02-09
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4769,4475,2915,82.1,77,50.2,5808,Averøy,2022-02-09
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2129,1992,1572,80.1,74.9,59.1,2658,Gjemnes,2022-02-09
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2487,2357,1970,83.3,79,66,2985,Tingvoll,2022-02-09
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5966,5638,4644,85.8,81.1,66.8,6956,Sunndal,2022-02-09
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4979,4729,3903,84.8,80.5,66.5,5872,Surnadal,2022-02-09
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1772,1697,1326,83.3,79.7,62.3,2128,Smøla,2022-02-09
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2829,2688,2068,81.6,77.5,59.6,3468,Aure,2022-02-09
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8836,8252,6192,82,76.5,57.4,10781,Volda,2022-02-09
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2077,1944,1551,83,77.7,62,2502,Fjord,2022-02-09
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10495,9776,7433,78.8,73.4,55.8,13317,Hustadvika,2022-02-09
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42988,39840,26975,81.8,75.8,51.3,52560,Bodø,2022-02-09
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17528,16421,11071,80.9,75.8,51.1,21661,Narvik,2022-02-09
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1165,1076,763,83.4,77,54.6,1397,Bindal,2022-02-09
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1678,1564,1019,84.3,78.6,51.2,1990,Sømna,2022-02-09
