granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,541740,487472,114299,77.7,69.9,16.4,697010,Oslo,2021-12-16
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,365633,333992,90503,75.8,69.2,18.8,482645,Rogaland,2021-12-16
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,211137,195105,62664,79.5,73.5,23.6,265544,Møre og Romsdal,2021-12-16
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192758,177805,53853,80.2,74,22.4,240345,Nordland,2021-12-16
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,985460,892262,263351,78.7,71.2,21,1252384,Viken,2021-12-16
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,302853,280028,94464,81.7,75.6,25.5,370603,Innlandet,2021-12-16
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,337915,310408,106124,80.1,73.6,25.2,421882,Vestfold og Telemark,2021-12-16
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,242359,221599,64896,78.5,71.8,21,308843,Agder,2021-12-16
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,498811,453566,135096,78.1,71,21.1,638821,Vestland,2021-12-16
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,380311,350753,96622,80.7,74.5,20.5,471124,Trøndelag,2021-12-16
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,190508,175229,55440,78.7,72.4,22.9,242168,Troms og Finnmark,2021-12-16
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,541730,487465,114294,77.7,69.9,16.4,697010,Oslo,2021-12-16
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11652,10770,3230,78.8,72.8,21.8,14787,Eigersund,2021-12-16
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,111263,101516,24885,77.2,70.4,17.3,144147,Stavanger,2021-12-16
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28165,25639,6832,75.5,68.7,18.3,37323,Haugesund,2021-12-16
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59477,54601,15279,73.9,67.9,19,80450,Sandnes,2021-12-16
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2439,2251,763,74.9,69.1,23.4,3257,Sokndal,2021-12-16
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2369,2225,760,74.6,70.1,23.9,3174,Lund,2021-12-16
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2141,1966,644,76.7,70.4,23.1,2791,Bjerkreim,2021-12-16
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13739,12430,3371,71.9,65,17.6,19120,Hå,2021-12-16
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14737,13303,3221,74.2,67,16.2,19848,Klepp,2021-12-16
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14349,13084,3275,75.1,68.5,17.1,19106,Time,2021-12-16
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8695,7944,1847,72.1,65.8,15.3,12064,Gjesdal,2021-12-16
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20849,18993,4888,75.9,69.2,17.8,27457,Sola,2021-12-16
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8895,8066,2255,78.6,71.3,19.9,11315,Randaberg,2021-12-16
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10136,9231,2739,77.6,70.6,21,13070,Strand,2021-12-16
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1988,1802,666,77.1,69.8,25.8,2580,Hjelmeland,2021-12-16
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2989,2740,898,78.5,71.9,23.6,3809,Suldal,2021-12-16
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3643,3363,973,79.9,73.7,21.3,4561,Sauda,2021-12-16
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,426,401,156,84,79.1,30.8,507,Kvitsøy,2021-12-16
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,702,660,282,81.7,76.8,32.8,859,Bokn,2021-12-16
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8419,7596,2283,75.3,68,20.4,11178,Tysvær,2021-12-16
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31730,29141,9340,74.9,68.8,22.1,42345,Karmøy,2021-12-16
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,90,85.4,83.9,46.9,192,Utsira,2021-12-16
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6659,6103,1823,76.5,70.1,20.9,8705,Vindafjord,2021-12-16
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19513,18070,6689,81,75,27.8,24099,Kristiansund,2021-12-16
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26093,24189,7429,81.9,75.9,23.3,31870,Molde,2021-12-16
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,51988,47923,14658,78,71.9,22,66670,Ålesund,2021-12-16
