granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,545038,499017,237541,78.2,71.6,34.1,697010,Oslo,2022-01-13
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,369450,338844,170079,76.5,70.2,35.2,482645,Rogaland,2022-01-13
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,212778,197103,104355,80.1,74.2,39.3,265544,Møre og Romsdal,2022-01-13
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194257,179952,92082,80.8,74.9,38.3,240345,Nordland,2022-01-13
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,992355,907422,501431,79.2,72.5,40,1252384,Viken,2022-01-13
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,304774,283210,156813,82.2,76.4,42.3,370603,Innlandet,2022-01-13
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340099,314295,178265,80.6,74.5,42.3,421882,Vestfold og Telemark,2022-01-13
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244147,224289,125073,79.1,72.6,40.5,308843,Agder,2022-01-13
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,502743,460772,248522,78.7,72.1,38.9,638821,Vestland,2022-01-13
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,382641,354550,175728,81.2,75.3,37.3,471124,Trøndelag,2022-01-13
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191873,177510,90382,79.2,73.3,37.3,242168,Troms og Finnmark,2022-01-13
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,545029,499011,237536,78.2,71.6,34.1,697010,Oslo,2022-01-13
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11796,10910,6674,79.8,73.8,45.1,14787,Eigersund,2022-01-13
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112443,103077,47691,78,71.5,33.1,144147,Stavanger,2022-01-13
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28438,26059,13271,76.2,69.8,35.6,37323,Haugesund,2022-01-13
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60080,55438,28402,74.7,68.9,35.3,80450,Sandnes,2022-01-13
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2466,2282,1623,75.7,70.1,49.8,3257,Sokndal,2022-01-13
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2408,2258,1366,75.9,71.1,43,3174,Lund,2022-01-13
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2161,1980,1134,77.4,70.9,40.6,2791,Bjerkreim,2022-01-13
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13936,12634,6465,72.9,66.1,33.8,19120,Hå,2022-01-13
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14945,13489,5700,75.3,68,28.7,19848,Klepp,2022-01-13
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14540,13301,6137,76.1,69.6,32.1,19106,Time,2022-01-13
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8794,8049,3918,72.9,66.7,32.5,12064,Gjesdal,2022-01-13
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21005,19227,8753,76.5,70,31.9,27457,Sola,2022-01-13
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8964,8169,3852,79.2,72.2,34,11315,Randaberg,2022-01-13
