granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,546384,503550,303081,78.4,72.2,43.5,697010,Oslo,2022-01-25
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,370667,341017,208772,76.8,70.7,43.3,482645,Rogaland,2022-01-25
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,213352,198302,129676,80.3,74.7,48.8,265544,Møre og Romsdal,2022-01-25
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194816,180879,111506,81.1,75.3,46.4,240345,Nordland,2022-01-25
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,994667,914340,605556,79.4,73,48.4,1252384,Viken,2022-01-25
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305452,284756,187672,82.4,76.8,50.6,370603,Innlandet,2022-01-25
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340839,315959,210687,80.8,74.9,49.9,421882,Vestfold og Telemark,2022-01-25
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244699,225587,149308,79.2,73,48.3,308843,Agder,2022-01-25
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504223,463994,299593,78.9,72.6,46.9,638821,Vestland,2022-01-25
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,383558,356225,218867,81.4,75.6,46.5,471124,Trøndelag,2022-01-25
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192372,178435,107181,79.4,73.7,44.3,242168,Troms og Finnmark,2022-01-25
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,546375,503544,303076,78.4,72.2,43.5,697010,Oslo,2022-01-25
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11820,10957,7875,79.9,74.1,53.3,14787,Eigersund,2022-01-25
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112768,103754,59600,78.2,72,41.3,144147,Stavanger,2022-01-25
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28569,26265,15687,76.5,70.4,42,37323,Haugesund,2022-01-25
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60296,55699,35882,74.9,69.2,44.6,80450,Sandnes,2022-01-25
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2471,2289,1695,75.9,70.3,52,3257,Sokndal,2022-01-25
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2417,2266,1649,76.1,71.4,52,3174,Lund,2022-01-25
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2166,1995,1301,77.6,71.5,46.6,2791,Bjerkreim,2022-01-25
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13985,12755,7739,73.1,66.7,40.5,19120,Hå,2022-01-25
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15003,13681,7637,75.6,68.9,38.5,19848,Klepp,2022-01-25
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14597,13404,7472,76.4,70.2,39.1,19106,Time,2022-01-25
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8824,8091,4929,73.1,67.1,40.9,12064,Gjesdal,2022-01-25
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21084,19338,11016,76.8,70.4,40.1,27457,Sola,2022-01-25
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8991,8224,4933,79.5,72.7,43.6,11315,Randaberg,2022-01-25
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10251,9372,5983,78.4,71.7,45.8,13070,Strand,2022-01-25
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2006,1849,1264,77.8,71.7,49,2580,Hjelmeland,2022-01-25
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3038,2799,2224,79.8,73.5,58.4,3809,Suldal,2022-01-25
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3666,3392,2388,80.4,74.4,52.4,4561,Sauda,2022-01-25
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,430,404,311,84.8,79.7,61.3,507,Kvitsøy,2022-01-25
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,699,664,444,81.4,77.3,51.7,859,Bokn,2022-01-25
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8530,7734,4908,76.3,69.2,43.9,11178,Tysvær,2022-01-25
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32148,29696,19827,75.9,70.1,46.8,42345,Karmøy,2022-01-25
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,141,85.4,83.9,73.4,192,Utsira,2022-01-25
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6738,6223,3863,77.4,71.5,44.4,8705,Vindafjord,2022-01-25
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19700,18301,13094,81.7,75.9,54.3,24099,Kristiansund,2022-01-25
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26306,24520,15251,82.5,76.9,47.9,31870,Molde,2022-01-25
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52695,48753,28992,79,73.1,43.5,66670,Ålesund,2022-01-25
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2568,2442,1733,83.3,79.2,56.2,3083,Vanylven,2022-01-25
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1891,1759,1205,77.3,71.9,49.3,2445,Sande,2022-01-25
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6908,6411,4062,78,72.4,45.9,8858,Herøy,2022-01-25
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6700,6180,4141,78.1,72.1,48.3,8575,Ulstein,2022-01-25
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3857,3590,2328,75,69.8,45.3,5140,Hareid,2022-01-25
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8661,8055,5747,80,74.4,53.1,10830,Ørsta,2022-01-25
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3631,3384,1953,81,75.5,43.6,4482,Stranda,2022-01-25
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6198,5727,4309,81.6,75.4,56.7,7596,Sykkylven,2022-01-25
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7378,6806,5115,78.4,72.3,54.4,9409,Sula,2022-01-25
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6550,5972,3610,77,70.2,42.4,8506,Giske,2022-01-25
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5604,5237,3295,80.5,75.3,47.4,6958,Vestnes,2022-01-25
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5636,5228,3087,80.2,74.4,43.9,7026,Rauma,2022-01-25
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2867,2747,1757,81.4,78,49.9,3522,Aukra,2022-01-25
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4740,4422,2493,81.6,76.1,42.9,5808,Averøy,2022-01-25
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2124,1971,1493,79.9,74.2,56.2,2658,Gjemnes,2022-01-25
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2487,2349,1894,83.3,78.7,63.5,2985,Tingvoll,2022-01-25
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5911,5580,4029,85,80.2,57.9,6956,Sunndal,2022-01-25
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4971,4689,3580,84.7,79.9,61,5872,Surnadal,2022-01-25
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1759,1662,1224,82.7,78.1,57.5,2128,Smøla,2022-01-25
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2783,2607,1881,80.2,75.2,54.2,3468,Aure,2022-01-25
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8830,8201,5146,81.9,76.1,47.7,10781,Volda,2022-01-25
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2093,1956,1520,83.7,78.2,60.8,2502,Fjord,2022-01-25
