granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7512,2683,4.54738065547175,1.62415099822027,165194,Oslo,2021-03-08
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,3186,1252,1.92408732675061,0.75610713530815,165585,Oslo,2021-03-08
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2398,819,5.63731252056984,1.92533734543232,42538,Oslo,2021-03-08
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,1118,489,2.42432127678029,1.06036950299245,46116,Oslo,2021-03-08
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,2406,824,7.08731000353482,2.42724166372099,33948,Oslo,2021-03-08
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1151,376,3.3199688482506,1.08454238657013,34669,Oslo,2021-03-08
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,1300,734,5.00038464497269,2.82329409954612,25998,Oslo,2021-03-08
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,966,572,3.99602879126334,2.36617853892612,24174,Oslo,2021-03-08
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,7808,3656,50.9494290375204,23.8564437194127,15325,Oslo,2021-03-08
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,5906,2597,48.2634632671406,21.222521859933,12237,Oslo,2021-03-08
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6534,5742,84.5168800931316,74.2724097788126,7731,Oslo,2021-03-08
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3111,2741,85.8917725013805,75.6764218663722,3622,Oslo,2021-03-08
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,5014,1503,5.50831630523147,1.65117658690923,91026,Rogaland,2021-03-08
