granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,543799,493644,180491,78,70.8,25.9,697010,Oslo,2022-01-05
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,368151,336844,133951,76.3,69.8,27.8,482645,Rogaland,2022-01-05
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,212226,196121,85468,79.9,73.9,32.2,265544,Møre og Romsdal,2022-01-05
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,193743,178960,73960,80.6,74.5,30.8,240345,Nordland,2022-01-05
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,989973,900880,389387,79,71.9,31.1,1252384,Viken,2022-01-05
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,304175,281771,126918,82.1,76,34.2,370603,Innlandet,2022-01-05
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,339440,312669,144087,80.5,74.1,34.2,421882,Vestfold og Telemark,2022-01-05
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,243527,223090,99234,78.9,72.2,32.1,308843,Agder,2022-01-05
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,501408,458131,196625,78.5,71.7,30.8,638821,Vestland,2022-01-05
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,381879,353142,140273,81.1,75,29.8,471124,Trøndelag,2022-01-05
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191438,176583,73947,79.1,72.9,30.5,242168,Troms og Finnmark,2022-01-05
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,543790,493638,180487,78,70.8,25.9,697010,Oslo,2022-01-05
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11746,10831,5330,79.4,73.2,36,14787,Eigersund,2022-01-05
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112057,102523,37881,77.7,71.1,26.3,144147,Stavanger,2022-01-05
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28280,25794,9745,75.8,69.1,26.1,37323,Haugesund,2022-01-05
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59865,55208,22886,74.4,68.6,28.4,80450,Sandnes,2022-01-05
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2457,2264,1176,75.4,69.5,36.1,3257,Sokndal,2022-01-05
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2384,2232,923,75.1,70.3,29.1,3174,Lund,2022-01-05
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2158,1978,1092,77.3,70.9,39.1,2791,Bjerkreim,2022-01-05
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13900,12539,5083,72.7,65.6,26.6,19120,Hå,2022-01-05
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14866,13403,4656,74.9,67.5,23.5,19848,Klepp,2022-01-05
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14476,13170,4923,75.8,68.9,25.8,19106,Time,2022-01-05
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8749,7977,2592,72.5,66.1,21.5,12064,Gjesdal,2022-01-05
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20943,19112,6489,76.3,69.6,23.6,27457,Sola,2022-01-05
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8955,8141,3303,79.1,71.9,29.2,11315,Randaberg,2022-01-05
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10193,9280,3549,78,71,27.2,13070,Strand,2022-01-05
