granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,531768,463785,76.3,66.5,697010,Oslo,2021-10-07
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,356624,314939,73.9,65.3,482645,Rogaland,2021-10-07
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,206297,183196,77.7,69,265544,Møre og Romsdal,2021-10-07
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188293,166344,78.3,69.2,240345,Nordland,2021-10-07
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,967417,845883,77.2,67.5,1252384,Viken,2021-10-07
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,297179,265818,80.2,71.7,370603,Innlandet,2021-10-07
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,332011,295411,78.7,70,421882,Vestfold og Telemark,2021-10-07
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,237968,211005,77.1,68.3,308843,Agder,2021-10-07
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,488957,429343,76.5,67.2,638821,Vestland,2021-10-07
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,373216,329260,79.2,69.9,471124,Trøndelag,2021-10-07
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,184840,164487,76.3,67.9,242168,Troms og Finnmark,2021-10-07
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,531758,463778,76.3,66.5,697010,Oslo,2021-10-07
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11426,10175,77.3,68.8,14787,Eigersund,2021-10-07
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,108680,95991,75.4,66.6,144147,Stavanger,2021-10-07
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27543,23934,73.8,64.1,37323,Haugesund,2021-10-07
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58116,51851,72.2,64.5,80450,Sandnes,2021-10-07
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2402,2164,73.7,66.4,3257,Sokndal,2021-10-07
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2333,2131,73.5,67.1,3174,Lund,2021-10-07
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2122,1864,76,66.8,2791,Bjerkreim,2021-10-07
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12978,11597,67.9,60.7,19120,Hå,2021-10-07
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14289,12412,72,62.5,19848,Klepp,2021-10-07
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13850,12291,72.5,64.3,19106,Time,2021-10-07
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8453,7489,70.1,62.1,12064,Gjesdal,2021-10-07
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20373,17706,74.2,64.5,27457,Sola,2021-10-07
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8651,7477,76.5,66.1,11315,Randaberg,2021-10-07
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9943,8588,76.1,65.7,13070,Strand,2021-10-07
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1951,1693,75.6,65.6,2580,Hjelmeland,2021-10-07
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2934,2600,77,68.3,3809,Suldal,2021-10-07
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3602,3156,79,69.2,4561,Sauda,2021-10-07
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,416,377,82.1,74.4,507,Kvitsøy,2021-10-07
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,692,616,80.6,71.7,859,Bokn,2021-10-07
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8285,7058,74.1,63.1,11178,Tysvær,2021-10-07
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,30922,27843,73,65.8,42345,Karmøy,2021-10-07
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,156,84.9,81.2,192,Utsira,2021-10-07
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6493,5764,74.6,66.2,8705,Vindafjord,2021-10-07
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19270,17082,80,70.9,24099,Kristiansund,2021-10-07
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25741,22743,80.8,71.4,31870,Molde,2021-10-07
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,49699,44682,74.5,67,66670,Ålesund,2021-10-07
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2521,2294,81.8,74.4,3083,Vanylven,2021-10-07
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1837,1612,75.1,65.9,2445,Sande,2021-10-07
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6653,5858,75.1,66.1,8858,Herøy,2021-10-07
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6491,5718,75.7,66.7,8575,Ulstein,2021-10-07
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3712,3322,72.2,64.6,5140,Hareid,2021-10-07
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8415,7479,77.7,69.1,10830,Ørsta,2021-10-07
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3538,3145,78.9,70.2,4482,Stranda,2021-10-07
