granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,544804,498199,228664,78.2,71.5,32.8,697010,Oslo,2022-01-12
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,369233,338465,163095,76.5,70.1,33.8,482645,Rogaland,2022-01-12
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,212689,196986,101116,80.1,74.2,38.1,265544,Møre og Romsdal,2022-01-12
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194173,179762,87173,80.8,74.8,36.3,240345,Nordland,2022-01-12
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,991945,906252,479096,79.2,72.4,38.3,1252384,Viken,2022-01-12
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,304676,282850,149360,82.2,76.3,40.3,370603,Innlandet,2022-01-12
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,339976,313879,170726,80.6,74.4,40.5,421882,Vestfold og Telemark,2022-01-12
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244049,224109,121563,79,72.6,39.4,308843,Agder,2022-01-12
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,502527,460256,237726,78.7,72,37.2,638821,Vestland,2022-01-12
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,382487,354342,169760,81.2,75.2,36,471124,Trøndelag,2022-01-12
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191806,177316,86691,79.2,73.2,35.8,242168,Troms og Finnmark,2022-01-12
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,544795,498193,228659,78.2,71.5,32.8,697010,Oslo,2022-01-12
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11778,10869,5855,79.7,73.5,39.6,14787,Eigersund,2022-01-12
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112390,102984,46058,78,71.4,32,144147,Stavanger,2022-01-12
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28420,26028,13008,76.1,69.7,34.9,37323,Haugesund,2022-01-12
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60048,55417,28092,74.6,68.9,34.9,80450,Sandnes,2022-01-12
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2460,2271,1467,75.5,69.7,45,3257,Sokndal,2022-01-12
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2409,2249,1175,75.9,70.9,37,3174,Lund,2022-01-12
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2156,1976,1133,77.2,70.8,40.6,2791,Bjerkreim,2022-01-12
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13927,12632,6299,72.8,66.1,32.9,19120,Hå,2022-01-12
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14927,13478,5665,75.2,67.9,28.5,19848,Klepp,2022-01-12
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14524,13256,5801,76,69.4,30.4,19106,Time,2022-01-12
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8778,8029,3455,72.8,66.6,28.6,12064,Gjesdal,2022-01-12
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20981,19185,7984,76.4,69.9,29.1,27457,Sola,2022-01-12
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8967,8171,3847,79.2,72.2,34,11315,Randaberg,2022-01-12
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10215,9307,4247,78.2,71.2,32.5,13070,Strand,2022-01-12
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2000,1819,950,77.5,70.5,36.8,2580,Hjelmeland,2022-01-12
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3022,2783,1838,79.3,73.1,48.3,3809,Suldal,2022-01-12
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3663,3391,1858,80.3,74.3,40.7,4561,Sauda,2022-01-12
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,431,405,278,85,79.9,54.8,507,Kvitsøy,2022-01-12
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,661,383,81.5,76.9,44.6,859,Bokn,2022-01-12
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8511,7710,4329,76.1,69,38.7,11178,Tysvær,2022-01-12
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32060,29504,16597,75.7,69.7,39.2,42345,Karmøy,2022-01-12
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,121,85.4,83.9,63,192,Utsira,2022-01-12
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6696,6174,2651,76.9,70.9,30.5,8705,Vindafjord,2022-01-12
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19638,18228,9611,81.5,75.6,39.9,24099,Kristiansund,2022-01-12
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26201,24359,11943,82.2,76.4,37.5,31870,Molde,2022-01-12
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52517,48477,23196,78.8,72.7,34.8,66670,Ålesund,2022-01-12
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2563,2432,1483,83.1,78.9,48.1,3083,Vanylven,2022-01-12
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1884,1748,1107,77.1,71.5,45.3,2445,Sande,2022-01-12
