granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,538125,477635,55037,77.2,68.5,7.9,697010,Oslo,2021-11-25
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,362150,326238,28874,75,67.6,6,482645,Rogaland,2021-11-25
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,209544,192136,21559,78.9,72.4,8.1,265544,Møre og Romsdal,2021-11-25
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191397,173059,20152,79.6,72,8.4,240345,Nordland,2021-11-25
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,978680,872031,107286,78.1,69.6,8.6,1252384,Viken,2021-11-25
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,300728,274817,34692,81.1,74.2,9.4,370603,Innlandet,2021-11-25
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,335536,303182,40574,79.5,71.9,9.6,421882,Vestfold og Telemark,2021-11-25
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,240694,217184,19706,77.9,70.3,6.4,308843,Agder,2021-11-25
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,494683,443827,50389,77.4,69.5,7.9,638821,Vestland,2021-11-25
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,378251,343455,36021,80.3,72.9,7.6,471124,Trøndelag,2021-11-25
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188845,171783,22417,78,70.9,9.3,242168,Troms og Finnmark,2021-11-25
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,538115,477628,55037,77.2,68.5,7.9,697010,Oslo,2021-11-25
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11553,10580,707,78.1,71.5,4.8,14787,Eigersund,2021-11-25
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,110208,98764,9230,76.5,68.5,6.4,144147,Stavanger,2021-11-25
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27867,25345,1596,74.7,67.9,4.3,37323,Haugesund,2021-11-25
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58826,52906,2870,73.1,65.8,3.6,80450,Sandnes,2021-11-25
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2423,2226,298,74.4,68.3,9.1,3257,Sokndal,2021-11-25
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2357,2208,405,74.3,69.6,12.8,3174,Lund,2021-11-25
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2140,1960,303,76.7,70.2,10.9,2791,Bjerkreim,2021-11-25
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13582,12197,1234,71,63.8,6.5,19120,Hå,2021-11-25
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14578,13151,1186,73.4,66.3,6,19848,Klepp,2021-11-25
