granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8635,466,,63.953488372093,3.45134054214191,,13502,Oslo,2022-03-09
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5492,4172,,86.3522012578616,65.5974842767296,,6360,Oslo,2022-03-09
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29085,26976,12070,93.0243715217808,86.2790251391288,38.6042346318685,31266,Oslo,2022-03-09
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93743,89128,51376,90.4636911942099,86.010132689988,49.57876960193,103625,Oslo,2022-03-09
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,22012,21121,13298,91.9350123209289,88.2136741427557,55.5402414066742,23943,Oslo,2022-03-09
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40098,39056,29902,94.2639522309464,91.8143777328506,70.2947952419014,42538,Oslo,2022-03-09
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32599,32099,27940,95,94.5534346647814,82.3023447625781,33948,Oslo,2022-03-09
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24836,24570,22460,95,94.5072697899839,86.3912608662205,25998,Oslo,2022-03-09
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15998,15856,14582,95,95,95,15325,Oslo,2022-03-09
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7928,7794,6582,95,95,85.1377570818782,7731,Oslo,2022-03-09
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8903,423,,63.9629283712911,3.03901142323443,,13919,Oslo,2022-03-09
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5264,3817,,80.0364908012772,58.0355785312453,,6577,Oslo,2022-03-09
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25079,22556,8277,89.1539281905439,80.1848560255955,29.4241023817988,28130,Oslo,2022-03-09
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90880,86005,47051,87.0514760819173,82.3818463955248,45.0688710511696,104398,Oslo,2022-03-09
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22740,21865,13998,85.8761329305136,82.5717522658611,52.8625377643505,26480,Oslo,2022-03-09
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41654,40515,30975,90.3243993407928,87.8545407233932,67.1675774134791,46116,Oslo,2022-03-09
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32953,32384,27679,95,93.4090974645937,79.8378955262627,34669,Oslo,2022-03-09
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22958,22733,20502,94.9698022668983,94.0390502192438,84.8101265822785,24174,Oslo,2022-03-09
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13211,13100,12039,95,95,95,12237,Oslo,2022-03-09
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3873,3815,3193,95,95,88.1557150745445,3622,Oslo,2022-03-09
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9303,548,,74.3407383730222,4.37909541313729,,12514,Rogaland,2022-03-09
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5322,4978,,89.4453781512605,83.6638655462185,,5950,Rogaland,2022-03-09
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18559,17727,9406,91.9217434373452,87.8008915304606,46.5874195146112,20190,Rogaland,2022-03-09
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42726,41055,22795,87.2226191691334,83.8113708278045,46.5346534653465,48985,Rogaland,2022-03-09
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14731,14344,10068,92.6419722030061,90.2081630086158,63.3167725300296,15901,Rogaland,2022-03-09
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29578,29142,24093,93.1150637494097,91.7424838658901,75.8476310404533,31765,Rogaland,2022-03-09
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25946,25737,23832,95,95,89.2149889566878,26713,Rogaland,2022-03-09
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20792,20650,19682,95,95,93.6168188736682,21024,Rogaland,2022-03-09
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12978,12871,11861,95,95,95,12442,Rogaland,2022-03-09
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6097,5986,5074,95,95,88.8149833712585,5713,Rogaland,2022-03-09
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9331,453,,71.5951814624415,3.47579221974987,,13033,Rogaland,2022-03-09
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5500,4953,,88.5953608247423,79.7841494845361,,6208,Rogaland,2022-03-09
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,19034,17819,6966,87.0444048109023,81.4880870718434,31.8562217039374,21867,Rogaland,2022-03-09
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,43257,41168,20625,84.0447648098856,79.9860109969108,40.0726650993802,51469,Rogaland,2022-03-09
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14985,14517,9347,85.0116298859704,82.3566120156578,53.0266069098542,17627,Rogaland,2022-03-09
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30654,30124,24030,90.3155475678383,88.7540143189653,70.7993282460741,33941,Rogaland,2022-03-09
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26776,26494,24308,95,94.2075880951534,86.4345909042421,28123,Rogaland,2022-03-09
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20988,20841,19916,95,95,93.8858247301183,21213,Rogaland,2022-03-09
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11471,11390,10577,95,95,95,10655,Rogaland,2022-03-09
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3556,3497,2993,95,95,94.565560821485,3165,Rogaland,2022-03-09
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5316,679,,82.8166381056239,10.5779716466739,,6419,Møre og Romsdal,2022-03-09
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3027,3089,,94.181705040448,95,,3214,Møre og Romsdal,2022-03-09
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,10145,9880,5631,93.2187815859598,90.7837912340347,51.7412478176973,10883,Møre og Romsdal,2022-03-09
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20757,20156,12346,89.5586141433318,86.965526168184,53.2683263580274,23177,Møre og Romsdal,2022-03-09
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7224,7103,5308,92.6510196229319,91.0991406951392,68.0774656919328,7797,Møre og Romsdal,2022-03-09
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16101,15910,13650,93.6540251279665,92.5430432759423,79.3973941368078,17192,Møre og Romsdal,2022-03-09
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15351,15237,14272,95,94.7574626865672,88.7562189054726,16080,Møre og Romsdal,2022-03-09
