granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_neg,n_pos,pr100_pos,date_of_publishing
day,nation,norge,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-24,12,0,0,2021-03-09
day,nation,norge,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-25,62,0,0,2021-03-09
day,nation,norge,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-26,146,2,1.4,2021-03-09
day,nation,norge,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-27,247,2,0.8,2021-03-09
day,nation,norge,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-28,287,3,1,2021-03-09
day,nation,norge,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-29,203,6,2.9,2021-03-09
day,nation,norge,2020,total,total,2020,9,2020-09,2019/2020,32,2020-03-01,230,5,2.1,2021-03-09
day,nation,norge,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-02,383,8,2,2021-03-09
day,nation,norge,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-03,360,20,5.3,2021-03-09
day,nation,norge,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-04,326,15,4.4,2021-03-09
day,nation,norge,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-05,356,18,4.8,2021-03-09
day,nation,norge,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-06,340,25,6.8,2021-03-09
day,nation,norge,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-07,296,19,6,2021-03-09
day,nation,norge,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-08,358,50,12.3,2021-03-09
day,nation,norge,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-09,1231,253,17,2021-03-09
day,nation,norge,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-10,1493,193,11.4,2021-03-09
day,nation,norge,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-11,1937,148,7.1,2021-03-09
day,nation,norge,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-12,2840,177,5.9,2021-03-09
day,nation,norge,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-13,3902,152,3.7,2021-03-09
day,nation,norge,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-14,2672,89,3.2,2021-03-09
day,nation,norge,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-15,2794,76,2.6,2021-03-09
day,nation,norge,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-16,6131,132,2.1,2021-03-09
day,nation,norge,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-17,6433,153,2.3,2021-03-09
day,nation,norge,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-18,6641,186,2.7,2021-03-09
day,nation,norge,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-19,5779,204,3.4,2021-03-09
day,nation,norge,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-20,4856,263,5.1,2021-03-09
day,nation,norge,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-21,2324,183,7.3,2021-03-09
day,nation,norge,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-22,1156,132,10.2,2021-03-09
day,nation,norge,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-23,3312,252,7.1,2021-03-09
day,nation,norge,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-24,3244,284,8,2021-03-09
day,nation,norge,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-25,3093,251,7.5,2021-03-09
day,nation,norge,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-26,2915,270,8.5,2021-03-09
day,nation,norge,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-27,3031,260,7.9,2021-03-09
day,nation,norge,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-28,1623,178,9.9,2021-03-09
day,nation,norge,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-29,1117,126,10.1,2021-03-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-30,2931,241,7.6,2021-03-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-31,3200,246,7.1,2021-03-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-01,3719,218,5.5,2021-03-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-02,3344,216,6.1,2021-03-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-03,3373,184,5.2,2021-03-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-04,1292,94,6.8,2021-03-09
day,nation,norge,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-05,1043,75,6.7,2021-03-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-06,3354,176,5,2021-03-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-07,2815,154,5.2,2021-03-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-08,2161,115,5.1,2021-03-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-09,1222,108,8.1,2021-03-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-10,1281,73,5.4,2021-03-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-11,1303,116,8.2,2021-03-09
day,nation,norge,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-12,1164,81,6.5,2021-03-09
