granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550148,513244,358323,19022,78.6,73.3,51.2,2.7,699827,Oslo,2022-08-16
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372654,346208,252789,18487,76.7,71.3,52,3.8,485797,Rogaland,2022-08-16
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214512,201474,154947,9477,80.7,75.8,58.3,3.6,265848,Møre og Romsdal,2022-08-16
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195368,183372,134464,6994,81.3,76.3,56,2.9,240190,Nordland,2022-08-16
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001495,931344,694268,50337,78.9,73.4,54.7,4,1269230,Viken,2022-08-16
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306328,288263,219935,12338,82.5,77.6,59.2,3.3,371253,Innlandet,2022-08-16
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342297,320367,240455,18633,80.6,75.4,56.6,4.4,424832,Vestfold og Telemark,2022-08-16
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245492,228360,168471,11768,78.9,73.4,54.1,3.8,311134,Agder,2022-08-16
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506110,470473,351374,25671,78.9,73.4,54.8,4,641292,Vestland,2022-08-16
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385007,360840,270826,17932,81.2,76.1,57.1,3.8,474131,Trøndelag,2022-08-16
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192167,180025,127525,6191,79.5,74.5,52.8,2.6,241736,Troms og Finnmark,2022-08-16
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550140,513237,358319,19022,78.6,73.3,51.2,2.7,699827,Oslo,2022-08-16
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11887,11178,9233,885,80,75.2,62.1,6,14860,Eigersund,2022-08-16
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113021,105084,75963,3885,78.1,72.6,52.5,2.7,144699,Stavanger,2022-08-16
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28703,26692,19106,918,76.7,71.3,51,2.5,37444,Haugesund,2022-08-16
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60653,56501,42475,4529,74.6,69.5,52.2,5.6,81305,Sandnes,2022-08-16
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2509,2360,1799,277,76.5,71.9,54.8,8.4,3281,Sokndal,2022-08-16
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2433,2298,1800,102,76.6,72.3,56.6,3.2,3178,Lund,2022-08-16
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2198,2063,1535,171,78.8,74,55,6.1,2789,Bjerkreim,2022-08-16
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14080,12961,9116,402,73,67.2,47.2,2.1,19296,Hå,2022-08-16
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15134,13939,9298,340,75.1,69.1,46.1,1.7,20163,Klepp,2022-08-16
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14702,13635,9151,1197,76,70.5,47.3,6.2,19353,Time,2022-08-16
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8828,8181,6302,288,72.8,67.4,51.9,2.4,12131,Gjesdal,2022-08-16
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21222,19685,13904,384,77,71.4,50.4,1.4,27568,Sola,2022-08-16
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9071,8370,6017,377,79.2,73.1,52.5,3.3,11454,Randaberg,2022-08-16
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10317,9529,7140,286,77.8,71.8,53.8,2.2,13268,Strand,2022-08-16
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2034,1897,1384,157,80.3,74.9,54.6,6.2,2534,Hjelmeland,2022-08-16
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3032,2827,2381,226,80.1,74.7,62.9,6,3784,Suldal,2022-08-16
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3672,3416,2679,106,81.1,75.5,59.2,2.3,4525,Sauda,2022-08-16
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,403,343,30,82,77.1,65.6,5.7,523,Kvitsøy,2022-08-16
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,709,684,505,22,82.9,80,59.1,2.6,855,Bokn,2022-08-16
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8588,7838,5540,434,76.1,69.5,49.1,3.8,11283,Tysvær,2022-08-16
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32343,30058,22109,3043,76,70.7,52,7.2,42541,Karmøy,2022-08-16
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,172,169,155,27,91.5,89.9,82.4,14.4,188,Utsira,2022-08-16
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6766,6298,4804,401,77.1,71.8,54.7,4.6,8775,Vindafjord,2022-08-16
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19844,18945,14915,1462,82.6,78.9,62.1,6.1,24013,Kristiansund,2022-08-16
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26389,24800,19031,1129,82.5,77.5,59.5,3.5,32002,Molde,2022-08-16
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52906,49383,35731,1715,78.8,73.6,53.2,2.6,67114,Ålesund,2022-08-16
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2555,2459,1957,175,83.9,80.8,64.3,5.7,3045,Vanylven,2022-08-16
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1881,1764,1374,36,77.7,72.8,56.7,1.5,2422,Sande,2022-08-16
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6968,6523,4906,403,79.5,74.4,56,4.6,8765,Herøy,2022-08-16
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6779,6332,5118,456,79.2,74,59.8,5.3,8557,Ulstein,2022-08-16
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3868,3633,2845,47,75.5,70.9,55.5,0.9,5126,Hareid,2022-08-16
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8702,8114,6667,170,80.3,74.9,61.5,1.6,10833,Ørsta,2022-08-16
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3608,3379,2730,109,80.8,75.6,61.1,2.4,4467,Stranda,2022-08-16
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6229,5814,4622,124,82.4,76.9,61.2,1.6,7558,Sykkylven,2022-08-16
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7426,6872,5529,161,77.8,72,57.9,1.7,9547,Sula,2022-08-16
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6629,6145,4394,182,77.1,71.5,51.1,2.1,8597,Giske,2022-08-16
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5663,5347,3828,240,81.6,77.1,55.2,3.5,6936,Vestnes,2022-08-16
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5644,5271,3701,81,80.4,75.1,52.7,1.2,7019,Rauma,2022-08-16
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2930,2818,2064,121,83.3,80.1,58.7,3.4,3518,Aukra,2022-08-16
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4760,4500,3453,102,81.7,77.2,59.2,1.8,5828,Averøy,2022-08-16
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2136,2005,1642,45,80,75.1,61.5,1.7,2669,Gjemnes,2022-08-16
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2489,2372,2014,332,84.1,80.1,68,11.2,2960,Tingvoll,2022-08-16
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5979,5678,4802,582,86.3,81.9,69.3,8.4,6932,Sunndal,2022-08-16
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4996,4759,4073,347,85.4,81.4,69.6,5.9,5849,Surnadal,2022-08-16
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1784,1718,1397,88,84.2,81,65.9,4.2,2120,Smøla,2022-08-16
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2809,2676,2190,192,83,79.1,64.7,5.7,3384,Aure,2022-08-16
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8725,8196,6596,574,80.7,75.8,61,5.3,10809,Volda,2022-08-16
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2104,1962,1621,171,84.5,78.8,65.1,6.9,2491,Fjord,2022-08-16
