granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n,location_name
day,county,county15,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-10,3,Møre og Romsdal
day,county,county15,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-11,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-12,1,Møre og Romsdal
day,county,county15,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-13,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-14,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-15,1,Møre og Romsdal
day,county,county15,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-16,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-17,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-18,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-19,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-20,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-21,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-22,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-23,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-24,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-25,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-26,2,Møre og Romsdal
day,county,county15,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-27,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-28,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-29,6,Møre og Romsdal
day,county,county15,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-30,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-31,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-01,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-02,0,Møre og Romsdal
day,county,county15,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-03,0,Møre og Romsdal
day,county,county18,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-21,0,Nordland
day,county,county18,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-22,0,Nordland
day,county,county18,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-23,0,Nordland
day,county,county18,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-24,0,Nordland
day,county,county18,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-25,0,Nordland
day,county,county18,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-26,0,Nordland
day,county,county18,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-27,0,Nordland
day,county,county18,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-28,0,Nordland
day,county,county18,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-29,0,Nordland
day,county,county18,2020,total,total,2020,9,2020-09,2019/2020,32,2020-03-01,0,Nordland
day,county,county18,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-02,0,Nordland
day,county,county18,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-03,0,Nordland
day,county,county18,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-04,0,Nordland
day,county,county18,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-05,3,Nordland
day,county,county18,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-06,0,Nordland
day,county,county18,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-07,0,Nordland
day,county,county18,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-08,0,Nordland
day,county,county18,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-09,1,Nordland
day,county,county18,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-10,1,Nordland
day,county,county18,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-11,3,Nordland
day,county,county18,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-12,1,Nordland
day,county,county18,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-13,1,Nordland
day,county,county18,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-14,2,Nordland
day,county,county18,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-15,1,Nordland
day,county,county18,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-16,2,Nordland
day,county,county18,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-17,4,Nordland
day,county,county18,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-18,0,Nordland
day,county,county18,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-19,0,Nordland
day,county,county18,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-20,2,Nordland
day,county,county18,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-21,2,Nordland
day,county,county18,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-22,1,Nordland
day,county,county18,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-23,5,Nordland
day,county,county18,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-24,1,Nordland
day,county,county18,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-25,8,Nordland
day,county,county18,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-26,6,Nordland
day,county,county18,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-27,3,Nordland
day,county,county18,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-28,3,Nordland
day,county,county18,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-29,1,Nordland
day,county,county18,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-30,11,Nordland
day,county,county18,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-31,4,Nordland
day,county,county18,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-01,6,Nordland
day,county,county18,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-02,2,Nordland
day,county,county18,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-03,1,Nordland
day,county,county18,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-04,1,Nordland
day,county,county18,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-05,1,Nordland
day,county,county18,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-06,5,Nordland
day,county,county18,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-07,6,Nordland
day,county,county18,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-08,3,Nordland
day,county,county18,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-09,0,Nordland
day,county,county18,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-10,3,Nordland
day,county,county18,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-11,4,Nordland
day,county,county18,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-12,0,Nordland
day,county,county18,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-13,5,Nordland
day,county,county18,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-14,4,Nordland
day,county,county18,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-15,3,Nordland
day,county,county18,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-16,0,Nordland
day,county,county18,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-17,0,Nordland
day,county,county18,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-18,1,Nordland
day,county,county18,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-19,0,Nordland
day,county,county18,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-20,0,Nordland
day,county,county18,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-21,1,Nordland
day,county,county18,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-22,1,Nordland
day,county,county18,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-23,1,Nordland
day,county,county18,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-24,1,Nordland
day,county,county18,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-25,0,Nordland
day,county,county18,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-26,0,Nordland
day,county,county18,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-27,0,Nordland
day,county,county18,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-28,0,Nordland
day,county,county18,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-29,1,Nordland
day,county,county18,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-30,0,Nordland
day,county,county18,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-01,1,Nordland
day,county,county18,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-02,0,Nordland
day,county,county18,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-03,0,Nordland
day,county,county18,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-04,0,Nordland
day,county,county18,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-05,0,Nordland
day,county,county18,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-06,0,Nordland
day,county,county18,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-07,0,Nordland
day,county,county18,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-08,0,Nordland
day,county,county18,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-09,0,Nordland
day,county,county18,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-10,0,Nordland
day,county,county18,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-11,0,Nordland
day,county,county18,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-12,1,Nordland
day,county,county18,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-13,0,Nordland
day,county,county18,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-14,0,Nordland
day,county,county18,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-15,0,Nordland
day,county,county18,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-16,0,Nordland
day,county,county18,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-17,0,Nordland
day,county,county18,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-18,0,Nordland
day,county,county18,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-19,2,Nordland
day,county,county18,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-20,1,Nordland
day,county,county18,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-21,0,Nordland
day,county,county18,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-22,0,Nordland
day,county,county18,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-23,0,Nordland
day,county,county18,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-24,0,Nordland
day,county,county18,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-25,0,Nordland
day,county,county18,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-26,0,Nordland
day,county,county18,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-27,0,Nordland
day,county,county18,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-28,0,Nordland
day,county,county18,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-29,0,Nordland
day,county,county18,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-30,0,Nordland
day,county,county18,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-31,0,Nordland
day,county,county18,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-01,0,Nordland
day,county,county18,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-02,0,Nordland
day,county,county18,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-03,0,Nordland
day,county,county30,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-21,0,Viken
day,county,county30,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-22,0,Viken
day,county,county30,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-23,0,Viken
day,county,county30,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-24,0,Viken
day,county,county30,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-25,0,Viken
day,county,county30,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-26,1,Viken
day,county,county30,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-27,0,Viken
day,county,county30,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-28,4,Viken
day,county,county30,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-29,0,Viken
day,county,county30,2020,total,total,2020,9,2020-09,2019/2020,32,2020-03-01,1,Viken
day,county,county30,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-02,2,Viken
day,county,county30,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-03,8,Viken
day,county,county30,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-04,6,Viken
day,county,county30,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-05,5,Viken
day,county,county30,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-06,9,Viken
day,county,county30,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-07,4,Viken
day,county,county30,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-08,19,Viken
day,county,county30,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-09,72,Viken
day,county,county30,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-10,45,Viken
day,county,county30,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-11,43,Viken
day,county,county30,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-12,56,Viken
day,county,county30,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-13,57,Viken
day,county,county30,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-14,40,Viken
day,county,county30,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-15,30,Viken
day,county,county30,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-16,60,Viken
day,county,county30,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-17,66,Viken
day,county,county30,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-18,68,Viken
day,county,county30,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-19,65,Viken
day,county,county30,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-20,72,Viken
day,county,county30,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-21,52,Viken
day,county,county30,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-22,54,Viken
day,county,county30,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-23,71,Viken
day,county,county30,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-24,93,Viken
day,county,county30,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-25,80,Viken
day,county,county30,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-26,60,Viken
day,county,county30,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-27,66,Viken
day,county,county30,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-28,39,Viken
day,county,county30,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-29,41,Viken
day,county,county30,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-30,77,Viken
day,county,county30,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-31,56,Viken
day,county,county30,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-01,58,Viken
day,county,county30,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-02,53,Viken
day,county,county30,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-03,44,Viken
day,county,county30,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-04,28,Viken
day,county,county30,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-05,25,Viken
day,county,county30,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-06,40,Viken
day,county,county30,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-07,36,Viken
day,county,county30,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-08,25,Viken
day,county,county30,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-09,26,Viken
day,county,county30,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-10,17,Viken
day,county,county30,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-11,19,Viken
day,county,county30,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-12,22,Viken
day,county,county30,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-13,21,Viken
day,county,county30,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-14,25,Viken
day,county,county30,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-15,23,Viken
day,county,county30,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-16,16,Viken
day,county,county30,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-17,36,Viken
day,county,county30,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-18,8,Viken
day,county,county30,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-19,4,Viken
day,county,county30,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-20,23,Viken
day,county,county30,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-21,16,Viken
day,county,county30,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-22,18,Viken
day,county,county30,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-23,13,Viken
day,county,county30,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-24,14,Viken
day,county,county30,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-25,3,Viken
day,county,county30,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-26,4,Viken
day,county,county30,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-27,18,Viken
day,county,county30,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-28,16,Viken
day,county,county30,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-29,7,Viken
day,county,county30,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-30,10,Viken
day,county,county30,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-01,3,Viken
day,county,county30,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-02,7,Viken
day,county,county30,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-03,9,Viken
day,county,county30,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-04,18,Viken
day,county,county30,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-05,13,Viken
day,county,county30,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-06,11,Viken
day,county,county30,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-07,12,Viken
day,county,county30,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-08,19,Viken
day,county,county30,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-09,3,Viken
day,county,county30,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-10,1,Viken
day,county,county30,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-11,9,Viken
day,county,county30,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-12,7,Viken
day,county,county30,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-13,10,Viken
day,county,county30,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-14,7,Viken
day,county,county30,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-15,10,Viken
day,county,county30,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-16,6,Viken
day,county,county30,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-17,2,Viken
day,county,county30,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-18,10,Viken
day,county,county30,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-19,7,Viken
day,county,county30,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-20,8,Viken
day,county,county30,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-21,1,Viken
day,county,county30,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-22,10,Viken
day,county,county30,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-23,0,Viken
day,county,county30,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-24,3,Viken
day,county,county30,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-25,8,Viken
day,county,county30,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-26,4,Viken
day,county,county30,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-27,8,Viken
day,county,county30,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-28,3,Viken
day,county,county30,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-29,3,Viken
day,county,county30,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-30,0,Viken
day,county,county30,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-31,2,Viken
day,county,county30,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-01,2,Viken
day,county,county30,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-02,1,Viken
day,county,county30,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-03,0,Viken
day,county,county34,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-21,0,Innlandet
day,county,county34,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-22,0,Innlandet
day,county,county34,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-23,0,Innlandet
day,county,county34,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-24,0,Innlandet
day,county,county34,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-25,0,Innlandet
day,county,county34,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-26,0,Innlandet
day,county,county34,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-27,0,Innlandet
day,county,county34,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-28,0,Innlandet
day,county,county34,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-29,0,Innlandet
day,county,county34,2020,total,total,2020,9,2020-09,2019/2020,32,2020-03-01,3,Innlandet
day,county,county34,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-02,0,Innlandet
day,county,county34,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-03,1,Innlandet
day,county,county34,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-04,3,Innlandet
day,county,county34,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-05,7,Innlandet
day,county,county34,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-06,0,Innlandet
day,county,county34,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-07,4,Innlandet
day,county,county34,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-08,1,Innlandet
day,county,county34,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-09,12,Innlandet
day,county,county34,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-10,23,Innlandet
day,county,county34,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-11,8,Innlandet
day,county,county34,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-12,15,Innlandet
day,county,county34,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-13,11,Innlandet
day,county,county34,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-14,10,Innlandet
day,county,county34,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-15,8,Innlandet
day,county,county34,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-16,14,Innlandet
day,county,county34,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-17,7,Innlandet
day,county,county34,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-18,13,Innlandet
day,county,county34,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-19,26,Innlandet
day,county,county34,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-20,18,Innlandet
day,county,county34,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-21,9,Innlandet
day,county,county34,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-22,3,Innlandet
day,county,county34,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-23,23,Innlandet
day,county,county34,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-24,28,Innlandet
day,county,county34,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-25,8,Innlandet
day,county,county34,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-26,24,Innlandet
day,county,county34,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-27,13,Innlandet
day,county,county34,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-28,22,Innlandet
day,county,county34,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-29,1,Innlandet
day,county,county34,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-30,11,Innlandet
day,county,county34,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-31,15,Innlandet
day,county,county34,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-01,13,Innlandet
day,county,county34,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-02,5,Innlandet
day,county,county34,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-03,6,Innlandet
day,county,county34,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-04,5,Innlandet
day,county,county34,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-05,2,Innlandet
day,county,county34,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-06,11,Innlandet
day,county,county34,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-07,5,Innlandet
day,county,county34,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-08,3,Innlandet
day,county,county34,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-09,1,Innlandet
day,county,county34,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-10,1,Innlandet
day,county,county34,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-11,3,Innlandet
day,county,county34,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-12,1,Innlandet
day,county,county34,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-13,2,Innlandet
day,county,county34,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-14,4,Innlandet
day,county,county34,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-15,3,Innlandet
day,county,county34,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-16,4,Innlandet
day,county,county34,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-17,3,Innlandet
day,county,county34,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-18,2,Innlandet
day,county,county34,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-19,1,Innlandet
day,county,county34,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-20,3,Innlandet
day,county,county34,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-21,3,Innlandet
day,county,county34,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-22,3,Innlandet
day,county,county34,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-23,1,Innlandet
day,county,county34,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-24,5,Innlandet
day,county,county34,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-25,0,Innlandet
day,county,county34,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-26,1,Innlandet
day,county,county34,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-27,4,Innlandet
day,county,county34,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-28,2,Innlandet
