granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n,location_name
day,county,county34,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-29,6,Innlandet
day,county,county34,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-30,1,Innlandet
day,county,county34,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-01,1,Innlandet
day,county,county34,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-02,0,Innlandet
day,county,county34,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-03,4,Innlandet
day,county,county34,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-04,4,Innlandet
day,county,county34,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-05,3,Innlandet
day,county,county34,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-06,3,Innlandet
day,county,county34,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-07,1,Innlandet
day,county,county34,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-08,3,Innlandet
day,county,county34,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-09,0,Innlandet
day,county,county34,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-10,3,Innlandet
day,county,county34,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-11,4,Innlandet
day,county,county34,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-12,1,Innlandet
day,county,county34,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-13,3,Innlandet
day,county,county34,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-14,4,Innlandet
day,county,county34,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-15,2,Innlandet
day,county,county34,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-16,0,Innlandet
day,county,county34,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-17,0,Innlandet
day,county,county34,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-18,0,Innlandet
day,county,county34,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-19,3,Innlandet
day,county,county34,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-20,3,Innlandet
day,county,county34,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-21,1,Innlandet
day,county,county34,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-22,3,Innlandet
day,county,county34,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-23,0,Innlandet
day,county,county34,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-24,0,Innlandet
day,county,county34,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-25,5,Innlandet
day,county,county34,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-26,1,Innlandet
day,county,county34,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-27,4,Innlandet
day,county,county34,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-28,1,Innlandet
day,county,county34,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-29,4,Innlandet
day,county,county34,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-30,0,Innlandet
day,county,county34,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-31,2,Innlandet
day,county,county34,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-01,1,Innlandet
day,county,county34,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-02,1,Innlandet
day,county,county34,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-03,0,Innlandet
day,county,county38,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-21,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-22,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-23,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-24,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-25,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-26,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-27,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-28,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-29,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,9,2020-09,2019/2020,32,2020-03-01,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-02,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-03,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-04,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-05,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-06,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-07,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-08,3,Vestfold og Telemark
day,county,county38,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-09,14,Vestfold og Telemark
day,county,county38,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-10,14,Vestfold og Telemark
day,county,county38,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-11,11,Vestfold og Telemark
day,county,county38,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-12,14,Vestfold og Telemark
day,county,county38,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-13,5,Vestfold og Telemark
day,county,county38,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-14,3,Vestfold og Telemark
day,county,county38,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-15,4,Vestfold og Telemark
day,county,county38,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-16,6,Vestfold og Telemark
day,county,county38,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-17,9,Vestfold og Telemark
day,county,county38,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-18,12,Vestfold og Telemark
day,county,county38,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-19,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-20,8,Vestfold og Telemark
day,county,county38,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-21,2,Vestfold og Telemark
day,county,county38,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-22,5,Vestfold og Telemark
day,county,county38,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-23,11,Vestfold og Telemark
day,county,county38,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-24,9,Vestfold og Telemark
day,county,county38,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-25,9,Vestfold og Telemark
day,county,county38,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-26,8,Vestfold og Telemark
day,county,county38,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-27,11,Vestfold og Telemark
day,county,county38,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-28,9,Vestfold og Telemark
day,county,county38,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-29,6,Vestfold og Telemark
day,county,county38,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-30,9,Vestfold og Telemark
day,county,county38,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-31,6,Vestfold og Telemark
day,county,county38,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-01,4,Vestfold og Telemark
day,county,county38,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-02,13,Vestfold og Telemark
day,county,county38,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-03,10,Vestfold og Telemark
day,county,county38,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-04,6,Vestfold og Telemark
day,county,county38,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-05,5,Vestfold og Telemark
day,county,county38,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-06,5,Vestfold og Telemark
day,county,county38,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-07,2,Vestfold og Telemark
day,county,county38,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-08,3,Vestfold og Telemark
day,county,county38,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-09,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-10,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-11,6,Vestfold og Telemark
day,county,county38,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-12,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-13,2,Vestfold og Telemark
day,county,county38,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-14,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-15,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-16,7,Vestfold og Telemark
day,county,county38,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-17,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-18,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-19,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-20,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-21,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-22,3,Vestfold og Telemark
day,county,county38,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-23,3,Vestfold og Telemark
day,county,county38,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-24,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-25,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-26,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-27,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-28,2,Vestfold og Telemark
day,county,county38,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-29,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-30,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-01,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-02,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-03,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-04,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-05,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-06,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-07,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-08,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-09,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-10,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-11,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-12,2,Vestfold og Telemark
day,county,county38,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-13,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-14,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-15,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-16,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-17,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-18,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-19,2,Vestfold og Telemark
day,county,county38,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-20,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-21,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-22,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-23,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-24,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-25,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-26,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-27,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-28,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-29,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-30,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-31,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-01,0,Vestfold og Telemark
day,county,county38,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-02,1,Vestfold og Telemark
day,county,county38,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-03,0,Vestfold og Telemark
day,county,county42,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-21,0,Agder
day,county,county42,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-22,0,Agder
day,county,county42,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-23,0,Agder
day,county,county42,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-24,0,Agder
day,county,county42,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-25,0,Agder
day,county,county42,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-26,0,Agder
day,county,county42,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-27,0,Agder
day,county,county42,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-28,0,Agder
day,county,county42,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-29,0,Agder
day,county,county42,2020,total,total,2020,9,2020-09,2019/2020,32,2020-03-01,2,Agder
day,county,county42,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-02,1,Agder
day,county,county42,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-03,2,Agder
day,county,county42,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-04,2,Agder
day,county,county42,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-05,2,Agder
day,county,county42,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-06,0,Agder
day,county,county42,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-07,1,Agder
day,county,county42,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-08,12,Agder
day,county,county42,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-09,20,Agder
day,county,county42,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-10,15,Agder
day,county,county42,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-11,7,Agder
day,county,county42,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-12,8,Agder
day,county,county42,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-13,10,Agder
day,county,county42,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-14,4,Agder
day,county,county42,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-15,5,Agder
day,county,county42,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-16,6,Agder
day,county,county42,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-17,3,Agder
day,county,county42,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-18,7,Agder
day,county,county42,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-19,6,Agder
day,county,county42,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-20,7,Agder
day,county,county42,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-21,2,Agder
day,county,county42,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-22,1,Agder
day,county,county42,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-23,7,Agder
day,county,county42,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-24,4,Agder
day,county,county42,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-25,13,Agder
day,county,county42,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-26,12,Agder
day,county,county42,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-27,5,Agder
day,county,county42,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-28,5,Agder
day,county,county42,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-29,2,Agder
day,county,county42,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-30,19,Agder
day,county,county42,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-31,16,Agder
day,county,county42,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-01,14,Agder
day,county,county42,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-02,3,Agder
day,county,county42,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-03,7,Agder
day,county,county42,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-04,1,Agder
day,county,county42,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-05,4,Agder
day,county,county42,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-06,8,Agder
day,county,county42,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-07,3,Agder
day,county,county42,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-08,9,Agder
day,county,county42,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-09,3,Agder
day,county,county42,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-10,3,Agder
day,county,county42,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-11,0,Agder
day,county,county42,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-12,5,Agder
day,county,county42,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-13,0,Agder
day,county,county42,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-14,9,Agder
day,county,county42,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-15,3,Agder
day,county,county42,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-16,5,Agder
day,county,county42,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-17,10,Agder
day,county,county42,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-18,5,Agder
day,county,county42,2020,total,total,2020,16,2020-16,2019/2020,39,2020-04-19,0,Agder
day,county,county42,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-20,7,Agder
day,county,county42,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-21,4,Agder
day,county,county42,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-22,5,Agder
day,county,county42,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-23,2,Agder
day,county,county42,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-24,2,Agder
day,county,county42,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-25,1,Agder
day,county,county42,2020,total,total,2020,17,2020-17,2019/2020,40,2020-04-26,0,Agder
day,county,county42,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-27,4,Agder
day,county,county42,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-28,1,Agder
day,county,county42,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-29,1,Agder
day,county,county42,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-30,3,Agder
day,county,county42,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-01,1,Agder
day,county,county42,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-02,1,Agder
day,county,county42,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-03,2,Agder
day,county,county42,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-04,1,Agder
day,county,county42,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-05,0,Agder
day,county,county42,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-06,2,Agder
day,county,county42,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-07,0,Agder
day,county,county42,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-08,1,Agder
day,county,county42,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-09,0,Agder
day,county,county42,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-10,0,Agder
day,county,county42,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-11,0,Agder
day,county,county42,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-12,0,Agder
day,county,county42,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-13,0,Agder
day,county,county42,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-14,0,Agder
day,county,county42,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-15,2,Agder
day,county,county42,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-16,0,Agder
day,county,county42,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-17,0,Agder
day,county,county42,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-18,0,Agder
day,county,county42,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-19,0,Agder
day,county,county42,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-20,0,Agder
day,county,county42,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-21,0,Agder
day,county,county42,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-22,0,Agder
day,county,county42,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-23,0,Agder
day,county,county42,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-24,0,Agder
day,county,county42,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-25,0,Agder
day,county,county42,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-26,0,Agder
day,county,county42,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-27,0,Agder
day,county,county42,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-28,0,Agder
day,county,county42,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-29,0,Agder
day,county,county42,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-30,0,Agder
day,county,county42,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-31,0,Agder
day,county,county42,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-01,0,Agder
day,county,county42,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-02,0,Agder
day,county,county42,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-03,0,Agder
day,county,county46,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-21,0,Vestland
day,county,county46,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-22,0,Vestland
day,county,county46,2020,total,total,2020,8,2020-08,2019/2020,31,2020-02-23,0,Vestland
day,county,county46,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-24,0,Vestland
day,county,county46,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-25,0,Vestland
day,county,county46,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-26,0,Vestland
day,county,county46,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-27,1,Vestland
day,county,county46,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-28,5,Vestland
day,county,county46,2020,total,total,2020,9,2020-09,2019/2020,32,2020-02-29,0,Vestland
day,county,county46,2020,total,total,2020,9,2020-09,2019/2020,32,2020-03-01,4,Vestland
day,county,county46,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-02,3,Vestland
day,county,county46,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-03,6,Vestland
day,county,county46,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-04,5,Vestland
day,county,county46,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-05,4,Vestland
day,county,county46,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-06,2,Vestland
day,county,county46,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-07,0,Vestland
day,county,county46,2020,total,total,2020,10,2020-10,2019/2020,33,2020-03-08,1,Vestland
day,county,county46,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-09,21,Vestland
day,county,county46,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-10,18,Vestland
day,county,county46,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-11,16,Vestland
day,county,county46,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-12,27,Vestland
day,county,county46,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-13,16,Vestland
day,county,county46,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-14,6,Vestland
day,county,county46,2020,total,total,2020,11,2020-11,2019/2020,34,2020-03-15,16,Vestland
day,county,county46,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-16,25,Vestland
day,county,county46,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-17,19,Vestland
day,county,county46,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-18,22,Vestland
day,county,county46,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-19,36,Vestland
day,county,county46,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-20,36,Vestland
day,county,county46,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-21,16,Vestland
day,county,county46,2020,total,total,2020,12,2020-12,2019/2020,35,2020-03-22,8,Vestland
day,county,county46,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-23,40,Vestland
day,county,county46,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-24,31,Vestland
day,county,county46,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-25,33,Vestland
day,county,county46,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-26,28,Vestland
day,county,county46,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-27,22,Vestland
day,county,county46,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-28,14,Vestland
day,county,county46,2020,total,total,2020,13,2020-13,2019/2020,36,2020-03-29,2,Vestland
day,county,county46,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-30,27,Vestland
day,county,county46,2020,total,total,2020,14,2020-14,2019/2020,37,2020-03-31,16,Vestland
day,county,county46,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-01,13,Vestland
day,county,county46,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-02,21,Vestland
day,county,county46,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-03,21,Vestland
day,county,county46,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-04,5,Vestland
day,county,county46,2020,total,total,2020,14,2020-14,2019/2020,37,2020-04-05,3,Vestland
day,county,county46,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-06,31,Vestland
day,county,county46,2020,total,total,2020,15,2020-15,2019/2020,38,2020-04-07,16,Vestland
